Totales_Territoriales,Comunidades_Ciudades_Autonomas,Provincia,Viajeros_Pernoctaciones,Residencia,Periodo,Total,ID_viajeros
Total Nacional,Pais vasco,Gipuzkoa,Viajero,Extranjero,2015-06-30,48066,15708
Total Nacional,Pais vasco,Gipuzkoa,Viajero,Extranjero,2015-05-31,45143,15709
Total Nacional,Pais vasco,Gipuzkoa,Viajero,Extranjero,2015-04-30,32485,15710
Total Nacional,Pais vasco,Gipuzkoa,Viajero,Extranjero,2015-03-31,21304,15711
Total Nacional,Pais vasco,Gipuzkoa,Viajero,Extranjero,2015-02-28,15295,15712
Total Nacional,Pais vasco,Gipuzkoa,Viajero,Extranjero,2015-01-31,15450,15713
Total Nacional,La rioja,La rioja,Viajero,General,2015-12-31,35933,15714
Total Nacional,La rioja,La rioja,Viajero,General,2015-11-30,43149,15715
Total Nacional,La rioja,La rioja,Viajero,General,2015-10-31,56654,15716
Total Nacional,La rioja,La rioja,Viajero,General,2015-09-30,66147,15717
Total Nacional,La rioja,La rioja,Viajero,General,2015-08-31,69052,15718
Total Nacional,La rioja,La rioja,Viajero,General,2015-07-31,53959,15719
Total Nacional,La rioja,La rioja,Viajero,General,2015-06-30,52532,15720
Total Nacional,La rioja,La rioja,Viajero,General,2015-05-31,57351,15721
Total Nacional,La rioja,La rioja,Viajero,General,2015-04-30,50042,15722
Total Nacional,La rioja,La rioja,Viajero,General,2015-03-31,43654,15723
Total Nacional,La rioja,La rioja,Viajero,General,2015-02-28,30611,15724
Total Nacional,La rioja,La rioja,Viajero,General,2015-01-31,27368,15725
Total Nacional,La rioja,La rioja,Viajero,Espana,2015-12-31,33127,15726
Total Nacional,La rioja,La rioja,Viajero,Espana,2015-11-30,38455,15727
Total Nacional,La rioja,La rioja,Viajero,Espana,2015-10-31,45237,15728
Total Nacional,La rioja,La rioja,Viajero,Espana,2015-09-30,46531,15729
Total Nacional,La rioja,La rioja,Viajero,Espana,2015-08-31,58958,15730
Total Nacional,La rioja,La rioja,Viajero,Espana,2015-07-31,42554,15731
Total Nacional,La rioja,La rioja,Viajero,Espana,2015-06-30,39060,15732
Total Nacional,La rioja,La rioja,Viajero,Espana,2015-05-31,41305,15733
Total Nacional,La rioja,La rioja,Viajero,Espana,2015-04-30,39374,15734
Total Nacional,La rioja,La rioja,Viajero,Espana,2015-03-31,39518,15735
Total Nacional,La rioja,La rioja,Viajero,Espana,2015-02-28,27755,15736
Total Nacional,La rioja,La rioja,Viajero,Espana,2015-01-31,24445,15737
Total Nacional,La rioja,La rioja,Viajero,Extranjero,2015-12-31,2806,15738
Total Nacional,La rioja,La rioja,Viajero,Extranjero,2015-11-30,4693,15739
Total Nacional,La rioja,La rioja,Viajero,Extranjero,2015-10-31,11417,15740
Total Nacional,La rioja,La rioja,Viajero,Extranjero,2015-09-30,19616,15741
Total Nacional,La rioja,La rioja,Viajero,Extranjero,2015-08-31,10094,15742
Total Nacional,La rioja,La rioja,Viajero,Extranjero,2015-07-31,11405,15743
Total Nacional,La rioja,La rioja,Viajero,Extranjero,2015-06-30,13472,15744
Total Nacional,La rioja,La rioja,Viajero,Extranjero,2015-05-31,16046,15745
Total Nacional,La rioja,La rioja,Viajero,Extranjero,2015-04-30,10668,15746
Total Nacional,La rioja,La rioja,Viajero,Extranjero,2015-03-31,4136,15747
Total Nacional,La rioja,La rioja,Viajero,Extranjero,2015-02-28,2856,15748
Total Nacional,La rioja,La rioja,Viajero,Extranjero,2015-01-31,2922,15749
Total Nacional,Andalucia,Almeria,Viajero,General,2014-12-31,44841,15750
Total Nacional,Andalucia,Almeria,Viajero,General,2014-11-30,46692,15751
Total Nacional,Andalucia,Almeria,Viajero,General,2014-10-31,77899,15752
Total Nacional,Andalucia,Almeria,Viajero,General,2014-09-30,143906,15753
Total Nacional,Andalucia,Almeria,Viajero,General,2014-08-31,207955,15754
Total Nacional,Andalucia,Almeria,Viajero,General,2014-07-31,173883,15755
Total Nacional,Andalucia,Almeria,Viajero,General,2014-06-30,142759,15756
Total Nacional,Andalucia,Almeria,Viajero,General,2014-05-31,85376,15757
Total Nacional,Andalucia,Almeria,Viajero,General,2014-04-30,85914,15758
Total Nacional,Andalucia,Almeria,Viajero,General,2014-03-31,62701,15759
Total Nacional,Andalucia,Almeria,Viajero,General,2014-02-28,50333,15760
Total Nacional,Andalucia,Almeria,Viajero,General,2014-01-31,33330,15761
Total Nacional,Andalucia,Almeria,Viajero,Espana,2014-12-31,36675,15762
Total Nacional,Andalucia,Almeria,Viajero,Espana,2014-11-30,37711,15763
Total Nacional,Andalucia,Almeria,Viajero,Espana,2014-10-31,56231,15764
Total Nacional,Andalucia,Almeria,Viajero,Espana,2014-09-30,110947,15765
Total Nacional,Andalucia,Almeria,Viajero,Espana,2014-08-31,173805,15766
Total Nacional,Andalucia,Almeria,Viajero,Espana,2014-07-31,142697,15767
Total Nacional,Andalucia,Almeria,Viajero,Espana,2014-06-30,115514,15768
Total Nacional,Andalucia,Almeria,Viajero,Espana,2014-05-31,64228,15769
Total Nacional,Andalucia,Almeria,Viajero,Espana,2014-04-30,69096,15770
Total Nacional,Andalucia,Almeria,Viajero,Espana,2014-03-31,52678,15771
Total Nacional,Andalucia,Almeria,Viajero,Espana,2014-02-28,42494,15772
Total Nacional,Andalucia,Almeria,Viajero,Espana,2014-01-31,26391,15773
Total Nacional,Andalucia,Almeria,Viajero,Extranjero,2014-12-31,8166,15774
Total Nacional,Andalucia,Almeria,Viajero,Extranjero,2014-11-30,8981,15775
Total Nacional,Andalucia,Almeria,Viajero,Extranjero,2014-10-31,21669,15776
Total Nacional,Andalucia,Almeria,Viajero,Extranjero,2014-09-30,32959,15777
Total Nacional,Andalucia,Almeria,Viajero,Extranjero,2014-08-31,34150,15778
Total Nacional,Andalucia,Almeria,Viajero,Extranjero,2014-07-31,31185,15779
Total Nacional,Andalucia,Almeria,Viajero,Extranjero,2014-06-30,27245,15780
Total Nacional,Andalucia,Almeria,Viajero,Extranjero,2014-05-31,21148,15781
Total Nacional,Andalucia,Almeria,Viajero,Extranjero,2014-04-30,16817,15782
Total Nacional,Andalucia,Almeria,Viajero,Extranjero,2014-03-31,10023,15783
Total Nacional,Andalucia,Almeria,Viajero,Extranjero,2014-02-28,7839,15784
Total Nacional,Andalucia,Almeria,Viajero,Extranjero,2014-01-31,6939,15785
Total Nacional,Andalucia,Cadiz,Viajero,General,2014-12-31,89132,15786
Total Nacional,Andalucia,Cadiz,Viajero,General,2014-11-30,85672,15787
Total Nacional,Andalucia,Cadiz,Viajero,General,2014-10-31,179882,15788
Total Nacional,Andalucia,Cadiz,Viajero,General,2014-09-30,238670,15789
Total Nacional,Andalucia,Cadiz,Viajero,General,2014-08-31,336263,15790
Total Nacional,Andalucia,Cadiz,Viajero,General,2014-07-31,278929,15791
Total Nacional,Andalucia,Cadiz,Viajero,General,2014-06-30,233693,15792
Total Nacional,Andalucia,Cadiz,Viajero,General,2014-05-31,223734,15793
Total Nacional,Andalucia,Cadiz,Viajero,General,2014-04-30,167828,15794
Total Nacional,Andalucia,Cadiz,Viajero,General,2014-03-31,113031,15795
Total Nacional,Andalucia,Cadiz,Viajero,General,2014-02-28,91631,15796
Total Nacional,Andalucia,Cadiz,Viajero,General,2014-01-31,60841,15797
Total Nacional,Andalucia,Cadiz,Viajero,Espana,2014-12-31,67628,15798
Total Nacional,Andalucia,Cadiz,Viajero,Espana,2014-11-30,59436,15799
Total Nacional,Andalucia,Cadiz,Viajero,Espana,2014-10-31,101912,15800
Total Nacional,Andalucia,Cadiz,Viajero,Espana,2014-09-30,145016,15801
Total Nacional,Andalucia,Cadiz,Viajero,Espana,2014-08-31,247913,15802
Total Nacional,Andalucia,Cadiz,Viajero,Espana,2014-07-31,203925,15803
Total Nacional,Andalucia,Cadiz,Viajero,Espana,2014-06-30,160332,15804
Total Nacional,Andalucia,Cadiz,Viajero,Espana,2014-05-31,144313,15805
Total Nacional,Andalucia,Cadiz,Viajero,Espana,2014-04-30,106676,15806
Total Nacional,Andalucia,Cadiz,Viajero,Espana,2014-03-31,74121,15807
Total Nacional,Andalucia,Cadiz,Viajero,Espana,2014-02-28,68904,15808
Total Nacional,Andalucia,Cadiz,Viajero,Espana,2014-01-31,38638,15809
Total Nacional,Andalucia,Cadiz,Viajero,Extranjero,2014-12-31,21505,15810
Total Nacional,Andalucia,Cadiz,Viajero,Extranjero,2014-11-30,26236,15811
Total Nacional,Andalucia,Cadiz,Viajero,Extranjero,2014-10-31,77971,15812
Total Nacional,Andalucia,Cadiz,Viajero,Extranjero,2014-09-30,93654,15813
Total Nacional,Andalucia,Cadiz,Viajero,Extranjero,2014-08-31,88350,15814
Total Nacional,Andalucia,Cadiz,Viajero,Extranjero,2014-07-31,75004,15815
Total Nacional,Andalucia,Cadiz,Viajero,Extranjero,2014-06-30,73361,15816
Total Nacional,Andalucia,Cadiz,Viajero,Extranjero,2014-05-31,79421,15817
Total Nacional,Andalucia,Cadiz,Viajero,Extranjero,2014-04-30,61152,15818
Total Nacional,Andalucia,Cadiz,Viajero,Extranjero,2014-03-31,38910,15819
Total Nacional,Andalucia,Cadiz,Viajero,Extranjero,2014-02-28,22727,15820
Total Nacional,Andalucia,Cadiz,Viajero,Extranjero,2014-01-31,22202,15821
Total Nacional,Andalucia,Cordoba,Viajero,General,2014-12-31,76386,15822
Total Nacional,Andalucia,Cordoba,Viajero,General,2014-11-30,80583,15823
Total Nacional,Andalucia,Cordoba,Viajero,General,2014-10-31,108347,15824
Total Nacional,Andalucia,Cordoba,Viajero,General,2014-09-30,105063,15825
Total Nacional,Andalucia,Cordoba,Viajero,General,2014-08-31,98930,15826
Total Nacional,Andalucia,Cordoba,Viajero,General,2014-07-31,79798,15827
Total Nacional,Andalucia,Cordoba,Viajero,General,2014-06-30,92094,15828
Total Nacional,Andalucia,Cordoba,Viajero,General,2014-05-31,123974,15829
Total Nacional,Andalucia,Cordoba,Viajero,General,2014-04-30,117680,15830
Total Nacional,Andalucia,Cordoba,Viajero,General,2014-03-31,82393,15831
Total Nacional,Andalucia,Cordoba,Viajero,General,2014-02-28,65383,15832
Total Nacional,Andalucia,Cordoba,Viajero,General,2014-01-31,60375,15833
Total Nacional,Andalucia,Cordoba,Viajero,Espana,2014-12-31,54429,15834
Total Nacional,Andalucia,Cordoba,Viajero,Espana,2014-11-30,55672,15835
Total Nacional,Andalucia,Cordoba,Viajero,Espana,2014-10-31,55705,15836
Total Nacional,Andalucia,Cordoba,Viajero,Espana,2014-09-30,52551,15837
Total Nacional,Andalucia,Cordoba,Viajero,Espana,2014-08-31,52634,15838
Total Nacional,Andalucia,Cordoba,Viajero,Espana,2014-07-31,42264,15839
Total Nacional,Andalucia,Cordoba,Viajero,Espana,2014-06-30,49017,15840
Total Nacional,Andalucia,Cordoba,Viajero,Espana,2014-05-31,68818,15841
Total Nacional,Andalucia,Cordoba,Viajero,Espana,2014-04-30,60776,15842
Total Nacional,Andalucia,Cordoba,Viajero,Espana,2014-03-31,53317,15843
Total Nacional,Andalucia,Cordoba,Viajero,Espana,2014-02-28,46307,15844
Total Nacional,Andalucia,Cordoba,Viajero,Espana,2014-01-31,38600,15845
Total Nacional,Andalucia,Cordoba,Viajero,Extranjero,2014-12-31,21958,15846
Total Nacional,Andalucia,Cordoba,Viajero,Extranjero,2014-11-30,24911,15847
Total Nacional,Andalucia,Cordoba,Viajero,Extranjero,2014-10-31,52642,15848
Total Nacional,Andalucia,Cordoba,Viajero,Extranjero,2014-09-30,52512,15849
Total Nacional,Andalucia,Cordoba,Viajero,Extranjero,2014-08-31,46296,15850
Total Nacional,Andalucia,Cordoba,Viajero,Extranjero,2014-07-31,37534,15851
Total Nacional,Andalucia,Cordoba,Viajero,Extranjero,2014-06-30,43077,15852
Total Nacional,Andalucia,Cordoba,Viajero,Extranjero,2014-05-31,55157,15853
Total Nacional,Andalucia,Cordoba,Viajero,Extranjero,2014-04-30,56904,15854
Total Nacional,Andalucia,Cordoba,Viajero,Extranjero,2014-03-31,29076,15855
Total Nacional,Andalucia,Cordoba,Viajero,Extranjero,2014-02-28,19076,15856
Total Nacional,Andalucia,Cordoba,Viajero,Extranjero,2014-01-31,21776,15857
Total Nacional,Andalucia,Granada,Viajero,General,2014-12-31,185592,15858
Total Nacional,Andalucia,Granada,Viajero,General,2014-11-30,165218,15859
Total Nacional,Andalucia,Granada,Viajero,General,2014-10-31,233906,15860
Total Nacional,Andalucia,Granada,Viajero,General,2014-09-30,248757,15861
Total Nacional,Andalucia,Granada,Viajero,General,2014-08-31,256939,15862
Total Nacional,Andalucia,Granada,Viajero,General,2014-07-31,199968,15863
Total Nacional,Andalucia,Granada,Viajero,General,2014-06-30,221915,15864
Total Nacional,Andalucia,Granada,Viajero,General,2014-05-31,236848,15865
Total Nacional,Andalucia,Granada,Viajero,General,2014-04-30,239233,15866
Total Nacional,Andalucia,Granada,Viajero,General,2014-03-31,207409,15867
Total Nacional,Andalucia,Granada,Viajero,General,2014-02-28,182760,15868
Total Nacional,Andalucia,Granada,Viajero,General,2014-01-31,147411,15869
Total Nacional,Andalucia,Granada,Viajero,Espana,2014-12-31,123624,15870
Total Nacional,Andalucia,Granada,Viajero,Espana,2014-11-30,105846,15871
Total Nacional,Andalucia,Granada,Viajero,Espana,2014-10-31,118660,15872
Total Nacional,Andalucia,Granada,Viajero,Espana,2014-09-30,121907,15873
Total Nacional,Andalucia,Granada,Viajero,Espana,2014-08-31,148202,15874
Total Nacional,Andalucia,Granada,Viajero,Espana,2014-07-31,113771,15875
Total Nacional,Andalucia,Granada,Viajero,Espana,2014-06-30,117270,15876
Total Nacional,Andalucia,Granada,Viajero,Espana,2014-05-31,114568,15877
Total Nacional,Andalucia,Granada,Viajero,Espana,2014-04-30,130489,15878
Total Nacional,Andalucia,Granada,Viajero,Espana,2014-03-31,133486,15879
Total Nacional,Andalucia,Granada,Viajero,Espana,2014-02-28,125871,15880
Total Nacional,Andalucia,Granada,Viajero,Espana,2014-01-31,99511,15881
Total Nacional,Andalucia,Granada,Viajero,Extranjero,2014-12-31,61967,15882
Total Nacional,Andalucia,Granada,Viajero,Extranjero,2014-11-30,59372,15883
Total Nacional,Andalucia,Granada,Viajero,Extranjero,2014-10-31,115246,15884
Total Nacional,Andalucia,Granada,Viajero,Extranjero,2014-09-30,126850,15885
Total Nacional,Andalucia,Granada,Viajero,Extranjero,2014-08-31,108737,15886
Total Nacional,Andalucia,Granada,Viajero,Extranjero,2014-07-31,86197,15887
Total Nacional,Andalucia,Granada,Viajero,Extranjero,2014-06-30,104645,15888
Total Nacional,Andalucia,Granada,Viajero,Extranjero,2014-05-31,122280,15889
Total Nacional,Andalucia,Granada,Viajero,Extranjero,2014-04-30,108744,15890
Total Nacional,Andalucia,Granada,Viajero,Extranjero,2014-03-31,73923,15891
Total Nacional,Andalucia,Granada,Viajero,Extranjero,2014-02-28,56889,15892
Total Nacional,Andalucia,Granada,Viajero,Extranjero,2014-01-31,47900,15893
Total Nacional,Andalucia,Huelva,Viajero,General,2014-12-31,19775,15894
Total Nacional,Andalucia,Huelva,Viajero,General,2014-11-30,35505,15895
Total Nacional,Andalucia,Huelva,Viajero,General,2014-10-31,70775,15896
Total Nacional,Andalucia,Huelva,Viajero,General,2014-09-30,117018,15897
Total Nacional,Andalucia,Huelva,Viajero,General,2014-08-31,153351,15898
Total Nacional,Andalucia,Huelva,Viajero,General,2014-07-31,128243,15899
Total Nacional,Andalucia,Huelva,Viajero,General,2014-06-30,127353,15900
Total Nacional,Andalucia,Huelva,Viajero,General,2014-05-31,99899,15901
Total Nacional,Andalucia,Huelva,Viajero,General,2014-04-30,70672,15902
Total Nacional,Andalucia,Huelva,Viajero,General,2014-03-31,43192,15903
Total Nacional,Andalucia,Huelva,Viajero,General,2014-02-28,34732,15904
Total Nacional,Andalucia,Huelva,Viajero,General,2014-01-31,20199,15905
Total Nacional,Andalucia,Huelva,Viajero,Espana,2014-12-31,16951,15906
Total Nacional,Andalucia,Huelva,Viajero,Espana,2014-11-30,31672,15907
Total Nacional,Andalucia,Huelva,Viajero,Espana,2014-10-31,55763,15908
Total Nacional,Andalucia,Huelva,Viajero,Espana,2014-09-30,91329,15909
Total Nacional,Andalucia,Huelva,Viajero,Espana,2014-08-31,130138,15910
Total Nacional,Andalucia,Huelva,Viajero,Espana,2014-07-31,109689,15911
Total Nacional,Andalucia,Huelva,Viajero,Espana,2014-06-30,106168,15912
Total Nacional,Andalucia,Huelva,Viajero,Espana,2014-05-31,81994,15913
Total Nacional,Andalucia,Huelva,Viajero,Espana,2014-04-30,56855,15914
Total Nacional,Andalucia,Huelva,Viajero,Espana,2014-03-31,37241,15915
Total Nacional,Andalucia,Huelva,Viajero,Espana,2014-02-28,29908,15916
Total Nacional,Andalucia,Huelva,Viajero,Espana,2014-01-31,15774,15917
Total Nacional,Andalucia,Huelva,Viajero,Extranjero,2014-12-31,2824,15918
Total Nacional,Andalucia,Huelva,Viajero,Extranjero,2014-11-30,3833,15919
Total Nacional,Andalucia,Huelva,Viajero,Extranjero,2014-10-31,15012,15920
Total Nacional,Andalucia,Huelva,Viajero,Extranjero,2014-09-30,25688,15921
Total Nacional,Andalucia,Huelva,Viajero,Extranjero,2014-08-31,23213,15922
Total Nacional,Andalucia,Huelva,Viajero,Extranjero,2014-07-31,18554,15923
Total Nacional,Andalucia,Huelva,Viajero,Extranjero,2014-06-30,21185,15924
Total Nacional,Andalucia,Huelva,Viajero,Extranjero,2014-05-31,17904,15925
Total Nacional,Andalucia,Huelva,Viajero,Extranjero,2014-04-30,13817,15926
Total Nacional,Andalucia,Huelva,Viajero,Extranjero,2014-03-31,5951,15927
Total Nacional,Andalucia,Huelva,Viajero,Extranjero,2014-02-28,4824,15928
Total Nacional,Andalucia,Huelva,Viajero,Extranjero,2014-01-31,4425,15929
Total Nacional,Andalucia,Jaen,Viajero,General,2014-12-31,31810,15930
Total Nacional,Andalucia,Jaen,Viajero,General,2014-11-30,33375,15931
Total Nacional,Andalucia,Jaen,Viajero,General,2014-10-31,47585,15932
Total Nacional,Andalucia,Jaen,Viajero,General,2014-09-30,42200,15933
Total Nacional,Andalucia,Jaen,Viajero,General,2014-08-31,44248,15934
Total Nacional,Andalucia,Jaen,Viajero,General,2014-07-31,35113,15935
Total Nacional,Andalucia,Jaen,Viajero,General,2014-06-30,40315,15936
Total Nacional,Andalucia,Jaen,Viajero,General,2014-05-31,50020,15937
Total Nacional,Andalucia,Jaen,Viajero,General,2014-04-30,43569,15938
Total Nacional,Andalucia,Jaen,Viajero,General,2014-03-31,32636,15939
Total Nacional,Andalucia,Jaen,Viajero,General,2014-02-28,26682,15940
Total Nacional,Andalucia,Jaen,Viajero,General,2014-01-31,21102,15941
Total Nacional,Andalucia,Jaen,Viajero,Espana,2014-12-31,28704,15942
Total Nacional,Andalucia,Jaen,Viajero,Espana,2014-11-30,29656,15943
Total Nacional,Andalucia,Jaen,Viajero,Espana,2014-10-31,40744,15944
Total Nacional,Andalucia,Jaen,Viajero,Espana,2014-09-30,34532,15945
Total Nacional,Andalucia,Jaen,Viajero,Espana,2014-08-31,36958,15946
Total Nacional,Andalucia,Jaen,Viajero,Espana,2014-07-31,30346,15947
Total Nacional,Andalucia,Jaen,Viajero,Espana,2014-06-30,34244,15948
Total Nacional,Andalucia,Jaen,Viajero,Espana,2014-05-31,39749,15949
Total Nacional,Andalucia,Jaen,Viajero,Espana,2014-04-30,36204,15950
Total Nacional,Andalucia,Jaen,Viajero,Espana,2014-03-31,27721,15951
Total Nacional,Andalucia,Jaen,Viajero,Espana,2014-02-28,24472,15952
Total Nacional,Andalucia,Jaen,Viajero,Espana,2014-01-31,18367,15953
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2014-12-31,3106,15954
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2014-11-30,3719,15955
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2014-10-31,6841,15956
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2014-09-30,7668,15957
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2014-08-31,7290,15958
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2014-07-31,4767,15959
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2014-06-30,6072,15960
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2014-05-31,10271,15961
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2014-04-30,7365,15962
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2014-03-31,4915,15963
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2014-02-28,2209,15964
Total Nacional,Andalucia,Jaen,Viajero,Extranjero,2014-01-31,2736,15965
Total Nacional,Andalucia,Malaga,Viajero,General,2014-12-31,228274,15966
Total Nacional,Andalucia,Malaga,Viajero,General,2014-11-30,237281,15967
Total Nacional,Andalucia,Malaga,Viajero,General,2014-10-31,449754,15968
Total Nacional,Andalucia,Malaga,Viajero,General,2014-09-30,530441,15969
Total Nacional,Andalucia,Malaga,Viajero,General,2014-08-31,618559,15970
Total Nacional,Andalucia,Malaga,Viajero,General,2014-07-31,533212,15971
Total Nacional,Andalucia,Malaga,Viajero,General,2014-06-30,505375,15972
Total Nacional,Andalucia,Malaga,Viajero,General,2014-05-31,487291,15973
Total Nacional,Andalucia,Malaga,Viajero,General,2014-04-30,458226,15974
Total Nacional,Andalucia,Malaga,Viajero,General,2014-03-31,282613,15975
Total Nacional,Andalucia,Malaga,Viajero,General,2014-02-28,246372,15976
Total Nacional,Andalucia,Malaga,Viajero,General,2014-01-31,181294,15977
Total Nacional,Andalucia,Malaga,Viajero,Espana,2014-12-31,122805,15978
Total Nacional,Andalucia,Malaga,Viajero,Espana,2014-11-30,111498,15979
Total Nacional,Andalucia,Malaga,Viajero,Espana,2014-10-31,158416,15980
Total Nacional,Andalucia,Malaga,Viajero,Espana,2014-09-30,197346,15981
Total Nacional,Andalucia,Malaga,Viajero,Espana,2014-08-31,327506,15982
Total Nacional,Andalucia,Malaga,Viajero,Espana,2014-07-31,272100,15983
Total Nacional,Andalucia,Malaga,Viajero,Espana,2014-06-30,220238,15984
Total Nacional,Andalucia,Malaga,Viajero,Espana,2014-05-31,177259,15985
Total Nacional,Andalucia,Malaga,Viajero,Espana,2014-04-30,173599,15986
Total Nacional,Andalucia,Malaga,Viajero,Espana,2014-03-31,113997,15987
Total Nacional,Andalucia,Malaga,Viajero,Espana,2014-02-28,127096,15988
Total Nacional,Andalucia,Malaga,Viajero,Espana,2014-01-31,80852,15989
Total Nacional,Andalucia,Malaga,Viajero,Extranjero,2014-12-31,105469,15990
Total Nacional,Andalucia,Malaga,Viajero,Extranjero,2014-11-30,125783,15991
Total Nacional,Andalucia,Malaga,Viajero,Extranjero,2014-10-31,291338,15992
Total Nacional,Andalucia,Malaga,Viajero,Extranjero,2014-09-30,333096,15993
Total Nacional,Andalucia,Malaga,Viajero,Extranjero,2014-08-31,291054,15994
Total Nacional,Andalucia,Malaga,Viajero,Extranjero,2014-07-31,261113,15995
Total Nacional,Andalucia,Malaga,Viajero,Extranjero,2014-06-30,285136,15996
Total Nacional,Andalucia,Malaga,Viajero,Extranjero,2014-05-31,310032,15997
Total Nacional,Andalucia,Malaga,Viajero,Extranjero,2014-04-30,284627,15998
Total Nacional,Andalucia,Malaga,Viajero,Extranjero,2014-03-31,168616,15999
Total Nacional,Andalucia,Malaga,Viajero,Extranjero,2014-02-28,119276,16000
Total Nacional,Andalucia,Malaga,Viajero,Extranjero,2014-01-31,100442,16001
Total Nacional,Andalucia,Sevilla,Viajero,General,2014-12-31,188126,16002
Total Nacional,Andalucia,Sevilla,Viajero,General,2014-11-30,182349,16003
Total Nacional,Andalucia,Sevilla,Viajero,General,2014-10-31,263252,16004
Total Nacional,Andalucia,Sevilla,Viajero,General,2014-09-30,263896,16005
Total Nacional,Andalucia,Sevilla,Viajero,General,2014-08-31,219912,16006
Total Nacional,Andalucia,Sevilla,Viajero,General,2014-07-31,188918,16007
Total Nacional,Andalucia,Sevilla,Viajero,General,2014-06-30,231845,16008
Total Nacional,Andalucia,Sevilla,Viajero,General,2014-05-31,295004,16009
Total Nacional,Andalucia,Sevilla,Viajero,General,2014-04-30,266259,16010
Total Nacional,Andalucia,Sevilla,Viajero,General,2014-03-31,200275,16011
Total Nacional,Andalucia,Sevilla,Viajero,General,2014-02-28,154126,16012
Total Nacional,Andalucia,Sevilla,Viajero,General,2014-01-31,135240,16013
Total Nacional,Andalucia,Sevilla,Viajero,Espana,2014-12-31,116609,16014
Total Nacional,Andalucia,Sevilla,Viajero,Espana,2014-11-30,106403,16015
Total Nacional,Andalucia,Sevilla,Viajero,Espana,2014-10-31,124536,16016
Total Nacional,Andalucia,Sevilla,Viajero,Espana,2014-09-30,111974,16017
Total Nacional,Andalucia,Sevilla,Viajero,Espana,2014-08-31,93658,16018
Total Nacional,Andalucia,Sevilla,Viajero,Espana,2014-07-31,92014,16019
Total Nacional,Andalucia,Sevilla,Viajero,Espana,2014-06-30,110412,16020
Total Nacional,Andalucia,Sevilla,Viajero,Espana,2014-05-31,135464,16021
Total Nacional,Andalucia,Sevilla,Viajero,Espana,2014-04-30,123596,16022
Total Nacional,Andalucia,Sevilla,Viajero,Espana,2014-03-31,108202,16023
Total Nacional,Andalucia,Sevilla,Viajero,Espana,2014-02-28,91147,16024
Total Nacional,Andalucia,Sevilla,Viajero,Espana,2014-01-31,77840,16025
Total Nacional,Andalucia,Sevilla,Viajero,Extranjero,2014-12-31,71516,16026
Total Nacional,Andalucia,Sevilla,Viajero,Extranjero,2014-11-30,75946,16027
Total Nacional,Andalucia,Sevilla,Viajero,Extranjero,2014-10-31,138716,16028
Total Nacional,Andalucia,Sevilla,Viajero,Extranjero,2014-09-30,151923,16029
Total Nacional,Andalucia,Sevilla,Viajero,Extranjero,2014-08-31,126254,16030
Total Nacional,Andalucia,Sevilla,Viajero,Extranjero,2014-07-31,96904,16031
Total Nacional,Andalucia,Sevilla,Viajero,Extranjero,2014-06-30,121433,16032
Total Nacional,Andalucia,Sevilla,Viajero,Extranjero,2014-05-31,159540,16033
Total Nacional,Andalucia,Sevilla,Viajero,Extranjero,2014-04-30,142663,16034
Total Nacional,Andalucia,Sevilla,Viajero,Extranjero,2014-03-31,92074,16035
Total Nacional,Andalucia,Sevilla,Viajero,Extranjero,2014-02-28,62979,16036
Total Nacional,Andalucia,Sevilla,Viajero,Extranjero,2014-01-31,57400,16037
Total Nacional,Aragon,Huesca,Viajero,General,2014-12-31,45649,16038
Total Nacional,Aragon,Huesca,Viajero,General,2014-11-30,23591,16039
Total Nacional,Aragon,Huesca,Viajero,General,2014-10-31,43285,16040
Total Nacional,Aragon,Huesca,Viajero,General,2014-09-30,64704,16041
Total Nacional,Aragon,Huesca,Viajero,General,2014-08-31,107961,16042
Total Nacional,Aragon,Huesca,Viajero,General,2014-07-31,80680,16043
Total Nacional,Aragon,Huesca,Viajero,General,2014-06-30,58533,16044
Total Nacional,Aragon,Huesca,Viajero,General,2014-05-31,43723,16045
Total Nacional,Aragon,Huesca,Viajero,General,2014-04-30,50379,16046
Total Nacional,Aragon,Huesca,Viajero,General,2014-03-31,59162,16047
Total Nacional,Aragon,Huesca,Viajero,General,2014-02-28,56286,16048
Total Nacional,Aragon,Huesca,Viajero,General,2014-01-31,52765,16049
Total Nacional,Aragon,Huesca,Viajero,Espana,2014-12-31,42039,16050
Total Nacional,Aragon,Huesca,Viajero,Espana,2014-11-30,21145,16051
Total Nacional,Aragon,Huesca,Viajero,Espana,2014-10-31,34478,16052
Total Nacional,Aragon,Huesca,Viajero,Espana,2014-09-30,47065,16053
Total Nacional,Aragon,Huesca,Viajero,Espana,2014-08-31,85269,16054
