Totales_Territoriales,Comunidades_Ciudades_Autonomas,Provincia,Viajeros_Pernoctaciones,Residencia,Periodo,Total
Total Nacional,Andalucia,Granada,Pernoctaciones,General,2022-05-01,449580
Total Nacional,Andalucia,Granada,Pernoctaciones,General,2022-04-01,511603
Total Nacional,Andalucia,Granada,Pernoctaciones,General,2022-03-01,362956
Total Nacional,Andalucia,Granada,Pernoctaciones,General,2022-02-01,349549
Total Nacional,Andalucia,Granada,Pernoctaciones,General,2022-01-01,277395
Total Nacional,Andalucia,Granada,Pernoctaciones,Espana,2022-12-01,246462
Total Nacional,Andalucia,Granada,Pernoctaciones,Espana,2022-11-01,203413
Total Nacional,Andalucia,Granada,Pernoctaciones,Espana,2022-10-01,272581
Total Nacional,Andalucia,Granada,Pernoctaciones,Espana,2022-09-01,291100
Total Nacional,Andalucia,Granada,Pernoctaciones,Espana,2022-08-01,405681
Total Nacional,Andalucia,Granada,Pernoctaciones,Espana,2022-07-01,320575
Total Nacional,Andalucia,Granada,Pernoctaciones,Espana,2022-06-01,273633
Total Nacional,Andalucia,Granada,Pernoctaciones,Espana,2022-05-01,245474
Total Nacional,Andalucia,Granada,Pernoctaciones,Espana,2022-04-01,311836
Total Nacional,Andalucia,Granada,Pernoctaciones,Espana,2022-03-01,232877
Total Nacional,Andalucia,Granada,Pernoctaciones,Espana,2022-02-01,255860
Total Nacional,Andalucia,Granada,Pernoctaciones,Espana,2022-01-01,195488
Total Nacional,Andalucia,Granada,Pernoctaciones,Extranjero,2022-12-01,116099
Total Nacional,Andalucia,Granada,Pernoctaciones,Extranjero,2022-11-01,118672
Total Nacional,Andalucia,Granada,Pernoctaciones,Extranjero,2022-10-01,227064
Total Nacional,Andalucia,Granada,Pernoctaciones,Extranjero,2022-09-01,226571
Total Nacional,Andalucia,Granada,Pernoctaciones,Extranjero,2022-08-01,198646
Total Nacional,Andalucia,Granada,Pernoctaciones,Extranjero,2022-07-01,176987
Total Nacional,Andalucia,Granada,Pernoctaciones,Extranjero,2022-06-01,185199
Total Nacional,Andalucia,Granada,Pernoctaciones,Extranjero,2022-05-01,204107
Total Nacional,Andalucia,Granada,Pernoctaciones,Extranjero,2022-04-01,199768
Total Nacional,Andalucia,Granada,Pernoctaciones,Extranjero,2022-03-01,130079
Total Nacional,Andalucia,Granada,Pernoctaciones,Extranjero,2022-02-01,93690
Total Nacional,Andalucia,Granada,Pernoctaciones,Extranjero,2022-01-01,81907
Total Nacional,Andalucia,Huelva,Pernoctaciones,General,2022-12-01,56488
Total Nacional,Andalucia,Huelva,Pernoctaciones,General,2022-11-01,96863
Total Nacional,Andalucia,Huelva,Pernoctaciones,General,2022-10-01,250449
Total Nacional,Andalucia,Huelva,Pernoctaciones,General,2022-09-01,519622
Total Nacional,Andalucia,Huelva,Pernoctaciones,General,2022-08-01,749490
Total Nacional,Andalucia,Huelva,Pernoctaciones,General,2022-07-01,659917
Total Nacional,Andalucia,Huelva,Pernoctaciones,General,2022-06-01,492899
Total Nacional,Andalucia,Huelva,Pernoctaciones,General,2022-05-01,400400
Total Nacional,Andalucia,Huelva,Pernoctaciones,General,2022-04-01,280276
Total Nacional,Andalucia,Huelva,Pernoctaciones,General,2022-03-01,108624
Total Nacional,Andalucia,Huelva,Pernoctaciones,General,2022-02-01,70626
Total Nacional,Andalucia,Huelva,Pernoctaciones,General,2022-01-01,37856
Total Nacional,Andalucia,Huelva,Pernoctaciones,Espana,2022-12-01,43035
Total Nacional,Andalucia,Huelva,Pernoctaciones,Espana,2022-11-01,64652
Total Nacional,Andalucia,Huelva,Pernoctaciones,Espana,2022-10-01,154928
Total Nacional,Andalucia,Huelva,Pernoctaciones,Espana,2022-09-01,334144
Total Nacional,Andalucia,Huelva,Pernoctaciones,Espana,2022-08-01,562815
Total Nacional,Andalucia,Huelva,Pernoctaciones,Espana,2022-07-01,520089
Total Nacional,Andalucia,Huelva,Pernoctaciones,Espana,2022-06-01,326430
Total Nacional,Andalucia,Huelva,Pernoctaciones,Espana,2022-05-01,276392
Total Nacional,Andalucia,Huelva,Pernoctaciones,Espana,2022-04-01,211790
Total Nacional,Andalucia,Huelva,Pernoctaciones,Espana,2022-03-01,79921
Total Nacional,Andalucia,Huelva,Pernoctaciones,Espana,2022-02-01,59541
Total Nacional,Andalucia,Huelva,Pernoctaciones,Espana,2022-01-01,32910
Total Nacional,Andalucia,Huelva,Pernoctaciones,Extranjero,2022-12-01,13453
Total Nacional,Andalucia,Huelva,Pernoctaciones,Extranjero,2022-11-01,32211
Total Nacional,Andalucia,Huelva,Pernoctaciones,Extranjero,2022-10-01,95521
Total Nacional,Andalucia,Huelva,Pernoctaciones,Extranjero,2022-09-01,185478
Total Nacional,Andalucia,Huelva,Pernoctaciones,Extranjero,2022-08-01,186674
Total Nacional,Andalucia,Huelva,Pernoctaciones,Extranjero,2022-07-01,139828
Total Nacional,Andalucia,Huelva,Pernoctaciones,Extranjero,2022-06-01,166470
Total Nacional,Andalucia,Huelva,Pernoctaciones,Extranjero,2022-05-01,124009
Total Nacional,Andalucia,Huelva,Pernoctaciones,Extranjero,2022-04-01,68486
Total Nacional,Andalucia,Huelva,Pernoctaciones,Extranjero,2022-03-01,28703
Total Nacional,Andalucia,Huelva,Pernoctaciones,Extranjero,2022-02-01,11085
Total Nacional,Andalucia,Huelva,Pernoctaciones,Extranjero,2022-01-01,4946
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2022-12-01,66303
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2022-11-01,74915
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2022-10-01,99247
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2022-09-01,95077
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2022-08-01,109121
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2022-07-01,86523
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2022-06-01,83815
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2022-05-01,95112
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2022-04-01,105827
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2022-03-01,69813
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2022-02-01,63427
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2022-01-01,38899
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2022-12-01,59888
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2022-11-01,66841
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2022-10-01,87596
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2022-09-01,82665
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2022-08-01,99091
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2022-07-01,78213
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2022-06-01,72863
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2022-05-01,82759
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2022-04-01,97143
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2022-03-01,62847
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2022-02-01,58378
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2022-01-01,35609
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2022-12-01,6415
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2022-11-01,8074
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2022-10-01,11650
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2022-09-01,12411
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2022-08-01,10030
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2022-07-01,8310
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2022-06-01,10952
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2022-05-01,12353
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2022-04-01,8684
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2022-03-01,6966
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2022-02-01,5050
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2022-01-01,3289
Total Nacional,Andalucia,Malaga,Pernoctaciones,General,2022-12-01,780093
Total Nacional,Andalucia,Malaga,Pernoctaciones,General,2022-11-01,951880
Total Nacional,Andalucia,Malaga,Pernoctaciones,General,2022-10-01,1914915
Total Nacional,Andalucia,Malaga,Pernoctaciones,General,2022-09-01,2155199
Total Nacional,Andalucia,Malaga,Pernoctaciones,General,2022-08-01,2672820
Total Nacional,Andalucia,Malaga,Pernoctaciones,General,2022-07-01,2529662
Total Nacional,Andalucia,Malaga,Pernoctaciones,General,2022-06-01,2161308
Total Nacional,Andalucia,Malaga,Pernoctaciones,General,2022-05-01,2025618
Total Nacional,Andalucia,Malaga,Pernoctaciones,General,2022-04-01,1815329
Total Nacional,Andalucia,Malaga,Pernoctaciones,General,2022-03-01,1153222
Total Nacional,Andalucia,Malaga,Pernoctaciones,General,2022-02-01,783064
Total Nacional,Andalucia,Malaga,Pernoctaciones,General,2022-01-01,487481
Total Nacional,Andalucia,Malaga,Pernoctaciones,Espana,2022-12-01,325403
Total Nacional,Andalucia,Malaga,Pernoctaciones,Espana,2022-11-01,312872
Total Nacional,Andalucia,Malaga,Pernoctaciones,Espana,2022-10-01,409627
Total Nacional,Andalucia,Malaga,Pernoctaciones,Espana,2022-09-01,572890
Total Nacional,Andalucia,Malaga,Pernoctaciones,Espana,2022-08-01,1054152
Total Nacional,Andalucia,Malaga,Pernoctaciones,Espana,2022-07-01,954203
Total Nacional,Andalucia,Malaga,Pernoctaciones,Espana,2022-06-01,623015
Total Nacional,Andalucia,Malaga,Pernoctaciones,Espana,2022-05-01,511654
Total Nacional,Andalucia,Malaga,Pernoctaciones,Espana,2022-04-01,565287
Total Nacional,Andalucia,Malaga,Pernoctaciones,Espana,2022-03-01,403973
Total Nacional,Andalucia,Malaga,Pernoctaciones,Espana,2022-02-01,341683
Total Nacional,Andalucia,Malaga,Pernoctaciones,Espana,2022-01-01,173183
Total Nacional,Andalucia,Malaga,Pernoctaciones,Extranjero,2022-12-01,454689
Total Nacional,Andalucia,Malaga,Pernoctaciones,Extranjero,2022-11-01,639008
Total Nacional,Andalucia,Malaga,Pernoctaciones,Extranjero,2022-10-01,1505288
Total Nacional,Andalucia,Malaga,Pernoctaciones,Extranjero,2022-09-01,1582309
Total Nacional,Andalucia,Malaga,Pernoctaciones,Extranjero,2022-08-01,1618668
Total Nacional,Andalucia,Malaga,Pernoctaciones,Extranjero,2022-07-01,1575458
Total Nacional,Andalucia,Malaga,Pernoctaciones,Extranjero,2022-06-01,1538293
Total Nacional,Andalucia,Malaga,Pernoctaciones,Extranjero,2022-05-01,1513964
Total Nacional,Andalucia,Malaga,Pernoctaciones,Extranjero,2022-04-01,1250042
Total Nacional,Andalucia,Malaga,Pernoctaciones,Extranjero,2022-03-01,749249
Total Nacional,Andalucia,Malaga,Pernoctaciones,Extranjero,2022-02-01,441381
Total Nacional,Andalucia,Malaga,Pernoctaciones,Extranjero,2022-01-01,314297
Total Nacional,Andalucia,Sevilla,Pernoctaciones,General,2022-12-01,484304
Total Nacional,Andalucia,Sevilla,Pernoctaciones,General,2022-11-01,560705
Total Nacional,Andalucia,Sevilla,Pernoctaciones,General,2022-10-01,663795
Total Nacional,Andalucia,Sevilla,Pernoctaciones,General,2022-09-01,635577
Total Nacional,Andalucia,Sevilla,Pernoctaciones,General,2022-08-01,617433
Total Nacional,Andalucia,Sevilla,Pernoctaciones,General,2022-07-01,502287
Total Nacional,Andalucia,Sevilla,Pernoctaciones,General,2022-06-01,611078
Total Nacional,Andalucia,Sevilla,Pernoctaciones,General,2022-05-01,657845
Total Nacional,Andalucia,Sevilla,Pernoctaciones,General,2022-04-01,629722
Total Nacional,Andalucia,Sevilla,Pernoctaciones,General,2022-03-01,530313
Total Nacional,Andalucia,Sevilla,Pernoctaciones,General,2022-02-01,422782
Total Nacional,Andalucia,Sevilla,Pernoctaciones,General,2022-01-01,320109
Total Nacional,Andalucia,Sevilla,Pernoctaciones,Espana,2022-12-01,261724
Total Nacional,Andalucia,Sevilla,Pernoctaciones,Espana,2022-11-01,293812
Total Nacional,Andalucia,Sevilla,Pernoctaciones,Espana,2022-10-01,295621
Total Nacional,Andalucia,Sevilla,Pernoctaciones,Espana,2022-09-01,278099
Total Nacional,Andalucia,Sevilla,Pernoctaciones,Espana,2022-08-01,253516
Total Nacional,Andalucia,Sevilla,Pernoctaciones,Espana,2022-07-01,225997
Total Nacional,Andalucia,Sevilla,Pernoctaciones,Espana,2022-06-01,296052
Total Nacional,Andalucia,Sevilla,Pernoctaciones,Espana,2022-05-01,291585
Total Nacional,Andalucia,Sevilla,Pernoctaciones,Espana,2022-04-01,316411
Total Nacional,Andalucia,Sevilla,Pernoctaciones,Espana,2022-03-01,269131
Total Nacional,Andalucia,Sevilla,Pernoctaciones,Espana,2022-02-01,242311
Total Nacional,Andalucia,Sevilla,Pernoctaciones,Espana,2022-01-01,189848
Total Nacional,Andalucia,Sevilla,Pernoctaciones,Extranjero,2022-12-01,222580
Total Nacional,Andalucia,Sevilla,Pernoctaciones,Extranjero,2022-11-01,266893
Total Nacional,Andalucia,Sevilla,Pernoctaciones,Extranjero,2022-10-01,368174
Total Nacional,Andalucia,Sevilla,Pernoctaciones,Extranjero,2022-09-01,357478
Total Nacional,Andalucia,Sevilla,Pernoctaciones,Extranjero,2022-08-01,363917
Total Nacional,Andalucia,Sevilla,Pernoctaciones,Extranjero,2022-07-01,276290
Total Nacional,Andalucia,Sevilla,Pernoctaciones,Extranjero,2022-06-01,315026
Total Nacional,Andalucia,Sevilla,Pernoctaciones,Extranjero,2022-05-01,366260
Total Nacional,Andalucia,Sevilla,Pernoctaciones,Extranjero,2022-04-01,313310
Total Nacional,Andalucia,Sevilla,Pernoctaciones,Extranjero,2022-03-01,261182
Total Nacional,Andalucia,Sevilla,Pernoctaciones,Extranjero,2022-02-01,180470
Total Nacional,Andalucia,Sevilla,Pernoctaciones,Extranjero,2022-01-01,130261
Total Nacional,Aragon,Huesca,Pernoctaciones,General,2022-12-01,137085
Total Nacional,Aragon,Huesca,Pernoctaciones,General,2022-11-01,58555
Total Nacional,Aragon,Huesca,Pernoctaciones,General,2022-10-01,130243
Total Nacional,Aragon,Huesca,Pernoctaciones,General,2022-09-01,175694
Total Nacional,Aragon,Huesca,Pernoctaciones,General,2022-08-01,335861
Total Nacional,Aragon,Huesca,Pernoctaciones,General,2022-07-01,260003
Total Nacional,Aragon,Huesca,Pernoctaciones,General,2022-06-01,154541
Total Nacional,Aragon,Huesca,Pernoctaciones,General,2022-05-01,107930
Total Nacional,Aragon,Huesca,Pernoctaciones,General,2022-04-01,151518
Total Nacional,Aragon,Huesca,Pernoctaciones,General,2022-03-01,164933
Total Nacional,Aragon,Huesca,Pernoctaciones,General,2022-02-01,201910
Total Nacional,Aragon,Huesca,Pernoctaciones,General,2022-01-01,189159
Total Nacional,Aragon,Huesca,Pernoctaciones,Espana,2022-12-01,124875
Total Nacional,Aragon,Huesca,Pernoctaciones,Espana,2022-11-01,49464
Total Nacional,Aragon,Huesca,Pernoctaciones,Espana,2022-10-01,106538
Total Nacional,Aragon,Huesca,Pernoctaciones,Espana,2022-09-01,130880
Total Nacional,Aragon,Huesca,Pernoctaciones,Espana,2022-08-01,283161
Total Nacional,Aragon,Huesca,Pernoctaciones,Espana,2022-07-01,208238
Total Nacional,Aragon,Huesca,Pernoctaciones,Espana,2022-06-01,118069
Total Nacional,Aragon,Huesca,Pernoctaciones,Espana,2022-05-01,77848
Total Nacional,Aragon,Huesca,Pernoctaciones,Espana,2022-04-01,131525
Total Nacional,Aragon,Huesca,Pernoctaciones,Espana,2022-03-01,147058
Total Nacional,Aragon,Huesca,Pernoctaciones,Espana,2022-02-01,175375
Total Nacional,Aragon,Huesca,Pernoctaciones,Espana,2022-01-01,178048
Total Nacional,Aragon,Huesca,Pernoctaciones,Extranjero,2022-12-01,12211
Total Nacional,Aragon,Huesca,Pernoctaciones,Extranjero,2022-11-01,9090
Total Nacional,Aragon,Huesca,Pernoctaciones,Extranjero,2022-10-01,23705
Total Nacional,Aragon,Huesca,Pernoctaciones,Extranjero,2022-09-01,44814
Total Nacional,Aragon,Huesca,Pernoctaciones,Extranjero,2022-08-01,52700
Total Nacional,Aragon,Huesca,Pernoctaciones,Extranjero,2022-07-01,51765
Total Nacional,Aragon,Huesca,Pernoctaciones,Extranjero,2022-06-01,36472
Total Nacional,Aragon,Huesca,Pernoctaciones,Extranjero,2022-05-01,30082
Total Nacional,Aragon,Huesca,Pernoctaciones,Extranjero,2022-04-01,19993
Total Nacional,Aragon,Huesca,Pernoctaciones,Extranjero,2022-03-01,17874
Total Nacional,Aragon,Huesca,Pernoctaciones,Extranjero,2022-02-01,26535
Total Nacional,Aragon,Huesca,Pernoctaciones,Extranjero,2022-01-01,11111
Total Nacional,Aragon,Teruel,Pernoctaciones,General,2022-12-01,54898
Total Nacional,Aragon,Teruel,Pernoctaciones,General,2022-11-01,54748
Total Nacional,Aragon,Teruel,Pernoctaciones,General,2022-10-01,86374
Total Nacional,Aragon,Teruel,Pernoctaciones,General,2022-09-01,81674
Total Nacional,Aragon,Teruel,Pernoctaciones,General,2022-08-01,110790
Total Nacional,Aragon,Teruel,Pernoctaciones,General,2022-07-01,76648
Total Nacional,Aragon,Teruel,Pernoctaciones,General,2022-06-01,68145
Total Nacional,Aragon,Teruel,Pernoctaciones,General,2022-05-01,68306
Total Nacional,Aragon,Teruel,Pernoctaciones,General,2022-04-01,87756
Total Nacional,Aragon,Teruel,Pernoctaciones,General,2022-03-01,50527
Total Nacional,Aragon,Teruel,Pernoctaciones,General,2022-02-01,46960
Total Nacional,Aragon,Teruel,Pernoctaciones,General,2022-01-01,39807
Total Nacional,Aragon,Teruel,Pernoctaciones,Espana,2022-12-01,50750
Total Nacional,Aragon,Teruel,Pernoctaciones,Espana,2022-11-01,47143
Total Nacional,Aragon,Teruel,Pernoctaciones,Espana,2022-10-01,75960
Total Nacional,Aragon,Teruel,Pernoctaciones,Espana,2022-09-01,68590
Total Nacional,Aragon,Teruel,Pernoctaciones,Espana,2022-08-01,100542
Total Nacional,Aragon,Teruel,Pernoctaciones,Espana,2022-07-01,67611
Total Nacional,Aragon,Teruel,Pernoctaciones,Espana,2022-06-01,59551
Total Nacional,Aragon,Teruel,Pernoctaciones,Espana,2022-05-01,58846
Total Nacional,Aragon,Teruel,Pernoctaciones,Espana,2022-04-01,77981
Total Nacional,Aragon,Teruel,Pernoctaciones,Espana,2022-03-01,44340
Total Nacional,Aragon,Teruel,Pernoctaciones,Espana,2022-02-01,43498
Total Nacional,Aragon,Teruel,Pernoctaciones,Espana,2022-01-01,35177
Total Nacional,Aragon,Teruel,Pernoctaciones,Extranjero,2022-12-01,4148
Total Nacional,Aragon,Teruel,Pernoctaciones,Extranjero,2022-11-01,7604
Total Nacional,Aragon,Teruel,Pernoctaciones,Extranjero,2022-10-01,10414
Total Nacional,Aragon,Teruel,Pernoctaciones,Extranjero,2022-09-01,13084
Total Nacional,Aragon,Teruel,Pernoctaciones,Extranjero,2022-08-01,10248
Total Nacional,Aragon,Teruel,Pernoctaciones,Extranjero,2022-07-01,9037
Total Nacional,Aragon,Teruel,Pernoctaciones,Extranjero,2022-06-01,8594
Total Nacional,Aragon,Teruel,Pernoctaciones,Extranjero,2022-05-01,9461
Total Nacional,Aragon,Teruel,Pernoctaciones,Extranjero,2022-04-01,9775
Total Nacional,Aragon,Teruel,Pernoctaciones,Extranjero,2022-03-01,6186
Total Nacional,Aragon,Teruel,Pernoctaciones,Extranjero,2022-02-01,3462
Total Nacional,Aragon,Teruel,Pernoctaciones,Extranjero,2022-01-01,4630
Total Nacional,Aragon,Zaragoza,Pernoctaciones,General,2022-12-01,184132
Total Nacional,Aragon,Zaragoza,Pernoctaciones,General,2022-11-01,203056
Total Nacional,Aragon,Zaragoza,Pernoctaciones,General,2022-10-01,270874
Total Nacional,Aragon,Zaragoza,Pernoctaciones,General,2022-09-01,252827
Total Nacional,Aragon,Zaragoza,Pernoctaciones,General,2022-08-01,274635
Total Nacional,Aragon,Zaragoza,Pernoctaciones,General,2022-07-01,238461
Total Nacional,Aragon,Zaragoza,Pernoctaciones,General,2022-06-01,227373
Total Nacional,Aragon,Zaragoza,Pernoctaciones,General,2022-05-01,226696
Total Nacional,Aragon,Zaragoza,Pernoctaciones,General,2022-04-01,248020
Total Nacional,Aragon,Zaragoza,Pernoctaciones,General,2022-03-01,188351
Total Nacional,Aragon,Zaragoza,Pernoctaciones,General,2022-02-01,137219
Total Nacional,Aragon,Zaragoza,Pernoctaciones,General,2022-01-01,103064
Total Nacional,Aragon,Zaragoza,Pernoctaciones,Espana,2022-12-01,144951
Total Nacional,Aragon,Zaragoza,Pernoctaciones,Espana,2022-11-01,157886
Total Nacional,Aragon,Zaragoza,Pernoctaciones,Espana,2022-10-01,205763
Total Nacional,Aragon,Zaragoza,Pernoctaciones,Espana,2022-09-01,179221
Total Nacional,Aragon,Zaragoza,Pernoctaciones,Espana,2022-08-01,185738
Total Nacional,Aragon,Zaragoza,Pernoctaciones,Espana,2022-07-01,166975
Total Nacional,Aragon,Zaragoza,Pernoctaciones,Espana,2022-06-01,168386
Total Nacional,Aragon,Zaragoza,Pernoctaciones,Espana,2022-05-01,166443
Total Nacional,Aragon,Zaragoza,Pernoctaciones,Espana,2022-04-01,189269
Total Nacional,Aragon,Zaragoza,Pernoctaciones,Espana,2022-03-01,143935
Total Nacional,Aragon,Zaragoza,Pernoctaciones,Espana,2022-02-01,107399
Total Nacional,Aragon,Zaragoza,Pernoctaciones,Espana,2022-01-01,81558
Total Nacional,Aragon,Zaragoza,Pernoctaciones,Extranjero,2022-12-01,39180
Total Nacional,Aragon,Zaragoza,Pernoctaciones,Extranjero,2022-11-01,45171
Total Nacional,Aragon,Zaragoza,Pernoctaciones,Extranjero,2022-10-01,65112
Total Nacional,Aragon,Zaragoza,Pernoctaciones,Extranjero,2022-09-01,73606
Total Nacional,Aragon,Zaragoza,Pernoctaciones,Extranjero,2022-08-01,88897
Total Nacional,Aragon,Zaragoza,Pernoctaciones,Extranjero,2022-07-01,71486
Total Nacional,Aragon,Zaragoza,Pernoctaciones,Extranjero,2022-06-01,58987
