Totales_Territoriales,Comunidades_Ciudades_Autonomas,Provincia,Viajeros_Pernoctaciones,Residencia,Periodo,Total
Total Nacional,Andalucia,Granada,Pernoctaciones,General,2016-06-01,488469
Total Nacional,Andalucia,Granada,Pernoctaciones,General,2016-05-01,501178
Total Nacional,Andalucia,Granada,Pernoctaciones,General,2016-04-01,481415
Total Nacional,Andalucia,Granada,Pernoctaciones,General,2016-03-01,534631
Total Nacional,Andalucia,Granada,Pernoctaciones,General,2016-02-01,395174
Total Nacional,Andalucia,Granada,Pernoctaciones,General,2016-01-01,333719
Total Nacional,Andalucia,Granada,Pernoctaciones,Espana,2016-12-01,289454
Total Nacional,Andalucia,Granada,Pernoctaciones,Espana,2016-11-01,221384
Total Nacional,Andalucia,Granada,Pernoctaciones,Espana,2016-10-01,262906
Total Nacional,Andalucia,Granada,Pernoctaciones,Espana,2016-09-01,258163
Total Nacional,Andalucia,Granada,Pernoctaciones,Espana,2016-08-01,368238
Total Nacional,Andalucia,Granada,Pernoctaciones,Espana,2016-07-01,306724
Total Nacional,Andalucia,Granada,Pernoctaciones,Espana,2016-06-01,249176
Total Nacional,Andalucia,Granada,Pernoctaciones,Espana,2016-05-01,231543
Total Nacional,Andalucia,Granada,Pernoctaciones,Espana,2016-04-01,221670
Total Nacional,Andalucia,Granada,Pernoctaciones,Espana,2016-03-01,341824
Total Nacional,Andalucia,Granada,Pernoctaciones,Espana,2016-02-01,258312
Total Nacional,Andalucia,Granada,Pernoctaciones,Espana,2016-01-01,209290
Total Nacional,Andalucia,Granada,Pernoctaciones,Extranjero,2016-12-01,140640
Total Nacional,Andalucia,Granada,Pernoctaciones,Extranjero,2016-11-01,136488
Total Nacional,Andalucia,Granada,Pernoctaciones,Extranjero,2016-10-01,275502
Total Nacional,Andalucia,Granada,Pernoctaciones,Extranjero,2016-09-01,294782
Total Nacional,Andalucia,Granada,Pernoctaciones,Extranjero,2016-08-01,256876
Total Nacional,Andalucia,Granada,Pernoctaciones,Extranjero,2016-07-01,247524
Total Nacional,Andalucia,Granada,Pernoctaciones,Extranjero,2016-06-01,239292
Total Nacional,Andalucia,Granada,Pernoctaciones,Extranjero,2016-05-01,269635
Total Nacional,Andalucia,Granada,Pernoctaciones,Extranjero,2016-04-01,259745
Total Nacional,Andalucia,Granada,Pernoctaciones,Extranjero,2016-03-01,192807
Total Nacional,Andalucia,Granada,Pernoctaciones,Extranjero,2016-02-01,136862
Total Nacional,Andalucia,Granada,Pernoctaciones,Extranjero,2016-01-01,124430
Total Nacional,Andalucia,Huelva,Pernoctaciones,General,2016-12-01,47923
Total Nacional,Andalucia,Huelva,Pernoctaciones,General,2016-11-01,94698
Total Nacional,Andalucia,Huelva,Pernoctaciones,General,2016-10-01,311080
Total Nacional,Andalucia,Huelva,Pernoctaciones,General,2016-09-01,528589
Total Nacional,Andalucia,Huelva,Pernoctaciones,General,2016-08-01,682868
Total Nacional,Andalucia,Huelva,Pernoctaciones,General,2016-07-01,684484
Total Nacional,Andalucia,Huelva,Pernoctaciones,General,2016-06-01,447607
Total Nacional,Andalucia,Huelva,Pernoctaciones,General,2016-05-01,329285
Total Nacional,Andalucia,Huelva,Pernoctaciones,General,2016-04-01,263618
Total Nacional,Andalucia,Huelva,Pernoctaciones,General,2016-03-01,263090
Total Nacional,Andalucia,Huelva,Pernoctaciones,General,2016-02-01,152624
Total Nacional,Andalucia,Huelva,Pernoctaciones,General,2016-01-01,83523
Total Nacional,Andalucia,Huelva,Pernoctaciones,Espana,2016-12-01,40323
Total Nacional,Andalucia,Huelva,Pernoctaciones,Espana,2016-11-01,77429
Total Nacional,Andalucia,Huelva,Pernoctaciones,Espana,2016-10-01,176063
Total Nacional,Andalucia,Huelva,Pernoctaciones,Espana,2016-09-01,340954
Total Nacional,Andalucia,Huelva,Pernoctaciones,Espana,2016-08-01,492037
Total Nacional,Andalucia,Huelva,Pernoctaciones,Espana,2016-07-01,504528
Total Nacional,Andalucia,Huelva,Pernoctaciones,Espana,2016-06-01,255440
Total Nacional,Andalucia,Huelva,Pernoctaciones,Espana,2016-05-01,214960
Total Nacional,Andalucia,Huelva,Pernoctaciones,Espana,2016-04-01,171418
Total Nacional,Andalucia,Huelva,Pernoctaciones,Espana,2016-03-01,154337
Total Nacional,Andalucia,Huelva,Pernoctaciones,Espana,2016-02-01,124164
Total Nacional,Andalucia,Huelva,Pernoctaciones,Espana,2016-01-01,55770
Total Nacional,Andalucia,Huelva,Pernoctaciones,Extranjero,2016-12-01,7600
Total Nacional,Andalucia,Huelva,Pernoctaciones,Extranjero,2016-11-01,17268
Total Nacional,Andalucia,Huelva,Pernoctaciones,Extranjero,2016-10-01,135017
Total Nacional,Andalucia,Huelva,Pernoctaciones,Extranjero,2016-09-01,187635
Total Nacional,Andalucia,Huelva,Pernoctaciones,Extranjero,2016-08-01,190831
Total Nacional,Andalucia,Huelva,Pernoctaciones,Extranjero,2016-07-01,179956
Total Nacional,Andalucia,Huelva,Pernoctaciones,Extranjero,2016-06-01,192166
Total Nacional,Andalucia,Huelva,Pernoctaciones,Extranjero,2016-05-01,114325
Total Nacional,Andalucia,Huelva,Pernoctaciones,Extranjero,2016-04-01,92200
Total Nacional,Andalucia,Huelva,Pernoctaciones,Extranjero,2016-03-01,108753
Total Nacional,Andalucia,Huelva,Pernoctaciones,Extranjero,2016-02-01,28460
Total Nacional,Andalucia,Huelva,Pernoctaciones,Extranjero,2016-01-01,27753
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2016-12-01,63217
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2016-11-01,64798
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2016-10-01,92449
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2016-09-01,81406
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2016-08-01,104001
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2016-07-01,76709
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2016-06-01,74954
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2016-05-01,87423
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2016-04-01,79293
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2016-03-01,82103
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2016-02-01,57321
Total Nacional,Andalucia,Jaen,Pernoctaciones,General,2016-01-01,43741
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2016-12-01,57529
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2016-11-01,57507
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2016-10-01,79017
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2016-09-01,64783
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2016-08-01,92434
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2016-07-01,66038
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2016-06-01,64488
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2016-05-01,71348
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2016-04-01,67118
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2016-03-01,74231
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2016-02-01,51266
Total Nacional,Andalucia,Jaen,Pernoctaciones,Espana,2016-01-01,40037
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2016-12-01,5688
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2016-11-01,7291
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2016-10-01,13432
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2016-09-01,16623
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2016-08-01,11568
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2016-07-01,10671
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2016-06-01,10466
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2016-05-01,16074
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2016-04-01,12175
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2016-03-01,7872
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2016-02-01,6055
Total Nacional,Andalucia,Jaen,Pernoctaciones,Extranjero,2016-01-01,3703
Total Nacional,Andalucia,Malaga,Pernoctaciones,General,2016-12-01,766817
Total Nacional,Andalucia,Malaga,Pernoctaciones,General,2016-11-01,989824
Total Nacional,Andalucia,Malaga,Pernoctaciones,General,2016-10-01,2021754
Total Nacional,Andalucia,Malaga,Pernoctaciones,General,2016-09-01,2224283
Total Nacional,Andalucia,Malaga,Pernoctaciones,General,2016-08-01,2705090
Total Nacional,Andalucia,Malaga,Pernoctaciones,General,2016-07-01,2500303
Total Nacional,Andalucia,Malaga,Pernoctaciones,General,2016-06-01,2119188
Total Nacional,Andalucia,Malaga,Pernoctaciones,General,2016-05-01,1956480
Total Nacional,Andalucia,Malaga,Pernoctaciones,General,2016-04-01,1648636
Total Nacional,Andalucia,Malaga,Pernoctaciones,General,2016-03-01,1361205
Total Nacional,Andalucia,Malaga,Pernoctaciones,General,2016-02-01,963227
Total Nacional,Andalucia,Malaga,Pernoctaciones,General,2016-01-01,770149
Total Nacional,Andalucia,Malaga,Pernoctaciones,Espana,2016-12-01,304571
Total Nacional,Andalucia,Malaga,Pernoctaciones,Espana,2016-11-01,287113
Total Nacional,Andalucia,Malaga,Pernoctaciones,Espana,2016-10-01,427310
Total Nacional,Andalucia,Malaga,Pernoctaciones,Espana,2016-09-01,481887
Total Nacional,Andalucia,Malaga,Pernoctaciones,Espana,2016-08-01,956516
Total Nacional,Andalucia,Malaga,Pernoctaciones,Espana,2016-07-01,763522
Total Nacional,Andalucia,Malaga,Pernoctaciones,Espana,2016-06-01,497136
Total Nacional,Andalucia,Malaga,Pernoctaciones,Espana,2016-05-01,398288
Total Nacional,Andalucia,Malaga,Pernoctaciones,Espana,2016-04-01,402988
Total Nacional,Andalucia,Malaga,Pernoctaciones,Espana,2016-03-01,463382
Total Nacional,Andalucia,Malaga,Pernoctaciones,Espana,2016-02-01,350860
Total Nacional,Andalucia,Malaga,Pernoctaciones,Espana,2016-01-01,256851
Total Nacional,Andalucia,Malaga,Pernoctaciones,Extranjero,2016-12-01,462246
Total Nacional,Andalucia,Malaga,Pernoctaciones,Extranjero,2016-11-01,702711
Total Nacional,Andalucia,Malaga,Pernoctaciones,Extranjero,2016-10-01,1594444
Total Nacional,Andalucia,Malaga,Pernoctaciones,Extranjero,2016-09-01,1742396
Total Nacional,Andalucia,Malaga,Pernoctaciones,Extranjero,2016-08-01,1748574
Total Nacional,Andalucia,Malaga,Pernoctaciones,Extranjero,2016-07-01,1736782
Total Nacional,Andalucia,Malaga,Pernoctaciones,Extranjero,2016-06-01,1622052
Total Nacional,Andalucia,Malaga,Pernoctaciones,Extranjero,2016-05-01,1558193
Total Nacional,Andalucia,Malaga,Pernoctaciones,Extranjero,2016-04-01,1245647
Total Nacional,Andalucia,Malaga,Pernoctaciones,Extranjero,2016-03-01,897823
Total Nacional,Andalucia,Malaga,Pernoctaciones,Extranjero,2016-02-01,612367
Total Nacional,Andalucia,Malaga,Pernoctaciones,Extranjero,2016-01-01,513298
Total Nacional,Andalucia,Sevilla,Pernoctaciones,General,2016-12-01,428980
Total Nacional,Andalucia,Sevilla,Pernoctaciones,General,2016-11-01,454111
Total Nacional,Andalucia,Sevilla,Pernoctaciones,General,2016-10-01,619254
Total Nacional,Andalucia,Sevilla,Pernoctaciones,General,2016-09-01,576997
Total Nacional,Andalucia,Sevilla,Pernoctaciones,General,2016-08-01,540720
Total Nacional,Andalucia,Sevilla,Pernoctaciones,General,2016-07-01,475426
Total Nacional,Andalucia,Sevilla,Pernoctaciones,General,2016-06-01,526144
Total Nacional,Andalucia,Sevilla,Pernoctaciones,General,2016-05-01,589742
Total Nacional,Andalucia,Sevilla,Pernoctaciones,General,2016-04-01,579932
Total Nacional,Andalucia,Sevilla,Pernoctaciones,General,2016-03-01,541789
Total Nacional,Andalucia,Sevilla,Pernoctaciones,General,2016-02-01,424550
Total Nacional,Andalucia,Sevilla,Pernoctaciones,General,2016-01-01,358182
Total Nacional,Andalucia,Sevilla,Pernoctaciones,Espana,2016-12-01,220762
Total Nacional,Andalucia,Sevilla,Pernoctaciones,Espana,2016-11-01,214345
Total Nacional,Andalucia,Sevilla,Pernoctaciones,Espana,2016-10-01,255208
Total Nacional,Andalucia,Sevilla,Pernoctaciones,Espana,2016-09-01,215559
Total Nacional,Andalucia,Sevilla,Pernoctaciones,Espana,2016-08-01,208517
Total Nacional,Andalucia,Sevilla,Pernoctaciones,Espana,2016-07-01,203857
Total Nacional,Andalucia,Sevilla,Pernoctaciones,Espana,2016-06-01,224252
Total Nacional,Andalucia,Sevilla,Pernoctaciones,Espana,2016-05-01,228992
Total Nacional,Andalucia,Sevilla,Pernoctaciones,Espana,2016-04-01,237411
Total Nacional,Andalucia,Sevilla,Pernoctaciones,Espana,2016-03-01,279190
Total Nacional,Andalucia,Sevilla,Pernoctaciones,Espana,2016-02-01,233185
Total Nacional,Andalucia,Sevilla,Pernoctaciones,Espana,2016-01-01,181638
Total Nacional,Andalucia,Sevilla,Pernoctaciones,Extranjero,2016-12-01,208217
Total Nacional,Andalucia,Sevilla,Pernoctaciones,Extranjero,2016-11-01,239766
Total Nacional,Andalucia,Sevilla,Pernoctaciones,Extranjero,2016-10-01,364047
Total Nacional,Andalucia,Sevilla,Pernoctaciones,Extranjero,2016-09-01,361438
Total Nacional,Andalucia,Sevilla,Pernoctaciones,Extranjero,2016-08-01,332203
Total Nacional,Andalucia,Sevilla,Pernoctaciones,Extranjero,2016-07-01,271570
Total Nacional,Andalucia,Sevilla,Pernoctaciones,Extranjero,2016-06-01,301892
Total Nacional,Andalucia,Sevilla,Pernoctaciones,Extranjero,2016-05-01,360750
Total Nacional,Andalucia,Sevilla,Pernoctaciones,Extranjero,2016-04-01,342522
Total Nacional,Andalucia,Sevilla,Pernoctaciones,Extranjero,2016-03-01,262599
Total Nacional,Andalucia,Sevilla,Pernoctaciones,Extranjero,2016-02-01,191365
Total Nacional,Andalucia,Sevilla,Pernoctaciones,Extranjero,2016-01-01,176544
Total Nacional,Aragon,Huesca,Pernoctaciones,General,2016-12-01,144103
Total Nacional,Aragon,Huesca,Pernoctaciones,General,2016-11-01,54874
Total Nacional,Aragon,Huesca,Pernoctaciones,General,2016-10-01,125085
Total Nacional,Aragon,Huesca,Pernoctaciones,General,2016-09-01,163741
Total Nacional,Aragon,Huesca,Pernoctaciones,General,2016-08-01,351429
Total Nacional,Aragon,Huesca,Pernoctaciones,General,2016-07-01,245840
Total Nacional,Aragon,Huesca,Pernoctaciones,General,2016-06-01,142442
Total Nacional,Aragon,Huesca,Pernoctaciones,General,2016-05-01,96520
Total Nacional,Aragon,Huesca,Pernoctaciones,General,2016-04-01,80421
Total Nacional,Aragon,Huesca,Pernoctaciones,General,2016-03-01,228822
Total Nacional,Aragon,Huesca,Pernoctaciones,General,2016-02-01,178623
Total Nacional,Aragon,Huesca,Pernoctaciones,General,2016-01-01,143279
Total Nacional,Aragon,Huesca,Pernoctaciones,Espana,2016-12-01,135149
Total Nacional,Aragon,Huesca,Pernoctaciones,Espana,2016-11-01,47979
Total Nacional,Aragon,Huesca,Pernoctaciones,Espana,2016-10-01,103695
Total Nacional,Aragon,Huesca,Pernoctaciones,Espana,2016-09-01,122425
Total Nacional,Aragon,Huesca,Pernoctaciones,Espana,2016-08-01,291429
Total Nacional,Aragon,Huesca,Pernoctaciones,Espana,2016-07-01,182278
Total Nacional,Aragon,Huesca,Pernoctaciones,Espana,2016-06-01,108736
Total Nacional,Aragon,Huesca,Pernoctaciones,Espana,2016-05-01,71102
Total Nacional,Aragon,Huesca,Pernoctaciones,Espana,2016-04-01,64913
Total Nacional,Aragon,Huesca,Pernoctaciones,Espana,2016-03-01,208889
Total Nacional,Aragon,Huesca,Pernoctaciones,Espana,2016-02-01,156112
Total Nacional,Aragon,Huesca,Pernoctaciones,Espana,2016-01-01,133172
Total Nacional,Aragon,Huesca,Pernoctaciones,Extranjero,2016-12-01,8955
Total Nacional,Aragon,Huesca,Pernoctaciones,Extranjero,2016-11-01,6895
Total Nacional,Aragon,Huesca,Pernoctaciones,Extranjero,2016-10-01,21390
Total Nacional,Aragon,Huesca,Pernoctaciones,Extranjero,2016-09-01,41315
Total Nacional,Aragon,Huesca,Pernoctaciones,Extranjero,2016-08-01,60000
Total Nacional,Aragon,Huesca,Pernoctaciones,Extranjero,2016-07-01,63562
Total Nacional,Aragon,Huesca,Pernoctaciones,Extranjero,2016-06-01,33705
Total Nacional,Aragon,Huesca,Pernoctaciones,Extranjero,2016-05-01,25418
Total Nacional,Aragon,Huesca,Pernoctaciones,Extranjero,2016-04-01,15508
Total Nacional,Aragon,Huesca,Pernoctaciones,Extranjero,2016-03-01,19934
Total Nacional,Aragon,Huesca,Pernoctaciones,Extranjero,2016-02-01,22512
Total Nacional,Aragon,Huesca,Pernoctaciones,Extranjero,2016-01-01,10107
Total Nacional,Aragon,Teruel,Pernoctaciones,General,2016-12-01,54035
Total Nacional,Aragon,Teruel,Pernoctaciones,General,2016-11-01,42942
Total Nacional,Aragon,Teruel,Pernoctaciones,General,2016-10-01,70034
Total Nacional,Aragon,Teruel,Pernoctaciones,General,2016-09-01,64615
Total Nacional,Aragon,Teruel,Pernoctaciones,General,2016-08-01,97148
Total Nacional,Aragon,Teruel,Pernoctaciones,General,2016-07-01,67039
Total Nacional,Aragon,Teruel,Pernoctaciones,General,2016-06-01,51192
Total Nacional,Aragon,Teruel,Pernoctaciones,General,2016-05-01,57416
Total Nacional,Aragon,Teruel,Pernoctaciones,General,2016-04-01,56305
Total Nacional,Aragon,Teruel,Pernoctaciones,General,2016-03-01,73224
Total Nacional,Aragon,Teruel,Pernoctaciones,General,2016-02-01,42151
Total Nacional,Aragon,Teruel,Pernoctaciones,General,2016-01-01,33804
Total Nacional,Aragon,Teruel,Pernoctaciones,Espana,2016-12-01,48577
Total Nacional,Aragon,Teruel,Pernoctaciones,Espana,2016-11-01,39591
Total Nacional,Aragon,Teruel,Pernoctaciones,Espana,2016-10-01,60737
Total Nacional,Aragon,Teruel,Pernoctaciones,Espana,2016-09-01,53803
Total Nacional,Aragon,Teruel,Pernoctaciones,Espana,2016-08-01,87815
Total Nacional,Aragon,Teruel,Pernoctaciones,Espana,2016-07-01,58025
Total Nacional,Aragon,Teruel,Pernoctaciones,Espana,2016-06-01,45258
Total Nacional,Aragon,Teruel,Pernoctaciones,Espana,2016-05-01,46707
Total Nacional,Aragon,Teruel,Pernoctaciones,Espana,2016-04-01,47378
Total Nacional,Aragon,Teruel,Pernoctaciones,Espana,2016-03-01,63736
Total Nacional,Aragon,Teruel,Pernoctaciones,Espana,2016-02-01,36242
Total Nacional,Aragon,Teruel,Pernoctaciones,Espana,2016-01-01,29128
Total Nacional,Aragon,Teruel,Pernoctaciones,Extranjero,2016-12-01,5458
Total Nacional,Aragon,Teruel,Pernoctaciones,Extranjero,2016-11-01,3352
Total Nacional,Aragon,Teruel,Pernoctaciones,Extranjero,2016-10-01,9297
Total Nacional,Aragon,Teruel,Pernoctaciones,Extranjero,2016-09-01,10813
Total Nacional,Aragon,Teruel,Pernoctaciones,Extranjero,2016-08-01,9333
Total Nacional,Aragon,Teruel,Pernoctaciones,Extranjero,2016-07-01,9014
Total Nacional,Aragon,Teruel,Pernoctaciones,Extranjero,2016-06-01,5935
Total Nacional,Aragon,Teruel,Pernoctaciones,Extranjero,2016-05-01,10709
Total Nacional,Aragon,Teruel,Pernoctaciones,Extranjero,2016-04-01,8928
Total Nacional,Aragon,Teruel,Pernoctaciones,Extranjero,2016-03-01,9488
Total Nacional,Aragon,Teruel,Pernoctaciones,Extranjero,2016-02-01,5909
Total Nacional,Aragon,Teruel,Pernoctaciones,Extranjero,2016-01-01,4675
Total Nacional,Aragon,Zaragoza,Pernoctaciones,General,2016-12-01,161086
Total Nacional,Aragon,Zaragoza,Pernoctaciones,General,2016-11-01,191257
Total Nacional,Aragon,Zaragoza,Pernoctaciones,General,2016-10-01,264449
Total Nacional,Aragon,Zaragoza,Pernoctaciones,General,2016-09-01,245212
Total Nacional,Aragon,Zaragoza,Pernoctaciones,General,2016-08-01,250744
Total Nacional,Aragon,Zaragoza,Pernoctaciones,General,2016-07-01,233085
Total Nacional,Aragon,Zaragoza,Pernoctaciones,General,2016-06-01,227645
Total Nacional,Aragon,Zaragoza,Pernoctaciones,General,2016-05-01,237209
Total Nacional,Aragon,Zaragoza,Pernoctaciones,General,2016-04-01,190334
Total Nacional,Aragon,Zaragoza,Pernoctaciones,General,2016-03-01,201052
Total Nacional,Aragon,Zaragoza,Pernoctaciones,General,2016-02-01,174127
Total Nacional,Aragon,Zaragoza,Pernoctaciones,General,2016-01-01,138688
Total Nacional,Aragon,Zaragoza,Pernoctaciones,Espana,2016-12-01,131753
Total Nacional,Aragon,Zaragoza,Pernoctaciones,Espana,2016-11-01,151819
Total Nacional,Aragon,Zaragoza,Pernoctaciones,Espana,2016-10-01,212765
Total Nacional,Aragon,Zaragoza,Pernoctaciones,Espana,2016-09-01,185021
Total Nacional,Aragon,Zaragoza,Pernoctaciones,Espana,2016-08-01,182656
Total Nacional,Aragon,Zaragoza,Pernoctaciones,Espana,2016-07-01,175061
Total Nacional,Aragon,Zaragoza,Pernoctaciones,Espana,2016-06-01,162807
Total Nacional,Aragon,Zaragoza,Pernoctaciones,Espana,2016-05-01,162674
Total Nacional,Aragon,Zaragoza,Pernoctaciones,Espana,2016-04-01,147265
Total Nacional,Aragon,Zaragoza,Pernoctaciones,Espana,2016-03-01,163567
Total Nacional,Aragon,Zaragoza,Pernoctaciones,Espana,2016-02-01,136834
Total Nacional,Aragon,Zaragoza,Pernoctaciones,Espana,2016-01-01,110994
Total Nacional,Aragon,Zaragoza,Pernoctaciones,Extranjero,2016-12-01,29333
Total Nacional,Aragon,Zaragoza,Pernoctaciones,Extranjero,2016-11-01,39437
Total Nacional,Aragon,Zaragoza,Pernoctaciones,Extranjero,2016-10-01,51685
Total Nacional,Aragon,Zaragoza,Pernoctaciones,Extranjero,2016-09-01,60191
Total Nacional,Aragon,Zaragoza,Pernoctaciones,Extranjero,2016-08-01,68088
Total Nacional,Aragon,Zaragoza,Pernoctaciones,Extranjero,2016-07-01,58024
Total Nacional,Aragon,Zaragoza,Pernoctaciones,Extranjero,2016-06-01,64838
Total Nacional,Aragon,Zaragoza,Pernoctaciones,Extranjero,2016-05-01,74535
Total Nacional,Aragon,Zaragoza,Pernoctaciones,Extranjero,2016-04-01,43069
Total Nacional,Aragon,Zaragoza,Pernoctaciones,Extranjero,2016-03-01,37485
Total Nacional,Aragon,Zaragoza,Pernoctaciones,Extranjero,2016-02-01,37293
Total Nacional,Aragon,Zaragoza,Pernoctaciones,Extranjero,2016-01-01,27695
Total Nacional,Principado de asturias,Asturias,Pernoctaciones,General,2016-12-01,159514
Total Nacional,Principado de asturias,Asturias,Pernoctaciones,General,2016-11-01,155799
Total Nacional,Principado de asturias,Asturias,Pernoctaciones,General,2016-10-01,294941
Total Nacional,Principado de asturias,Asturias,Pernoctaciones,General,2016-09-01,409636
Total Nacional,Principado de asturias,Asturias,Pernoctaciones,General,2016-08-01,679748
Total Nacional,Principado de asturias,Asturias,Pernoctaciones,General,2016-07-01,506727
Total Nacional,Principado de asturias,Asturias,Pernoctaciones,General,2016-06-01,312447
Total Nacional,Principado de asturias,Asturias,Pernoctaciones,General,2016-05-01,242931
Total Nacional,Principado de asturias,Asturias,Pernoctaciones,General,2016-04-01,202677
Total Nacional,Principado de asturias,Asturias,Pernoctaciones,General,2016-03-01,240558
Total Nacional,Principado de asturias,Asturias,Pernoctaciones,General,2016-02-01,129291
Total Nacional,Principado de asturias,Asturias,Pernoctaciones,General,2016-01-01,115240
Total Nacional,Principado de asturias,Asturias,Pernoctaciones,Espana,2016-12-01,142820
Total Nacional,Principado de asturias,Asturias,Pernoctaciones,Espana,2016-11-01,136449
Total Nacional,Principado de asturias,Asturias,Pernoctaciones,Espana,2016-10-01,248794
Total Nacional,Principado de asturias,Asturias,Pernoctaciones,Espana,2016-09-01,335038
Total Nacional,Principado de asturias,Asturias,Pernoctaciones,Espana,2016-08-01,590807
Total Nacional,Principado de asturias,Asturias,Pernoctaciones,Espana,2016-07-01,430495
Total Nacional,Principado de asturias,Asturias,Pernoctaciones,Espana,2016-06-01,242807
Total Nacional,Principado de asturias,Asturias,Pernoctaciones,Espana,2016-05-01,187979
Total Nacional,Principado de asturias,Asturias,Pernoctaciones,Espana,2016-04-01,171287
Total Nacional,Principado de asturias,Asturias,Pernoctaciones,Espana,2016-03-01,220233
Total Nacional,Principado de asturias,Asturias,Pernoctaciones,Espana,2016-02-01,113729
Total Nacional,Principado de asturias,Asturias,Pernoctaciones,Espana,2016-01-01,102059
Total Nacional,Principado de asturias,Asturias,Pernoctaciones,Extranjero,2016-12-01,16694
Total Nacional,Principado de asturias,Asturias,Pernoctaciones,Extranjero,2016-11-01,19349
Total Nacional,Principado de asturias,Asturias,Pernoctaciones,Extranjero,2016-10-01,46148
Total Nacional,Principado de asturias,Asturias,Pernoctaciones,Extranjero,2016-09-01,74599
Total Nacional,Principado de asturias,Asturias,Pernoctaciones,Extranjero,2016-08-01,88941
Total Nacional,Principado de asturias,Asturias,Pernoctaciones,Extranjero,2016-07-01,76232
Total Nacional,Principado de asturias,Asturias,Pernoctaciones,Extranjero,2016-06-01,69640
Total Nacional,Principado de asturias,Asturias,Pernoctaciones,Extranjero,2016-05-01,54951
Total Nacional,Principado de asturias,Asturias,Pernoctaciones,Extranjero,2016-04-01,31390
Total Nacional,Principado de asturias,Asturias,Pernoctaciones,Extranjero,2016-03-01,20325
Total Nacional,Principado de asturias,Asturias,Pernoctaciones,Extranjero,2016-02-01,15562
Total Nacional,Principado de asturias,Asturias,Pernoctaciones,Extranjero,2016-01-01,13181
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,General,2016-12-01,237980
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,General,2016-11-01,428457
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,General,2016-10-01,6019888
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,General,2016-09-01,9279703
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,General,2016-08-01,10921751
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,General,2016-07-01,10638009
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,General,2016-06-01,9183976
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,General,2016-05-01,7118452
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,General,2016-04-01,2677898
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,General,2016-03-01,1441248
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,General,2016-02-01,540910
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,General,2016-01-01,224092
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,Espana,2016-12-01,59824
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,Espana,2016-11-01,118733
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,Espana,2016-10-01,453456
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,Espana,2016-09-01,521822
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,Espana,2016-08-01,818549
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,Espana,2016-07-01,741548
Total Nacional,Islas baleares,Islas baleares,Pernoctaciones,Espana,2016-06-01,608546
