Totales_Territoriales,Comunidades_Ciudades_Autonomas,Provincia,Viajeros_Pernoctaciones,Residencia,Periodo,Total
Total Nacional,Cantabria,-,Pernoctaciones,Extranjero,2023-02-01,18430
Total Nacional,Cantabria,-,Pernoctaciones,Extranjero,2023-01-01,13742
Total Nacional,Castilla y leon,-,Viajero,General,2023-09-01,534103
Total Nacional,Castilla y leon,-,Viajero,General,2023-08-01,642732
Total Nacional,Castilla y leon,-,Viajero,General,2023-07-01,520711
Total Nacional,Castilla y leon,-,Viajero,General,2023-06-01,446300
Total Nacional,Castilla y leon,-,Viajero,General,2023-05-01,458602
Total Nacional,Castilla y leon,-,Viajero,General,2023-04-01,489841
Total Nacional,Castilla y leon,-,Viajero,General,2023-03-01,351922
Total Nacional,Castilla y leon,-,Viajero,General,2023-02-01,277030
Total Nacional,Castilla y leon,-,Viajero,General,2023-01-01,230277
Total Nacional,Castilla y leon,-,Viajero,Espana,2023-09-01,372146
Total Nacional,Castilla y leon,-,Viajero,Espana,2023-08-01,473484
Total Nacional,Castilla y leon,-,Viajero,Espana,2023-07-01,378094
Total Nacional,Castilla y leon,-,Viajero,Espana,2023-06-01,331423
Total Nacional,Castilla y leon,-,Viajero,Espana,2023-05-01,314710
Total Nacional,Castilla y leon,-,Viajero,Espana,2023-04-01,385772
Total Nacional,Castilla y leon,-,Viajero,Espana,2023-03-01,296824
Total Nacional,Castilla y leon,-,Viajero,Espana,2023-02-01,232128
Total Nacional,Castilla y leon,-,Viajero,Espana,2023-01-01,189245
Total Nacional,Castilla y leon,-,Viajero,Extranjero,2023-09-01,161956
Total Nacional,Castilla y leon,-,Viajero,Extranjero,2023-08-01,169249
Total Nacional,Castilla y leon,-,Viajero,Extranjero,2023-07-01,142617
Total Nacional,Castilla y leon,-,Viajero,Extranjero,2023-06-01,114877
Total Nacional,Castilla y leon,-,Viajero,Extranjero,2023-05-01,143892
Total Nacional,Castilla y leon,-,Viajero,Extranjero,2023-04-01,104069
Total Nacional,Castilla y leon,-,Viajero,Extranjero,2023-03-01,55098
Total Nacional,Castilla y leon,-,Viajero,Extranjero,2023-02-01,44902
Total Nacional,Castilla y leon,-,Viajero,Extranjero,2023-01-01,41032
Total Nacional,Castilla y leon,-,Pernoctaciones,General,2023-09-01,883175
Total Nacional,Castilla y leon,-,Pernoctaciones,General,2023-08-01,1036441
Total Nacional,Castilla y leon,-,Pernoctaciones,General,2023-07-01,839142
Total Nacional,Castilla y leon,-,Pernoctaciones,General,2023-06-01,745680
Total Nacional,Castilla y leon,-,Pernoctaciones,General,2023-05-01,755520
Total Nacional,Castilla y leon,-,Pernoctaciones,General,2023-04-01,836458
Total Nacional,Castilla y leon,-,Pernoctaciones,General,2023-03-01,607163
Total Nacional,Castilla y leon,-,Pernoctaciones,General,2023-02-01,485156
Total Nacional,Castilla y leon,-,Pernoctaciones,General,2023-01-01,416224
Total Nacional,Castilla y leon,-,Pernoctaciones,Espana,2023-09-01,640100
Total Nacional,Castilla y leon,-,Pernoctaciones,Espana,2023-08-01,812957
Total Nacional,Castilla y leon,-,Pernoctaciones,Espana,2023-07-01,632725
Total Nacional,Castilla y leon,-,Pernoctaciones,Espana,2023-06-01,569199
Total Nacional,Castilla y leon,-,Pernoctaciones,Espana,2023-05-01,543376
Total Nacional,Castilla y leon,-,Pernoctaciones,Espana,2023-04-01,675928
Total Nacional,Castilla y leon,-,Pernoctaciones,Espana,2023-03-01,509559
Total Nacional,Castilla y leon,-,Pernoctaciones,Espana,2023-02-01,401847
Total Nacional,Castilla y leon,-,Pernoctaciones,Espana,2023-01-01,341582
Total Nacional,Castilla y leon,-,Pernoctaciones,Extranjero,2023-09-01,243074
Total Nacional,Castilla y leon,-,Pernoctaciones,Extranjero,2023-08-01,223484
Total Nacional,Castilla y leon,-,Pernoctaciones,Extranjero,2023-07-01,206417
Total Nacional,Castilla y leon,-,Pernoctaciones,Extranjero,2023-06-01,176481
Total Nacional,Castilla y leon,-,Pernoctaciones,Extranjero,2023-05-01,212144
Total Nacional,Castilla y leon,-,Pernoctaciones,Extranjero,2023-04-01,160530
Total Nacional,Castilla y leon,-,Pernoctaciones,Extranjero,2023-03-01,97604
Total Nacional,Castilla y leon,-,Pernoctaciones,Extranjero,2023-02-01,83309
Total Nacional,Castilla y leon,-,Pernoctaciones,Extranjero,2023-01-01,74642
Total Nacional,Castilla la mancha,-,Viajero,General,2023-09-01,219581
Total Nacional,Castilla la mancha,-,Viajero,General,2023-08-01,214198
Total Nacional,Castilla la mancha,-,Viajero,General,2023-07-01,192906
Total Nacional,Castilla la mancha,-,Viajero,General,2023-06-01,205017
Total Nacional,Castilla la mancha,-,Viajero,General,2023-05-01,200348
Total Nacional,Castilla la mancha,-,Viajero,General,2023-04-01,216480
Total Nacional,Castilla la mancha,-,Viajero,General,2023-03-01,172028
Total Nacional,Castilla la mancha,-,Viajero,General,2023-02-01,139618
Total Nacional,Castilla la mancha,-,Viajero,General,2023-01-01,123121
Total Nacional,Castilla la mancha,-,Viajero,Espana,2023-09-01,180736
Total Nacional,Castilla la mancha,-,Viajero,Espana,2023-08-01,175248
Total Nacional,Castilla la mancha,-,Viajero,Espana,2023-07-01,157706
Total Nacional,Castilla la mancha,-,Viajero,Espana,2023-06-01,171188
Total Nacional,Castilla la mancha,-,Viajero,Espana,2023-05-01,158716
Total Nacional,Castilla la mancha,-,Viajero,Espana,2023-04-01,184920
Total Nacional,Castilla la mancha,-,Viajero,Espana,2023-03-01,146644
Total Nacional,Castilla la mancha,-,Viajero,Espana,2023-02-01,119825
Total Nacional,Castilla la mancha,-,Viajero,Espana,2023-01-01,103511
Total Nacional,Castilla la mancha,-,Viajero,Extranjero,2023-09-01,38844
Total Nacional,Castilla la mancha,-,Viajero,Extranjero,2023-08-01,38951
Total Nacional,Castilla la mancha,-,Viajero,Extranjero,2023-07-01,35200
Total Nacional,Castilla la mancha,-,Viajero,Extranjero,2023-06-01,33829
Total Nacional,Castilla la mancha,-,Viajero,Extranjero,2023-05-01,41632
Total Nacional,Castilla la mancha,-,Viajero,Extranjero,2023-04-01,31560
Total Nacional,Castilla la mancha,-,Viajero,Extranjero,2023-03-01,25384
Total Nacional,Castilla la mancha,-,Viajero,Extranjero,2023-02-01,19793
Total Nacional,Castilla la mancha,-,Viajero,Extranjero,2023-01-01,19610
Total Nacional,Castilla la mancha,-,Pernoctaciones,General,2023-09-01,379122
Total Nacional,Castilla la mancha,-,Pernoctaciones,General,2023-08-01,383756
Total Nacional,Castilla la mancha,-,Pernoctaciones,General,2023-07-01,333494
Total Nacional,Castilla la mancha,-,Pernoctaciones,General,2023-06-01,354686
Total Nacional,Castilla la mancha,-,Pernoctaciones,General,2023-05-01,358760
Total Nacional,Castilla la mancha,-,Pernoctaciones,General,2023-04-01,389957
Total Nacional,Castilla la mancha,-,Pernoctaciones,General,2023-03-01,303477
Total Nacional,Castilla la mancha,-,Pernoctaciones,General,2023-02-01,242345
Total Nacional,Castilla la mancha,-,Pernoctaciones,General,2023-01-01,216247
Total Nacional,Castilla la mancha,-,Pernoctaciones,Espana,2023-09-01,312953
Total Nacional,Castilla la mancha,-,Pernoctaciones,Espana,2023-08-01,321377
Total Nacional,Castilla la mancha,-,Pernoctaciones,Espana,2023-07-01,275929
Total Nacional,Castilla la mancha,-,Pernoctaciones,Espana,2023-06-01,292678
Total Nacional,Castilla la mancha,-,Pernoctaciones,Espana,2023-05-01,270410
Total Nacional,Castilla la mancha,-,Pernoctaciones,Espana,2023-04-01,330775
Total Nacional,Castilla la mancha,-,Pernoctaciones,Espana,2023-03-01,251903
Total Nacional,Castilla la mancha,-,Pernoctaciones,Espana,2023-02-01,201969
Total Nacional,Castilla la mancha,-,Pernoctaciones,Espana,2023-01-01,173906
Total Nacional,Castilla la mancha,-,Pernoctaciones,Extranjero,2023-09-01,66169
Total Nacional,Castilla la mancha,-,Pernoctaciones,Extranjero,2023-08-01,62379
Total Nacional,Castilla la mancha,-,Pernoctaciones,Extranjero,2023-07-01,57564
Total Nacional,Castilla la mancha,-,Pernoctaciones,Extranjero,2023-06-01,62008
Total Nacional,Castilla la mancha,-,Pernoctaciones,Extranjero,2023-05-01,88351
Total Nacional,Castilla la mancha,-,Pernoctaciones,Extranjero,2023-04-01,59182
Total Nacional,Castilla la mancha,-,Pernoctaciones,Extranjero,2023-03-01,51574
Total Nacional,Castilla la mancha,-,Pernoctaciones,Extranjero,2023-02-01,40376
Total Nacional,Castilla la mancha,-,Pernoctaciones,Extranjero,2023-01-01,42341
Total Nacional,Cataluna,-,Viajero,General,2023-09-01,2214499
Total Nacional,Cataluna,-,Viajero,General,2023-08-01,2600390
Total Nacional,Cataluna,-,Viajero,General,2023-07-01,2564892
Total Nacional,Cataluna,-,Viajero,General,2023-06-01,2274521
Total Nacional,Cataluna,-,Viajero,General,2023-05-01,2105211
Total Nacional,Cataluna,-,Viajero,General,2023-04-01,1876297
Total Nacional,Cataluna,-,Viajero,General,2023-03-01,1293840
Total Nacional,Cataluna,-,Viajero,General,2023-02-01,1052935
Total Nacional,Cataluna,-,Viajero,General,2023-01-01,966403
Total Nacional,Cataluna,-,Viajero,Espana,2023-09-01,763037
Total Nacional,Cataluna,-,Viajero,Espana,2023-08-01,925505
Total Nacional,Cataluna,-,Viajero,Espana,2023-07-01,946973
Total Nacional,Cataluna,-,Viajero,Espana,2023-06-01,905825
Total Nacional,Cataluna,-,Viajero,Espana,2023-05-01,696890
Total Nacional,Cataluna,-,Viajero,Espana,2023-04-01,742943
Total Nacional,Cataluna,-,Viajero,Espana,2023-03-01,528140
Total Nacional,Cataluna,-,Viajero,Espana,2023-02-01,442756
Total Nacional,Cataluna,-,Viajero,Espana,2023-01-01,441785
Total Nacional,Cataluna,-,Viajero,Extranjero,2023-09-01,1451462
Total Nacional,Cataluna,-,Viajero,Extranjero,2023-08-01,1674884
Total Nacional,Cataluna,-,Viajero,Extranjero,2023-07-01,1617919
Total Nacional,Cataluna,-,Viajero,Extranjero,2023-06-01,1368696
Total Nacional,Cataluna,-,Viajero,Extranjero,2023-05-01,1408321
Total Nacional,Cataluna,-,Viajero,Extranjero,2023-04-01,1133353
Total Nacional,Cataluna,-,Viajero,Extranjero,2023-03-01,765700
Total Nacional,Cataluna,-,Viajero,Extranjero,2023-02-01,610179
Total Nacional,Cataluna,-,Viajero,Extranjero,2023-01-01,524618
Total Nacional,Cataluna,-,Pernoctaciones,General,2023-09-01,6659315
Total Nacional,Cataluna,-,Pernoctaciones,General,2023-08-01,8863622
Total Nacional,Cataluna,-,Pernoctaciones,General,2023-07-01,8126157
Total Nacional,Cataluna,-,Pernoctaciones,General,2023-06-01,6321507
Total Nacional,Cataluna,-,Pernoctaciones,General,2023-05-01,5671093
Total Nacional,Cataluna,-,Pernoctaciones,General,2023-04-01,4829686
Total Nacional,Cataluna,-,Pernoctaciones,General,2023-03-01,3103766
Total Nacional,Cataluna,-,Pernoctaciones,General,2023-02-01,2566399
Total Nacional,Cataluna,-,Pernoctaciones,General,2023-01-01,2250796
Total Nacional,Cataluna,-,Pernoctaciones,Espana,2023-09-01,1616219
Total Nacional,Cataluna,-,Pernoctaciones,Espana,2023-08-01,2611470
Total Nacional,Cataluna,-,Pernoctaciones,Espana,2023-07-01,2334453
Total Nacional,Cataluna,-,Pernoctaciones,Espana,2023-06-01,1899197
Total Nacional,Cataluna,-,Pernoctaciones,Espana,2023-05-01,1445501
Total Nacional,Cataluna,-,Pernoctaciones,Espana,2023-04-01,1589526
Total Nacional,Cataluna,-,Pernoctaciones,Espana,2023-03-01,1039515
Total Nacional,Cataluna,-,Pernoctaciones,Espana,2023-02-01,867894
Total Nacional,Cataluna,-,Pernoctaciones,Espana,2023-01-01,846035
Total Nacional,Cataluna,-,Pernoctaciones,Extranjero,2023-09-01,5043096
Total Nacional,Cataluna,-,Pernoctaciones,Extranjero,2023-08-01,6252152
Total Nacional,Cataluna,-,Pernoctaciones,Extranjero,2023-07-01,5791704
Total Nacional,Cataluna,-,Pernoctaciones,Extranjero,2023-06-01,4422310
Total Nacional,Cataluna,-,Pernoctaciones,Extranjero,2023-05-01,4225592
Total Nacional,Cataluna,-,Pernoctaciones,Extranjero,2023-04-01,3240159
Total Nacional,Cataluna,-,Pernoctaciones,Extranjero,2023-03-01,2064251
Total Nacional,Cataluna,-,Pernoctaciones,Extranjero,2023-02-01,1698505
Total Nacional,Cataluna,-,Pernoctaciones,Extranjero,2023-01-01,1404762
Total Nacional,Comunidad valencia,-,Viajero,General,2023-09-01,878343
Total Nacional,Comunidad valencia,-,Viajero,General,2023-08-01,1085275
Total Nacional,Comunidad valencia,-,Viajero,General,2023-07-01,1038520
Total Nacional,Comunidad valencia,-,Viajero,General,2023-06-01,933724
Total Nacional,Comunidad valencia,-,Viajero,General,2023-05-01,831555
Total Nacional,Comunidad valencia,-,Viajero,General,2023-04-01,900737
Total Nacional,Comunidad valencia,-,Viajero,General,2023-03-01,731864
Total Nacional,Comunidad valencia,-,Viajero,General,2023-02-01,538482
Total Nacional,Comunidad valencia,-,Viajero,General,2023-01-01,466822
Total Nacional,Comunidad valencia,-,Viajero,Espana,2023-09-01,469386
Total Nacional,Comunidad valencia,-,Viajero,Espana,2023-08-01,652345
Total Nacional,Comunidad valencia,-,Viajero,Espana,2023-07-01,621470
Total Nacional,Comunidad valencia,-,Viajero,Espana,2023-06-01,553014
Total Nacional,Comunidad valencia,-,Viajero,Espana,2023-05-01,439365
Total Nacional,Comunidad valencia,-,Viajero,Espana,2023-04-01,533524
Total Nacional,Comunidad valencia,-,Viajero,Espana,2023-03-01,437998
Total Nacional,Comunidad valencia,-,Viajero,Espana,2023-02-01,330559
Total Nacional,Comunidad valencia,-,Viajero,Espana,2023-01-01,276455
Total Nacional,Comunidad valencia,-,Viajero,Extranjero,2023-09-01,408957
Total Nacional,Comunidad valencia,-,Viajero,Extranjero,2023-08-01,432930
Total Nacional,Comunidad valencia,-,Viajero,Extranjero,2023-07-01,417050
Total Nacional,Comunidad valencia,-,Viajero,Extranjero,2023-06-01,380710
Total Nacional,Comunidad valencia,-,Viajero,Extranjero,2023-05-01,392190
Total Nacional,Comunidad valencia,-,Viajero,Extranjero,2023-04-01,367213
Total Nacional,Comunidad valencia,-,Viajero,Extranjero,2023-03-01,293866
Total Nacional,Comunidad valencia,-,Viajero,Extranjero,2023-02-01,207922
Total Nacional,Comunidad valencia,-,Viajero,Extranjero,2023-01-01,190366
Total Nacional,Comunidad valencia,-,Pernoctaciones,General,2023-09-01,2913239
Total Nacional,Comunidad valencia,-,Pernoctaciones,General,2023-08-01,3917656
Total Nacional,Comunidad valencia,-,Pernoctaciones,General,2023-07-01,3519613
Total Nacional,Comunidad valencia,-,Pernoctaciones,General,2023-06-01,2931811
Total Nacional,Comunidad valencia,-,Pernoctaciones,General,2023-05-01,2584651
Total Nacional,Comunidad valencia,-,Pernoctaciones,General,2023-04-01,2675754
Total Nacional,Comunidad valencia,-,Pernoctaciones,General,2023-03-01,2083467
Total Nacional,Comunidad valencia,-,Pernoctaciones,General,2023-02-01,1425841
Total Nacional,Comunidad valencia,-,Pernoctaciones,General,2023-01-01,1247517
Total Nacional,Comunidad valencia,-,Pernoctaciones,Espana,2023-09-01,1399222
Total Nacional,Comunidad valencia,-,Pernoctaciones,Espana,2023-08-01,2245284
Total Nacional,Comunidad valencia,-,Pernoctaciones,Espana,2023-07-01,1972766
Total Nacional,Comunidad valencia,-,Pernoctaciones,Espana,2023-06-01,1527297
Total Nacional,Comunidad valencia,-,Pernoctaciones,Espana,2023-05-01,1214550
Total Nacional,Comunidad valencia,-,Pernoctaciones,Espana,2023-04-01,1422902
Total Nacional,Comunidad valencia,-,Pernoctaciones,Espana,2023-03-01,1091374
Total Nacional,Comunidad valencia,-,Pernoctaciones,Espana,2023-02-01,712060
Total Nacional,Comunidad valencia,-,Pernoctaciones,Espana,2023-01-01,601488
Total Nacional,Comunidad valencia,-,Pernoctaciones,Extranjero,2023-09-01,1514018
Total Nacional,Comunidad valencia,-,Pernoctaciones,Extranjero,2023-08-01,1672372
Total Nacional,Comunidad valencia,-,Pernoctaciones,Extranjero,2023-07-01,1546846
Total Nacional,Comunidad valencia,-,Pernoctaciones,Extranjero,2023-06-01,1404514
Total Nacional,Comunidad valencia,-,Pernoctaciones,Extranjero,2023-05-01,1370101
Total Nacional,Comunidad valencia,-,Pernoctaciones,Extranjero,2023-04-01,1252852
Total Nacional,Comunidad valencia,-,Pernoctaciones,Extranjero,2023-03-01,992094
Total Nacional,Comunidad valencia,-,Pernoctaciones,Extranjero,2023-02-01,713781
Total Nacional,Comunidad valencia,-,Pernoctaciones,Extranjero,2023-01-01,646029
Total Nacional,Extremadura,-,Viajero,General,2023-09-01,133061
Total Nacional,Extremadura,-,Viajero,General,2023-08-01,158737
Total Nacional,Extremadura,-,Viajero,General,2023-07-01,131403
Total Nacional,Extremadura,-,Viajero,General,2023-06-01,120925
Total Nacional,Extremadura,-,Viajero,General,2023-05-01,122782
Total Nacional,Extremadura,-,Viajero,General,2023-04-01,141275
Total Nacional,Extremadura,-,Viajero,General,2023-03-01,114781
Total Nacional,Extremadura,-,Viajero,General,2023-02-01,90262
Total Nacional,Extremadura,-,Viajero,General,2023-01-01,74520
Total Nacional,Extremadura,-,Viajero,Espana,2023-09-01,108788
Total Nacional,Extremadura,-,Viajero,Espana,2023-08-01,126969
Total Nacional,Extremadura,-,Viajero,Espana,2023-07-01,107763
Total Nacional,Extremadura,-,Viajero,Espana,2023-06-01,103053
Total Nacional,Extremadura,-,Viajero,Espana,2023-05-01,98904
Total Nacional,Extremadura,-,Viajero,Espana,2023-04-01,118268
Total Nacional,Extremadura,-,Viajero,Espana,2023-03-01,99991
Total Nacional,Extremadura,-,Viajero,Espana,2023-02-01,78322
Total Nacional,Extremadura,-,Viajero,Espana,2023-01-01,63572
Total Nacional,Extremadura,-,Viajero,Extranjero,2023-09-01,24274
Total Nacional,Extremadura,-,Viajero,Extranjero,2023-08-01,31768
Total Nacional,Extremadura,-,Viajero,Extranjero,2023-07-01,23640
Total Nacional,Extremadura,-,Viajero,Extranjero,2023-06-01,17872
Total Nacional,Extremadura,-,Viajero,Extranjero,2023-05-01,23878
Total Nacional,Extremadura,-,Viajero,Extranjero,2023-04-01,23007
Total Nacional,Extremadura,-,Viajero,Extranjero,2023-03-01,14790
Total Nacional,Extremadura,-,Viajero,Extranjero,2023-02-01,11940
Total Nacional,Extremadura,-,Viajero,Extranjero,2023-01-01,10948
Total Nacional,Extremadura,-,Pernoctaciones,General,2023-09-01,237480
Total Nacional,Extremadura,-,Pernoctaciones,General,2023-08-01,275880
Total Nacional,Extremadura,-,Pernoctaciones,General,2023-07-01,226425
Total Nacional,Extremadura,-,Pernoctaciones,General,2023-06-01,216978
Total Nacional,Extremadura,-,Pernoctaciones,General,2023-05-01,234374
Total Nacional,Extremadura,-,Pernoctaciones,General,2023-04-01,279093
Total Nacional,Extremadura,-,Pernoctaciones,General,2023-03-01,215169
Total Nacional,Extremadura,-,Pernoctaciones,General,2023-02-01,158336
Total Nacional,Extremadura,-,Pernoctaciones,General,2023-01-01,126615
Total Nacional,Extremadura,-,Pernoctaciones,Espana,2023-09-01,200961
Total Nacional,Extremadura,-,Pernoctaciones,Espana,2023-08-01,227000
Total Nacional,Extremadura,-,Pernoctaciones,Espana,2023-07-01,189148
Total Nacional,Extremadura,-,Pernoctaciones,Espana,2023-06-01,190042
Total Nacional,Extremadura,-,Pernoctaciones,Espana,2023-05-01,192666
Total Nacional,Extremadura,-,Pernoctaciones,Espana,2023-04-01,238455
Total Nacional,Extremadura,-,Pernoctaciones,Espana,2023-03-01,190290
Total Nacional,Extremadura,-,Pernoctaciones,Espana,2023-02-01,139304
Total Nacional,Extremadura,-,Pernoctaciones,Espana,2023-01-01,109435
Total Nacional,Extremadura,-,Pernoctaciones,Extranjero,2023-09-01,36520
Total Nacional,Extremadura,-,Pernoctaciones,Extranjero,2023-08-01,48880
Total Nacional,Extremadura,-,Pernoctaciones,Extranjero,2023-07-01,37276
Total Nacional,Extremadura,-,Pernoctaciones,Extranjero,2023-06-01,26936
Total Nacional,Extremadura,-,Pernoctaciones,Extranjero,2023-05-01,41708
Total Nacional,Extremadura,-,Pernoctaciones,Extranjero,2023-04-01,40638
Total Nacional,Extremadura,-,Pernoctaciones,Extranjero,2023-03-01,24879
Total Nacional,Extremadura,-,Pernoctaciones,Extranjero,2023-02-01,19033
Total Nacional,Extremadura,-,Pernoctaciones,Extranjero,2023-01-01,17179
Total Nacional,Galicia,-,Viajero,General,2023-09-01,593625
Total Nacional,Galicia,-,Viajero,General,2023-08-01,719722
Total Nacional,Galicia,-,Viajero,General,2023-07-01,595074
Total Nacional,Galicia,-,Viajero,General,2023-06-01,499444
Total Nacional,Galicia,-,Viajero,General,2023-05-01,480542
Total Nacional,Galicia,-,Viajero,General,2023-04-01,435582
Total Nacional,Galicia,-,Viajero,General,2023-03-01,251674
Total Nacional,Galicia,-,Viajero,General,2023-02-01,194133
