,provincia,media_tmed,media_prec,media_sol,media_tmin,media_tmax,año,mes,fecha_str,fecha
2309,BIZKAIA,12.03,3.7,4.7,8.04,16.02,2022,abril,2022-abril,2022-04-01
2310,BURGOS,8.69,2.06,6.3,2.55,14.85,2022,abril,2022-abril,2022-04-01
2311,CACERES,13.66,1.48,8.74,7.45,19.86,2022,abril,2022-abril,2022-04-01
2312,CADIZ,15.33,2.27,9.18,10.97,19.7,2022,abril,2022-abril,2022-04-01
2313,CANTABRIA,11.23,2.74,6.05,6.96,15.5,2022,abril,2022-abril,2022-04-01
2314,CASTELLON,10.71,3.58,7.36,6.16,15.26,2022,abril,2022-abril,2022-04-01
2315,CIUDAD REAL,12.02,2.02,7.61,5.87,18.17,2022,abril,2022-abril,2022-04-01
2316,CORDOBA,13.27,2.79,9.53,7.48,19.06,2022,abril,2022-abril,2022-04-01
2317,CUENCA,10.95,1.47,6.99,4.8,17.08,2022,abril,2022-abril,2022-04-01
2318,GIPUZKOA,11.8,4.59,4.96,7.77,15.82,2022,abril,2022-abril,2022-04-01
2319,GIRONA,10.77,2.09,7.19,4.63,16.89,2022,abril,2022-abril,2022-04-01
2320,GRANADA,12.98,1.77,8.02,6.16,19.82,2022,abril,2022-abril,2022-04-01
2321,GUADALAJARA,9.49,1.75,7.02,2.69,16.29,2022,abril,2022-abril,2022-04-01
2322,HUELVA,15.43,1.85,10.08,10.12,20.73,2022,abril,2022-abril,2022-04-01
2323,HUESCA,10.02,3.0,7.66,3.68,16.37,2022,abril,2022-abril,2022-04-01
2324,ILLES BALEARS,14.15,1.49,7.58,9.73,18.57,2022,abril,2022-abril,2022-04-01
2325,JAEN,13.48,2.29,7.44,7.79,19.16,2022,abril,2022-abril,2022-04-01
2326,LA RIOJA,12.17,1.76,7.38,6.4,17.93,2022,abril,2022-abril,2022-04-01
2327,LAS PALMAS,19.66,0.13,8.79,16.4,22.92,2022,abril,2022-abril,2022-04-01
2328,LEON,8.09,0.87,7.73,1.68,14.5,2022,abril,2022-abril,2022-04-01
2329,LLEIDA,11.29,1.89,8.53,4.56,18.02,2022,abril,2022-abril,2022-04-01
2330,LUGO,10.74,2.52,6.18,4.3,17.18,2022,abril,2022-abril,2022-04-01
2331,MADRID,10.47,2.6,7.51,4.86,16.08,2022,abril,2022-abril,2022-04-01
2332,MALAGA,16.13,1.41,8.31,11.75,20.51,2022,abril,2022-abril,2022-04-01
2333,MURCIA,14.7,2.75,7.75,9.51,19.9,2022,abril,2022-abril,2022-04-01
2334,NAVARRA,11.12,2.51,5.83,5.64,16.59,2022,abril,2022-abril,2022-04-01
2335,OURENSE,10.86,1.82,6.24,3.62,18.09,2022,abril,2022-abril,2022-04-01
2336,PALENCIA,8.38,1.47,6.85,1.69,15.07,2022,abril,2022-abril,2022-04-01
2337,PONTEVEDRA,12.71,3.0,7.8,7.85,17.58,2022,abril,2022-abril,2022-04-01
2338,SALAMANCA,8.95,2.01,7.6,2.72,15.17,2022,abril,2022-abril,2022-04-01
2339,SEGOVIA,6.53,3.14,6.76,1.96,11.11,2022,abril,2022-abril,2022-04-01
2340,SEVILLA,14.85,2.53,8.9,8.56,21.14,2022,abril,2022-abril,2022-04-01
2341,SORIA,9.1,1.93,7.73,2.99,15.23,2022,abril,2022-abril,2022-04-01
2342,STA. CRUZ DE TENERIFE,17.82,0.5,8.39,14.54,21.08,2022,abril,2022-abril,2022-04-01
2343,TARRAGONA,15.24,2.61,7.54,9.58,20.9,2022,abril,2022-abril,2022-04-01
2344,TERUEL,11.36,2.48,7.32,5.24,17.48,2022,abril,2022-abril,2022-04-01
2345,TOLEDO,12.31,2.44,8.83,5.78,18.85,2022,abril,2022-abril,2022-04-01
2346,VALENCIA,14.56,3.08,6.63,9.56,19.58,2022,abril,2022-abril,2022-04-01
2347,VALLADOLID,9.67,1.9,8.07,3.3,16.04,2022,abril,2022-abril,2022-04-01
2348,ZAMORA,10.16,1.17,8.13,2.93,17.36,2022,abril,2022-abril,2022-04-01
2349,ZARAGOZA,12.1,1.6,7.87,6.33,17.88,2022,abril,2022-abril,2022-04-01
2350,A CORUÑA,16.31,1.34,7.58,12.05,20.56,2022,mayo,2022-mayo,2022-05-01
2351,ALBACETE,18.92,0.45,11.36,11.33,26.51,2022,mayo,2022-mayo,2022-05-01
2352,ALICANTE,20.26,0.92,11.54,13.94,26.58,2022,mayo,2022-mayo,2022-05-01
2353,ALMERIA,20.39,1.44,11.19,15.51,25.28,2022,mayo,2022-mayo,2022-05-01
2354,ARABA/ALAVA,15.95,0.39,8.05,8.64,23.28,2022,mayo,2022-mayo,2022-05-01
2355,ASTURIAS,15.09,1.06,6.23,11.39,18.8,2022,mayo,2022-mayo,2022-05-01
2356,AVILA,17.27,0.69,10.43,10.61,24.02,2022,mayo,2022-mayo,2022-05-01
2357,BADAJOZ,21.61,0.22,10.99,13.47,29.75,2022,mayo,2022-mayo,2022-05-01
2358,BARCELONA,20.11,0.82,9.85,15.01,25.2,2022,mayo,2022-mayo,2022-05-01
2359,BIZKAIA,16.89,0.87,6.3,12.4,21.4,2022,mayo,2022-mayo,2022-05-01
2360,BURGOS,15.42,0.55,8.54,7.72,23.12,2022,mayo,2022-mayo,2022-05-01
2361,CACERES,21.22,0.07,10.47,13.78,28.65,2022,mayo,2022-mayo,2022-05-01
2362,CADIZ,20.84,0.27,11.2,15.67,26.02,2022,mayo,2022-mayo,2022-05-01
2363,CANTABRIA,15.77,0.7,7.29,11.33,20.22,2022,mayo,2022-mayo,2022-05-01
2364,CASTELLON,16.88,3.17,10.2,11.5,22.25,2022,mayo,2022-mayo,2022-05-01
2365,CIUDAD REAL,20.25,0.27,11.05,12.06,28.44,2022,mayo,2022-mayo,2022-05-01
2366,CORDOBA,21.15,0.66,12.12,13.36,28.95,2022,mayo,2022-mayo,2022-05-01
2367,CUENCA,18.93,0.15,8.45,10.65,27.2,2022,mayo,2022-mayo,2022-05-01
2368,GIPUZKOA,17.21,1.25,6.38,12.71,21.72,2022,mayo,2022-mayo,2022-05-01
2369,GIRONA,16.92,1.44,9.33,9.7,24.14,2022,mayo,2022-mayo,2022-05-01
2370,GRANADA,20.28,0.34,10.99,11.42,29.15,2022,mayo,2022-mayo,2022-05-01
2371,GUADALAJARA,17.39,0.62,10.5,9.03,25.76,2022,mayo,2022-mayo,2022-05-01
2372,HUELVA,20.87,0.24,11.65,14.67,27.07,2022,mayo,2022-mayo,2022-05-01
2373,HUESCA,17.46,0.99,8.79,10.2,24.73,2022,mayo,2022-mayo,2022-05-01
2374,ILLES BALEARS,19.78,1.1,10.09,14.67,24.88,2022,mayo,2022-mayo,2022-05-01
2375,JAEN,21.79,0.35,10.34,14.26,29.31,2022,mayo,2022-mayo,2022-05-01
2376,LA RIOJA,18.93,0.49,9.67,11.57,26.28,2022,mayo,2022-mayo,2022-05-01
2377,LAS PALMAS,21.66,0.03,10.46,18.42,24.91,2022,mayo,2022-mayo,2022-05-01
2378,LEON,14.97,0.85,9.12,7.58,22.36,2022,mayo,2022-mayo,2022-05-01
2379,LLEIDA,18.16,1.18,11.07,10.38,25.94,2022,mayo,2022-mayo,2022-05-01
2380,LUGO,15.64,0.96,7.39,9.26,22.01,2022,mayo,2022-mayo,2022-05-01
2381,MADRID,18.09,0.39,10.6,11.16,25.04,2022,mayo,2022-mayo,2022-05-01
2382,MALAGA,20.92,0.36,9.72,16.15,25.7,2022,mayo,2022-mayo,2022-05-01
2383,MURCIA,20.63,1.11,11.33,14.04,27.24,2022,mayo,2022-mayo,2022-05-01
2384,NAVARRA,18.33,0.41,8.23,11.34,25.33,2022,mayo,2022-mayo,2022-05-01
2385,OURENSE,16.98,0.56,7.58,8.87,25.1,2022,mayo,2022-mayo,2022-05-01
2386,PALENCIA,15.26,0.57,8.37,7.17,23.34,2022,mayo,2022-mayo,2022-05-01
2387,PONTEVEDRA,17.78,1.73,8.07,12.29,23.26,2022,mayo,2022-mayo,2022-05-01
2388,SALAMANCA,16.58,0.19,9.24,9.26,23.89,2022,mayo,2022-mayo,2022-05-01
2389,SEGOVIA,14.77,0.79,9.79,9.14,20.4,2022,mayo,2022-mayo,2022-05-01
2390,SEVILLA,21.58,0.31,11.03,13.53,29.62,2022,mayo,2022-mayo,2022-05-01
2391,SORIA,15.95,0.51,9.71,8.68,23.24,2022,mayo,2022-mayo,2022-05-01
2392,STA. CRUZ DE TENERIFE,20.36,0.07,9.67,16.89,23.82,2022,mayo,2022-mayo,2022-05-01
2393,TARRAGONA,20.67,1.02,10.65,14.08,27.25,2022,mayo,2022-mayo,2022-05-01
2394,TERUEL,18.55,1.08,10.31,10.47,26.64,2022,mayo,2022-mayo,2022-05-01
2395,TOLEDO,20.65,0.2,11.69,12.51,28.8,2022,mayo,2022-mayo,2022-05-01
2396,VALENCIA,20.12,3.96,10.85,14.01,26.24,2022,mayo,2022-mayo,2022-05-01
2397,VALLADOLID,16.96,0.24,9.63,9.25,24.68,2022,mayo,2022-mayo,2022-05-01
2398,ZAMORA,17.15,0.57,9.18,9.01,25.3,2022,mayo,2022-mayo,2022-05-01
2399,ZARAGOZA,19.49,0.7,10.3,12.25,26.73,2022,mayo,2022-mayo,2022-05-01
2400,A CORUÑA,17.14,2.2,6.3,13.67,20.61,2022,junio,2022-junio,2022-06-01
2401,ALBACETE,24.45,0.09,11.86,16.37,32.52,2022,junio,2022-junio,2022-06-01
2402,ALICANTE,24.78,0.26,12.43,18.07,31.48,2022,junio,2022-junio,2022-06-01
2403,ALMERIA,23.68,0.05,10.98,18.65,28.7,2022,junio,2022-junio,2022-06-01
2404,ARABA/ALAVA,19.43,0.51,7.83,12.02,26.85,2022,junio,2022-junio,2022-06-01
2405,ASTURIAS,16.9,2.61,5.29,13.26,20.55,2022,junio,2022-junio,2022-06-01
2406,AVILA,20.0,0.26,10.6,13.17,26.81,2022,junio,2022-junio,2022-06-01
2407,BADAJOZ,24.24,0.04,11.13,16.17,32.31,2022,junio,2022-junio,2022-06-01
2408,BARCELONA,24.59,0.23,10.64,19.65,29.53,2022,junio,2022-junio,2022-06-01
2409,BIZKAIA,19.48,1.89,5.47,14.95,24.02,2022,junio,2022-junio,2022-06-01
2410,BURGOS,19.51,0.5,8.75,10.98,28.05,2022,junio,2022-junio,2022-06-01
2411,CACERES,24.07,0.19,10.42,16.64,31.5,2022,junio,2022-junio,2022-06-01
2412,CADIZ,22.75,0.0,12.15,17.98,27.52,2022,junio,2022-junio,2022-06-01
2413,CANTABRIA,18.47,1.79,6.55,14.03,22.9,2022,junio,2022-junio,2022-06-01
2414,CASTELLON,21.83,0.98,10.52,16.27,27.4,2022,junio,2022-junio,2022-06-01
2415,CIUDAD REAL,24.63,0.05,11.61,16.49,32.77,2022,junio,2022-junio,2022-06-01
2416,CORDOBA,24.73,0.0,13.05,16.68,32.78,2022,junio,2022-junio,2022-06-01
2417,CUENCA,23.7,0.06,9.2,14.89,32.5,2022,junio,2022-junio,2022-06-01
2418,GIPUZKOA,19.72,2.66,5.93,15.48,23.96,2022,junio,2022-junio,2022-06-01
2419,GIRONA,22.25,0.75,10.55,14.69,29.83,2022,junio,2022-junio,2022-06-01
2420,GRANADA,24.59,0.02,11.85,15.55,33.64,2022,junio,2022-junio,2022-06-01
2421,GUADALAJARA,20.76,0.17,11.87,12.01,29.52,2022,junio,2022-junio,2022-06-01
2422,HUELVA,23.22,0.01,12.69,17.08,29.35,2022,junio,2022-junio,2022-06-01
2423,HUESCA,22.06,1.17,8.73,14.44,29.68,2022,junio,2022-junio,2022-06-01
2424,ILLES BALEARS,24.48,0.08,10.92,19.33,29.63,2022,junio,2022-junio,2022-06-01
2425,JAEN,25.59,0.25,11.04,17.74,33.46,2022,junio,2022-junio,2022-06-01
2426,LA RIOJA,23.63,0.23,9.61,15.85,31.45,2022,junio,2022-junio,2022-06-01
2427,LAS PALMAS,22.73,0.01,9.7,19.73,25.73,2022,junio,2022-junio,2022-06-01
2428,LEON,17.74,1.37,8.85,10.85,24.62,2022,junio,2022-junio,2022-06-01
2429,LLEIDA,23.09,1.73,11.73,14.95,31.23,2022,junio,2022-junio,2022-06-01
2430,LUGO,16.9,3.11,5.11,11.57,22.25,2022,junio,2022-junio,2022-06-01
2431,MADRID,21.8,0.09,11.44,14.7,28.9,2022,junio,2022-junio,2022-06-01
2432,MALAGA,24.27,0.01,9.65,18.86,29.69,2022,junio,2022-junio,2022-06-01
2433,MURCIA,25.32,0.14,12.08,18.46,32.19,2022,junio,2022-junio,2022-06-01
2434,NAVARRA,22.58,0.45,8.31,15.17,29.94,2022,junio,2022-junio,2022-06-01
2435,OURENSE,18.08,2.2,6.48,11.39,24.77,2022,junio,2022-junio,2022-06-01
2436,PALENCIA,18.73,0.39,7.28,10.37,27.08,2022,junio,2022-junio,2022-06-01
2437,PONTEVEDRA,18.02,2.84,6.45,13.64,22.37,2022,junio,2022-junio,2022-06-01
2438,SALAMANCA,19.12,0.46,9.38,11.79,26.44,2022,junio,2022-junio,2022-06-01
2439,SEGOVIA,18.41,0.47,10.43,12.4,24.42,2022,junio,2022-junio,2022-06-01
2440,SEVILLA,24.28,0.01,12.11,15.85,32.71,2022,junio,2022-junio,2022-06-01
2441,SORIA,20.36,0.22,10.04,12.31,28.41,2022,junio,2022-junio,2022-06-01
2442,STA. CRUZ DE TENERIFE,21.5,0.09,8.98,18.24,24.75,2022,junio,2022-junio,2022-06-01
2443,TARRAGONA,25.48,0.49,10.56,19.41,31.54,2022,junio,2022-junio,2022-06-01
2444,TERUEL,23.88,0.7,10.88,15.08,32.68,2022,junio,2022-junio,2022-06-01
2445,TOLEDO,24.63,0.11,11.98,16.19,33.08,2022,junio,2022-junio,2022-06-01
2446,VALENCIA,25.27,0.24,11.86,19.01,31.53,2022,junio,2022-junio,2022-06-01
2447,VALLADOLID,20.7,0.69,10.31,12.44,28.95,2022,junio,2022-junio,2022-06-01
2448,ZAMORA,20.03,0.7,9.47,12.29,27.76,2022,junio,2022-junio,2022-06-01
2449,ZARAGOZA,24.43,0.53,11.23,16.58,32.28,2022,junio,2022-junio,2022-06-01
2450,A CORUÑA,20.66,0.12,9.78,15.87,25.46,2022,julio,2022-julio,2022-07-01
2451,ALBACETE,27.16,0.35,12.43,18.9,35.42,2022,julio,2022-julio,2022-07-01
2452,ALICANTE,27.26,0.0,12.21,20.86,33.68,2022,julio,2022-julio,2022-07-01
2453,ALMERIA,26.99,0.01,9.22,21.84,32.15,2022,julio,2022-julio,2022-07-01
2454,ARABA/ALAVA,20.91,0.09,9.35,12.35,29.46,2022,julio,2022-julio,2022-07-01
2455,ASTURIAS,19.65,0.75,8.08,15.7,23.62,2022,julio,2022-julio,2022-07-01
2456,AVILA,27.11,0.0,13.1,19.01,35.31,2022,julio,2022-julio,2022-07-01
2457,BADAJOZ,29.57,0.0,12.85,20.13,39.03,2022,julio,2022-julio,2022-07-01
2458,BARCELONA,26.76,0.45,10.91,21.46,32.08,2022,julio,2022-julio,2022-07-01
2459,BIZKAIA,21.86,0.18,9.22,16.96,26.76,2022,julio,2022-julio,2022-07-01
2460,BURGOS,22.49,0.07,10.99,12.89,32.09,2022,julio,2022-julio,2022-07-01
2461,CACERES,29.83,0.0,12.62,21.01,38.66,2022,julio,2022-julio,2022-07-01
2462,CADIZ,26.98,0.0,12.35,21.51,32.46,2022,julio,2022-julio,2022-07-01
2463,CANTABRIA,20.58,0.34,9.6,15.44,25.72,2022,julio,2022-julio,2022-07-01
2464,CASTELLON,23.92,1.63,10.34,18.18,29.67,2022,julio,2022-julio,2022-07-01
2465,CIUDAD REAL,29.17,0.02,12.64,20.38,37.95,2022,julio,2022-julio,2022-07-01
2466,CORDOBA,29.74,0.0,13.49,20.95,38.51,2022,julio,2022-julio,2022-07-01
2467,CUENCA,28.0,0.02,9.7,18.77,37.23,2022,julio,2022-julio,2022-07-01
2468,GIPUZKOA,21.73,0.74,8.85,17.02,26.44,2022,julio,2022-julio,2022-07-01
2469,GIRONA,24.52,0.26,11.11,16.7,32.35,2022,julio,2022-julio,2022-07-01
2470,GRANADA,28.63,0.0,12.7,18.95,38.3,2022,julio,2022-julio,2022-07-01
2471,GUADALAJARA,24.88,0.24,12.56,15.24,34.51,2022,julio,2022-julio,2022-07-01
2472,HUELVA,27.38,0.0,12.63,20.5,34.26,2022,julio,2022-julio,2022-07-01
2473,HUESCA,24.6,1.64,10.46,15.83,33.37,2022,julio,2022-julio,2022-07-01
2474,ILLES BALEARS,26.87,0.01,12.12,21.47,32.26,2022,julio,2022-julio,2022-07-01
2475,JAEN,30.31,0.01,12.04,21.83,38.79,2022,julio,2022-julio,2022-07-01
2476,LA RIOJA,25.34,0.24,12.35,16.7,33.96,2022,julio,2022-julio,2022-07-01
2477,LAS PALMAS,24.79,0.01,10.11,21.42,28.16,2022,julio,2022-julio,2022-07-01
2478,LEON,23.36,0.2,12.14,14.23,32.5,2022,julio,2022-julio,2022-07-01
2479,LLEIDA,25.06,1.19,12.17,16.84,33.27,2022,julio,2022-julio,2022-07-01
2480,LUGO,20.71,0.06,8.68,13.9,27.54,2022,julio,2022-julio,2022-07-01
2481,MADRID,26.88,0.11,12.73,19.03,34.74,2022,julio,2022-julio,2022-07-01
2482,MALAGA,26.53,0.01,10.16,21.96,31.12,2022,julio,2022-julio,2022-07-01
2483,MURCIA,27.87,0.02,11.96,21.46,34.27,2022,julio,2022-julio,2022-07-01
2484,NAVARRA,24.19,0.57,11.78,16.07,32.32,2022,julio,2022-julio,2022-07-01
2485,OURENSE,23.49,0.32,10.36,13.96,33.0,2022,julio,2022-julio,2022-07-01
2486,PALENCIA,22.61,0.19,10.34,13.08,32.13,2022,julio,2022-julio,2022-07-01
2487,PONTEVEDRA,23.31,0.13,11.52,16.68,29.93,2022,julio,2022-julio,2022-07-01
2488,SALAMANCA,24.22,0.11,11.97,15.09,33.35,2022,julio,2022-julio,2022-07-01
2489,SEGOVIA,23.8,0.22,12.68,17.26,30.33,2022,julio,2022-julio,2022-07-01
2490,SEVILLA,29.58,0.0,12.39,20.36,38.8,2022,julio,2022-julio,2022-07-01
2491,SORIA,24.34,0.04,11.62,14.81,33.85,2022,julio,2022-julio,2022-07-01
2492,STA. CRUZ DE TENERIFE,23.84,0.03,10.27,20.12,27.57,2022,julio,2022-julio,2022-07-01
2493,TARRAGONA,27.61,0.47,11.07,21.36,33.86,2022,julio,2022-julio,2022-07-01
2494,TERUEL,26.15,1.24,11.74,17.37,34.93,2022,julio,2022-julio,2022-07-01
2495,TOLEDO,29.62,0.01,13.05,20.27,38.98,2022,julio,2022-julio,2022-07-01
2496,VALENCIA,27.48,0.12,11.31,21.66,33.3,2022,julio,2022-julio,2022-07-01
2497,VALLADOLID,24.98,0.08,12.33,15.5,34.47,2022,julio,2022-julio,2022-07-01
2498,ZAMORA,24.96,0.04,12.09,15.19,34.74,2022,julio,2022-julio,2022-07-01
2499,ZARAGOZA,26.41,0.31,12.35,18.19,34.62,2022,julio,2022-julio,2022-07-01
2500,A CORUÑA,20.26,0.4,8.04,16.0,24.53,2022,agosto,2022-agosto,2022-08-01
2501,ALBACETE,25.79,0.93,11.01,17.93,33.65,2022,agosto,2022-agosto,2022-08-01
2502,ALICANTE,27.54,0.19,11.21,21.11,33.98,2022,agosto,2022-agosto,2022-08-01
2503,ALMERIA,27.33,0.09,6.4,21.95,32.7,2022,agosto,2022-agosto,2022-08-01
2504,ARABA/ALAVA,22.34,0.21,8.47,14.45,30.24,2022,agosto,2022-agosto,2022-08-01
2505,ASTURIAS,19.81,1.93,5.72,16.33,23.28,2022,agosto,2022-agosto,2022-08-01
2506,AVILA,25.09,0.16,11.4,17.75,32.44,2022,agosto,2022-agosto,2022-08-01
2507,BADAJOZ,27.65,0.03,11.68,19.03,36.26,2022,agosto,2022-agosto,2022-08-01
2508,BARCELONA,26.9,2.29,9.78,21.31,32.5,2022,agosto,2022-agosto,2022-08-01
2509,BIZKAIA,22.46,0.97,6.94,18.01,26.9,2022,agosto,2022-agosto,2022-08-01
2510,BURGOS,22.47,0.67,8.95,13.97,30.98,2022,agosto,2022-agosto,2022-08-01
2511,CACERES,28.04,0.03,11.7,19.86,36.22,2022,agosto,2022-agosto,2022-08-01
2512,CADIZ,25.4,0.05,10.61,20.53,30.26,2022,agosto,2022-agosto,2022-08-01
2513,CANTABRIA,21.41,1.67,7.01,16.83,25.98,2022,agosto,2022-agosto,2022-08-01
2514,CASTELLON,24.02,0.48,9.81,18.36,29.69,2022,agosto,2022-agosto,2022-08-01
2515,CIUDAD REAL,27.61,0.26,10.96,19.49,35.74,2022,agosto,2022-agosto,2022-08-01
2516,CORDOBA,27.99,0.11,12.5,19.99,36.0,2022,agosto,2022-agosto,2022-08-01
2517,CUENCA,26.33,0.31,9.19,18.39,34.26,2022,agosto,2022-agosto,2022-08-01
2518,GIPUZKOA,22.51,3.82,6.91,18.35,26.68,2022,agosto,2022-agosto,2022-08-01
2519,GIRONA,23.18,2.65,8.18,15.83,30.53,2022,agosto,2022-agosto,2022-08-01
2520,GRANADA,27.22,0.06,11.39,18.01,36.44,2022,agosto,2022-agosto,2022-08-01
2521,GUADALAJARA,23.6,0.61,10.57,15.03,32.18,2022,agosto,2022-agosto,2022-08-01
2522,HUELVA,25.08,0.15,11.0,18.87,31.29,2022,agosto,2022-agosto,2022-08-01
2523,HUESCA,23.73,1.59,8.9,15.59,31.87,2022,agosto,2022-agosto,2022-08-01
2524,ILLES BALEARS,27.29,0.86,10.68,22.19,32.41,2022,agosto,2022-agosto,2022-08-01
2525,JAEN,28.62,0.09,11.45,20.93,36.31,2022,agosto,2022-agosto,2022-08-01
2526,LA RIOJA,25.28,0.5,9.93,17.52,33.03,2022,agosto,2022-agosto,2022-08-01
2527,LAS PALMAS,24.88,0.04,10.29,21.92,27.84,2022,agosto,2022-agosto,2022-08-01
2528,LEON,22.78,0.89,10.52,14.69,30.88,2022,agosto,2022-agosto,2022-08-01
2529,LLEIDA,24.09,2.09,11.57,15.96,32.21,2022,agosto,2022-agosto,2022-08-01
2530,LUGO,20.83,0.46,7.42,14.34,27.31,2022,agosto,2022-agosto,2022-08-01
2531,MADRID,25.24,0.09,11.15,18.16,32.3,2022,agosto,2022-agosto,2022-08-01
2532,MALAGA,26.82,0.09,10.72,22.16,31.48,2022,agosto,2022-agosto,2022-08-01
2533,MURCIA,28.04,0.15,11.14,21.53,34.54,2022,agosto,2022-agosto,2022-08-01
2534,NAVARRA,24.74,1.06,9.58,17.18,32.29,2022,agosto,2022-agosto,2022-08-01
2535,OURENSE,23.08,0.25,9.13,14.12,32.05,2022,agosto,2022-agosto,2022-08-01
2536,PALENCIA,22.25,0.92,8.76,13.36,31.13,2022,agosto,2022-agosto,2022-08-01
2537,PONTEVEDRA,21.82,0.5,10.45,16.08,27.56,2022,agosto,2022-agosto,2022-08-01
2538,SALAMANCA,23.19,0.31,11.38,14.77,31.62,2022,agosto,2022-agosto,2022-08-01
2539,SEGOVIA,22.2,0.12,10.5,16.18,28.22,2022,agosto,2022-agosto,2022-08-01
2540,SEVILLA,27.63,0.09,11.29,19.28,36.0,2022,agosto,2022-agosto,2022-08-01
2541,SORIA,23.2,0.85,10.36,14.73,31.67,2022,agosto,2022-agosto,2022-08-01
2542,STA. CRUZ DE TENERIFE,23.91,0.16,9.65,20.51,27.32,2022,agosto,2022-agosto,2022-08-01
2543,TARRAGONA,27.98,1.0,10.22,21.66,34.29,2022,agosto,2022-agosto,2022-08-01
2544,TERUEL,25.61,0.73,9.65,17.25,33.97,2022,agosto,2022-agosto,2022-08-01
2545,TOLEDO,27.98,0.22,11.88,19.32,36.66,2022,agosto,2022-agosto,2022-08-01
2546,VALENCIA,27.87,0.89,10.97,21.72,34.02,2022,agosto,2022-agosto,2022-08-01
2547,VALLADOLID,24.15,0.58,11.27,15.73,32.56,2022,agosto,2022-agosto,2022-08-01
2548,ZAMORA,24.38,0.69,11.24,15.47,33.28,2022,agosto,2022-agosto,2022-08-01
2549,ZARAGOZA,26.29,0.58,10.62,18.54,34.05,2022,agosto,2022-agosto,2022-08-01
2550,A CORUÑA,18.68,3.23,6.82,14.81,22.55,2022,septiembre,2022-septiembre,2022-09-01
2551,ALBACETE,21.63,0.98,8.62,15.06,28.21,2022,septiembre,2022-septiembre,2022-09-01
2552,ALICANTE,24.68,2.38,8.54,18.81,30.55,2022,septiembre,2022-septiembre,2022-09-01
2553,ALMERIA,23.9,0.09,6.97,19.04,28.77,2022,septiembre,2022-septiembre,2022-09-01
2554,ARABA/ALAVA,17.24,0.65,6.81,9.42,25.05,2022,septiembre,2022-septiembre,2022-09-01
2555,ASTURIAS,17.77,2.34,6.39,13.95,21.59,2022,septiembre,2022-septiembre,2022-09-01
2556,AVILA,19.15,1.6,8.44,12.53,25.77,2022,septiembre,2022-septiembre,2022-09-01
2557,BADAJOZ,22.54,1.21,9.12,15.68,29.4,2022,septiembre,2022-septiembre,2022-09-01
2558,BARCELONA,22.93,0.8,7.27,18.04,27.82,2022,septiembre,2022-septiembre,2022-09-01
2559,BIZKAIA,19.53,3.53,5.52,14.64,24.43,2022,septiembre,2022-septiembre,2022-09-01
2560,BURGOS,16.79,0.48,6.89,9.2,24.38,2022,septiembre,2022-septiembre,2022-09-01
2561,CACERES,22.33,1.05,8.84,15.88,28.79,2022,septiembre,2022-septiembre,2022-09-01
2562,CADIZ,22.49,0.37,9.48,18.11,26.88,2022,septiembre,2022-septiembre,2022-09-01
2563,CANTABRIA,18.55,3.38,6.42,13.75,23.34,2022,septiembre,2022-septiembre,2022-09-01
2564,CASTELLON,19.59,0.98,7.47,14.68,24.51,2022,septiembre,2022-septiembre,2022-09-01
2565,CIUDAD REAL,21.81,0.27,9.53,14.63,28.98,2022,septiembre,2022-septiembre,2022-09-01
2566,CORDOBA,22.9,0.55,11.06,16.07,29.74,2022,septiembre,2022-septiembre,2022-09-01
2567,CUENCA,20.54,1.2,8.01,13.12,27.95,2022,septiembre,2022-septiembre,2022-09-01
2568,GIPUZKOA,19.34,4.78,6.0,14.84,23.84,2022,septiembre,2022-septiembre,2022-09-01
2569,GIRONA,18.77,3.22,7.54,12.56,24.99,2022,septiembre,2022-septiembre,2022-09-01
2570,GRANADA,22.73,0.17,9.75,14.61,30.84,2022,septiembre,2022-septiembre,2022-09-01
2571,GUADALAJARA,17.88,0.98,8.75,10.36,25.41,2022,septiembre,2022-septiembre,2022-09-01
2572,HUELVA,22.87,0.58,10.12,17.53,28.21,2022,septiembre,2022-septiembre,2022-09-01
2573,HUESCA,18.03,2.13,6.96,11.47,24.59,2022,septiembre,2022-septiembre,2022-09-01
2574,ILLES BALEARS,24.33,2.28,7.85,19.99,28.69,2022,septiembre,2022-septiembre,2022-09-01
2575,JAEN,23.29,0.5,9.39,16.58,29.99,2022,septiembre,2022-septiembre,2022-09-01
2576,LA RIOJA,20.23,0.61,7.9,13.13,27.33,2022,septiembre,2022-septiembre,2022-09-01
2577,LAS PALMAS,24.6,3.35,8.27,21.88,27.34,2022,septiembre,2022-septiembre,2022-09-01
2578,LEON,16.99,1.15,7.58,10.32,23.66,2022,septiembre,2022-septiembre,2022-09-01
2579,LLEIDA,19.03,1.56,9.4,12.19,25.86,2022,septiembre,2022-septiembre,2022-09-01
2580,LUGO,17.17,1.02,6.13,11.07,23.27,2022,septiembre,2022-septiembre,2022-09-01
2581,MADRID,18.9,1.71,8.37,12.85,24.95,2022,septiembre,2022-septiembre,2022-09-01
2582,MALAGA,23.98,0.18,9.26,19.0,28.96,2022,septiembre,2022-septiembre,2022-09-01
2583,MURCIA,24.96,1.19,8.4,19.03,30.89,2022,septiembre,2022-septiembre,2022-09-01
2584,NAVARRA,19.65,1.19,7.18,12.87,26.44,2022,septiembre,2022-septiembre,2022-09-01
