,provincia,media_tmed,media_prec,media_sol,media_tmin,media_tmax,año,mes,fecha_str,fecha
2040,SEVILLA,24.28,1.95,9.01,17.42,31.16,2021,septiembre,2021-septiembre,2021-09-01
2041,SORIA,17.26,2.38,7.64,11.01,23.52,2021,septiembre,2021-septiembre,2021-09-01
2042,STA. CRUZ DE TENERIFE,23.65,0.07,8.57,20.46,26.83,2021,septiembre,2021-septiembre,2021-09-01
2043,TARRAGONA,23.66,2.76,6.61,18.47,28.87,2021,septiembre,2021-septiembre,2021-09-01
2044,TERUEL,19.59,1.74,7.39,13.21,25.98,2021,septiembre,2021-septiembre,2021-09-01
2045,TOLEDO,21.37,2.02,8.79,14.99,27.75,2021,septiembre,2021-septiembre,2021-09-01
2046,VALENCIA,23.69,3.95,7.83,18.76,28.64,2021,septiembre,2021-septiembre,2021-09-01
2047,VALLADOLID,18.18,2.37,7.24,12.01,24.35,2021,septiembre,2021-septiembre,2021-09-01
2048,ZAMORA,17.94,2.31,7.23,11.42,24.45,2021,septiembre,2021-septiembre,2021-09-01
2049,ZARAGOZA,20.4,2.17,7.73,14.46,26.34,2021,septiembre,2021-septiembre,2021-09-01
2050,A CORUÑA,11.24,2.29,5.31,7.81,14.67,2021,noviembre,2021-noviembre,2021-11-01
2051,ALBACETE,8.4,0.98,6.03,3.59,13.22,2021,noviembre,2021-noviembre,2021-11-01
2052,ALICANTE,13.71,3.09,5.87,8.9,18.52,2021,noviembre,2021-noviembre,2021-11-01
2053,ALMERIA,13.87,0.21,7.84,9.29,18.45,2021,noviembre,2021-noviembre,2021-11-01
2054,ARABA/ALAVA,7.19,5.98,2.37,3.79,10.59,2021,noviembre,2021-noviembre,2021-11-01
2055,ASTURIAS,9.36,8.7,3.37,6.19,12.52,2021,noviembre,2021-noviembre,2021-11-01
2056,AVILA,7.44,0.66,4.36,2.88,12.01,2021,noviembre,2021-noviembre,2021-11-01
2057,BADAJOZ,10.57,0.28,6.34,4.92,16.23,2021,noviembre,2021-noviembre,2021-11-01
2058,BARCELONA,11.83,2.51,3.96,7.73,15.94,2021,noviembre,2021-noviembre,2021-11-01
2059,BIZKAIA,10.42,11.56,2.13,7.58,13.25,2021,noviembre,2021-noviembre,2021-11-01
2060,BURGOS,5.51,2.31,3.02,1.25,9.77,2021,noviembre,2021-noviembre,2021-11-01
2061,CACERES,10.4,0.07,7.51,5.06,15.74,2021,noviembre,2021-noviembre,2021-11-01
2062,CADIZ,13.67,1.63,7.2,9.42,17.92,2021,noviembre,2021-noviembre,2021-11-01
2063,CANTABRIA,9.93,8.9,2.79,6.84,13.04,2021,noviembre,2021-noviembre,2021-11-01
2064,CASTELLON,8.33,1.36,6.1,4.56,12.09,2021,noviembre,2021-noviembre,2021-11-01
2065,CIUDAD REAL,8.44,0.75,5.79,2.98,13.92,2021,noviembre,2021-noviembre,2021-11-01
2066,CORDOBA,10.62,0.85,7.81,5.57,15.66,2021,noviembre,2021-noviembre,2021-11-01
2067,CUENCA,7.8,1.89,4.96,2.26,13.34,2021,noviembre,2021-noviembre,2021-11-01
2068,GIPUZKOA,9.87,9.93,2.13,7.21,12.53,2021,noviembre,2021-noviembre,2021-11-01
2069,GIRONA,7.53,2.72,4.38,2.4,12.66,2021,noviembre,2021-noviembre,2021-11-01
2070,GRANADA,9.44,1.03,6.12,3.41,15.48,2021,noviembre,2021-noviembre,2021-11-01
2071,GUADALAJARA,5.63,1.46,4.87,-0.07,11.33,2021,noviembre,2021-noviembre,2021-11-01
2072,HUELVA,13.89,0.65,7.96,8.57,19.21,2021,noviembre,2021-noviembre,2021-11-01
2073,HUESCA,6.57,2.65,5.25,1.51,11.62,2021,noviembre,2021-noviembre,2021-11-01
2074,ILLES BALEARS,13.34,8.78,3.02,10.52,16.16,2021,noviembre,2021-noviembre,2021-11-01
2075,JAEN,10.21,1.57,5.71,5.42,14.99,2021,noviembre,2021-noviembre,2021-11-01
2076,LA RIOJA,8.78,3.15,4.01,4.84,12.7,2021,noviembre,2021-noviembre,2021-11-01
2077,LAS PALMAS,20.56,0.35,6.67,17.65,23.47,2021,noviembre,2021-noviembre,2021-11-01
2078,LEON,5.41,1.68,5.05,0.31,10.51,2021,noviembre,2021-noviembre,2021-11-01
2079,LLEIDA,6.61,1.89,5.99,0.91,12.29,2021,noviembre,2021-noviembre,2021-11-01
2080,LUGO,7.85,3.0,4.0,3.04,12.68,2021,noviembre,2021-noviembre,2021-11-01
2081,MADRID,6.63,1.03,6.18,2.07,11.2,2021,noviembre,2021-noviembre,2021-11-01
2082,MALAGA,14.5,0.48,5.54,9.58,19.4,2021,noviembre,2021-noviembre,2021-11-01
2083,MURCIA,13.77,1.4,6.57,8.53,19.0,2021,noviembre,2021-noviembre,2021-11-01
2084,NAVARRA,8.2,5.75,3.28,4.55,11.86,2021,noviembre,2021-noviembre,2021-11-01
2085,OURENSE,7.83,0.9,4.16,2.24,13.42,2021,noviembre,2021-noviembre,2021-11-01
2086,PALENCIA,5.25,1.52,5.35,0.2,10.3,2021,noviembre,2021-noviembre,2021-11-01
2087,PONTEVEDRA,11.09,1.52,6.51,6.46,15.73,2021,noviembre,2021-noviembre,2021-11-01
2088,SALAMANCA,5.64,0.9,5.91,0.43,10.84,2021,noviembre,2021-noviembre,2021-11-01
2089,SEGOVIA,3.02,1.66,3.2,-0.11,6.15,2021,noviembre,2021-noviembre,2021-11-01
2090,SEVILLA,12.05,0.88,7.5,5.87,18.24,2021,noviembre,2021-noviembre,2021-11-01
2091,SORIA,5.85,2.36,6.15,0.76,10.94,2021,noviembre,2021-noviembre,2021-11-01
2092,STA. CRUZ DE TENERIFE,18.89,1.33,5.5,16.08,21.7,2021,noviembre,2021-noviembre,2021-11-01
2093,TARRAGONA,12.52,5.45,5.97,7.75,17.29,2021,noviembre,2021-noviembre,2021-11-01
2094,TERUEL,7.39,1.84,4.83,2.63,12.16,2021,noviembre,2021-noviembre,2021-11-01
2095,TOLEDO,8.66,0.58,6.77,3.17,14.15,2021,noviembre,2021-noviembre,2021-11-01
2096,VALENCIA,13.31,2.8,5.99,8.66,17.96,2021,noviembre,2021-noviembre,2021-11-01
2097,VALLADOLID,5.76,1.74,6.07,0.69,10.82,2021,noviembre,2021-noviembre,2021-11-01
2098,ZAMORA,6.5,0.96,6.17,0.51,12.5,2021,noviembre,2021-noviembre,2021-11-01
2099,ZARAGOZA,8.16,2.78,5.38,3.95,12.39,2021,noviembre,2021-noviembre,2021-11-01
2100,A CORUÑA,12.08,4.54,3.43,9.24,14.92,2021,diciembre,2021-diciembre,2021-12-01
2101,ALBACETE,8.97,0.35,5.28,4.37,13.58,2021,diciembre,2021-diciembre,2021-12-01
2102,ALICANTE,13.29,0.05,5.62,8.22,18.37,2021,diciembre,2021-diciembre,2021-12-01
2103,ALMERIA,13.89,0.07,5.98,9.39,18.39,2021,diciembre,2021-diciembre,2021-12-01
2104,ARABA/ALAVA,6.58,6.45,3.07,2.9,10.26,2021,diciembre,2021-diciembre,2021-12-01
2105,ASTURIAS,10.3,5.25,3.51,6.87,13.73,2021,diciembre,2021-diciembre,2021-12-01
2106,AVILA,8.14,0.85,4.1,3.58,12.71,2021,diciembre,2021-diciembre,2021-12-01
2107,BADAJOZ,11.09,1.99,4.86,6.39,15.79,2021,diciembre,2021-diciembre,2021-12-01
2108,BARCELONA,10.64,0.06,5.22,6.16,15.13,2021,diciembre,2021-diciembre,2021-12-01
2109,BIZKAIA,11.85,6.96,3.63,7.96,15.74,2021,diciembre,2021-diciembre,2021-12-01
2110,BURGOS,6.12,1.95,2.2,1.79,10.45,2021,diciembre,2021-diciembre,2021-12-01
2111,CACERES,10.86,1.99,4.89,6.83,14.87,2021,diciembre,2021-diciembre,2021-12-01
2112,CADIZ,13.79,5.11,6.22,10.36,17.21,2021,diciembre,2021-diciembre,2021-12-01
2113,CANTABRIA,10.44,5.48,3.52,6.42,14.44,2021,diciembre,2021-diciembre,2021-12-01
2114,CASTELLON,9.34,0.15,6.41,4.8,13.86,2021,diciembre,2021-diciembre,2021-12-01
2115,CIUDAD REAL,8.5,0.87,4.49,3.45,13.55,2021,diciembre,2021-diciembre,2021-12-01
2116,CORDOBA,10.9,2.3,6.09,6.14,15.65,2021,diciembre,2021-diciembre,2021-12-01
2117,CUENCA,8.02,1.12,3.6,2.71,13.33,2021,diciembre,2021-diciembre,2021-12-01
2118,GIPUZKOA,10.88,9.09,3.16,7.15,14.61,2021,diciembre,2021-diciembre,2021-12-01
2119,GIRONA,6.55,0.31,4.81,0.63,12.46,2021,diciembre,2021-diciembre,2021-12-01
2120,GRANADA,9.3,0.85,5.25,3.18,15.43,2021,diciembre,2021-diciembre,2021-12-01
2121,GUADALAJARA,6.54,0.79,3.82,1.0,12.09,2021,diciembre,2021-diciembre,2021-12-01
2122,HUELVA,13.77,3.5,6.07,9.61,17.93,2021,diciembre,2021-diciembre,2021-12-01
2123,HUESCA,5.81,4.6,3.42,1.68,9.94,2021,diciembre,2021-diciembre,2021-12-01
2124,ILLES BALEARS,12.23,0.75,4.92,8.28,16.19,2021,diciembre,2021-diciembre,2021-12-01
2125,JAEN,10.32,1.95,4.83,5.75,14.88,2021,diciembre,2021-diciembre,2021-12-01
2126,LA RIOJA,7.08,1.83,2.35,4.05,10.11,2021,diciembre,2021-diciembre,2021-12-01
2127,LAS PALMAS,19.34,0.05,6.56,16.26,22.41,2021,diciembre,2021-diciembre,2021-12-01
2128,LEON,6.07,2.74,3.13,2.27,9.86,2021,diciembre,2021-diciembre,2021-12-01
2129,LLEIDA,4.99,1.59,3.46,0.11,9.88,2021,diciembre,2021-diciembre,2021-12-01
2130,LUGO,8.68,3.08,2.57,4.32,13.06,2021,diciembre,2021-diciembre,2021-12-01
2131,MADRID,7.11,1.49,4.78,2.91,11.31,2021,diciembre,2021-diciembre,2021-12-01
2132,MALAGA,14.26,1.71,3.39,10.41,18.1,2021,diciembre,2021-diciembre,2021-12-01
2133,MURCIA,13.07,0.09,5.46,8.07,18.07,2021,diciembre,2021-diciembre,2021-12-01
2134,NAVARRA,6.56,6.19,1.73,2.86,10.27,2021,diciembre,2021-diciembre,2021-12-01
2135,OURENSE,9.04,3.54,2.94,4.92,13.16,2021,diciembre,2021-diciembre,2021-12-01
2136,PALENCIA,6.32,1.72,3.97,1.42,11.22,2021,diciembre,2021-diciembre,2021-12-01
2137,PONTEVEDRA,11.79,8.43,3.34,8.75,14.84,2021,diciembre,2021-diciembre,2021-12-01
2138,SALAMANCA,6.72,1.73,3.74,2.16,11.28,2021,diciembre,2021-diciembre,2021-12-01
2139,SEGOVIA,5.55,2.5,2.75,2.27,8.84,2021,diciembre,2021-diciembre,2021-12-01
2140,SEVILLA,12.21,2.87,6.14,6.74,17.67,2021,diciembre,2021-diciembre,2021-12-01
2141,SORIA,6.38,1.08,4.31,1.04,11.74,2021,diciembre,2021-diciembre,2021-12-01
2142,STA. CRUZ DE TENERIFE,17.61,0.47,6.22,14.63,20.58,2021,diciembre,2021-diciembre,2021-12-01
2143,TARRAGONA,11.59,0.04,6.3,6.79,16.39,2021,diciembre,2021-diciembre,2021-12-01
2144,TERUEL,7.27,0.31,4.73,2.03,12.51,2021,diciembre,2021-diciembre,2021-12-01
2145,TOLEDO,8.58,0.9,5.96,3.48,13.69,2021,diciembre,2021-diciembre,2021-12-01
2146,VALENCIA,12.87,0.19,5.96,8.01,17.73,2021,diciembre,2021-diciembre,2021-12-01
2147,VALLADOLID,6.83,1.21,4.02,2.35,11.31,2021,diciembre,2021-diciembre,2021-12-01
2148,ZAMORA,7.14,1.25,3.11,2.95,11.34,2021,diciembre,2021-diciembre,2021-12-01
2149,ZARAGOZA,6.96,0.92,2.91,3.08,10.84,2021,diciembre,2021-diciembre,2021-12-01
2150,A CORUÑA,10.13,1.5,5.34,6.19,14.07,2022,enero,2022-enero,2022-01-01
2151,ALBACETE,6.38,0.05,7.02,0.03,12.74,2022,enero,2022-enero,2022-01-01
2152,ALICANTE,9.92,0.43,6.69,3.55,16.28,2022,enero,2022-enero,2022-01-01
2153,ALMERIA,11.84,0.12,6.78,7.02,16.65,2022,enero,2022-enero,2022-01-01
2154,ARABA/ALAVA,4.65,2.54,5.42,-1.28,10.59,2022,enero,2022-enero,2022-01-01
2155,ASTURIAS,8.33,1.62,4.99,4.6,12.05,2022,enero,2022-enero,2022-01-01
2156,AVILA,5.7,0.18,5.94,-0.2,11.59,2022,enero,2022-enero,2022-01-01
2157,BADAJOZ,9.02,0.14,7.55,2.72,15.32,2022,enero,2022-enero,2022-01-01
2158,BARCELONA,8.91,0.24,6.18,3.7,14.13,2022,enero,2022-enero,2022-01-01
2159,BIZKAIA,8.69,3.31,4.8,4.67,12.7,2022,enero,2022-enero,2022-01-01
2160,BURGOS,3.54,0.64,4.91,-2.9,9.97,2022,enero,2022-enero,2022-01-01
2161,CACERES,8.38,0.19,8.05,2.64,14.12,2022,enero,2022-enero,2022-01-01
2162,CADIZ,12.33,0.38,7.47,8.2,16.46,2022,enero,2022-enero,2022-01-01
2163,CANTABRIA,7.8,2.02,4.84,3.33,12.26,2022,enero,2022-enero,2022-01-01
2164,CASTELLON,6.64,0.2,7.3,1.33,11.95,2022,enero,2022-enero,2022-01-01
2165,CIUDAD REAL,6.02,0.36,7.23,-1.01,13.05,2022,enero,2022-enero,2022-01-01
2166,CORDOBA,9.3,0.16,8.05,3.42,15.18,2022,enero,2022-enero,2022-01-01
2167,CUENCA,6.2,0.34,6.9,-1.23,13.64,2022,enero,2022-enero,2022-01-01
2168,GIPUZKOA,7.8,4.12,4.23,3.73,11.88,2022,enero,2022-enero,2022-01-01
2169,GIRONA,4.85,0.12,6.42,-2.51,12.22,2022,enero,2022-enero,2022-01-01
2170,GRANADA,7.37,0.23,6.84,-0.24,14.97,2022,enero,2022-enero,2022-01-01
2171,GUADALAJARA,3.68,0.3,7.07,-4.58,11.93,2022,enero,2022-enero,2022-01-01
2172,HUELVA,12.11,0.11,8.27,6.64,17.57,2022,enero,2022-enero,2022-01-01
2173,HUESCA,5.12,1.14,6.02,-0.96,11.21,2022,enero,2022-enero,2022-01-01
2174,ILLES BALEARS,9.73,0.55,6.1,4.95,14.51,2022,enero,2022-enero,2022-01-01
2175,JAEN,8.7,0.38,7.02,3.06,14.33,2022,enero,2022-enero,2022-01-01
2176,LA RIOJA,5.95,0.39,6.0,0.65,11.27,2022,enero,2022-enero,2022-01-01
2177,LAS PALMAS,18.73,0.48,6.72,15.67,21.8,2022,enero,2022-enero,2022-01-01
2178,LEON,3.98,0.46,6.19,-1.97,9.94,2022,enero,2022-enero,2022-01-01
2179,LLEIDA,3.52,1.42,7.29,-3.38,10.42,2022,enero,2022-enero,2022-01-01
2180,LUGO,6.47,1.2,4.94,0.71,12.22,2022,enero,2022-enero,2022-01-01
2181,MADRID,5.05,0.55,7.1,-0.46,10.56,2022,enero,2022-enero,2022-01-01
2182,MALAGA,12.68,0.25,3.61,8.75,16.6,2022,enero,2022-enero,2022-01-01
2183,MURCIA,10.19,0.34,6.51,4.21,16.22,2022,enero,2022-enero,2022-01-01
2184,NAVARRA,5.59,3.29,6.28,-0.19,11.35,2022,enero,2022-enero,2022-01-01
2185,OURENSE,6.26,0.77,5.07,-0.59,13.11,2022,enero,2022-enero,2022-01-01
2186,PALENCIA,4.05,0.33,6.66,-2.29,10.39,2022,enero,2022-enero,2022-01-01
2187,PONTEVEDRA,10.09,2.79,6.36,5.33,14.84,2022,enero,2022-enero,2022-01-01
2188,SALAMANCA,4.54,0.24,7.02,-1.95,11.04,2022,enero,2022-enero,2022-01-01
2189,SEGOVIA,3.37,0.67,5.26,-0.68,7.42,2022,enero,2022-enero,2022-01-01
2190,SEVILLA,10.43,0.11,7.75,3.8,17.06,2022,enero,2022-enero,2022-01-01
2191,SORIA,4.51,0.12,7.83,-3.21,12.23,2022,enero,2022-enero,2022-01-01
2192,STA. CRUZ DE TENERIFE,17.09,1.49,6.4,14.05,20.14,2022,enero,2022-enero,2022-01-01
2193,TARRAGONA,9.21,0.11,7.97,2.46,15.97,2022,enero,2022-enero,2022-01-01
2194,TERUEL,4.88,0.1,7.53,-2.44,12.21,2022,enero,2022-enero,2022-01-01
2195,TOLEDO,6.55,0.22,7.52,-0.44,13.53,2022,enero,2022-enero,2022-01-01
2196,VALENCIA,9.85,0.5,7.05,3.66,16.05,2022,enero,2022-enero,2022-01-01
2197,VALLADOLID,4.35,0.26,7.14,-1.95,10.66,2022,enero,2022-enero,2022-01-01
2198,ZAMORA,4.13,0.08,6.48,-2.85,11.11,2022,enero,2022-enero,2022-01-01
2199,ZARAGOZA,5.2,0.49,6.89,-1.2,11.61,2022,enero,2022-enero,2022-01-01
2200,A CORUÑA,10.77,1.52,5.41,6.92,14.62,2022,febrero,2022-febrero,2022-02-01
2201,ALBACETE,9.52,0.19,7.16,3.15,15.88,2022,febrero,2022-febrero,2022-02-01
2202,ALICANTE,12.17,0.07,7.18,5.99,18.34,2022,febrero,2022-febrero,2022-02-01
2203,ALMERIA,13.34,0.17,7.19,8.21,18.48,2022,febrero,2022-febrero,2022-02-01
2204,ARABA/ALAVA,6.51,0.37,5.07,-0.24,13.27,2022,febrero,2022-febrero,2022-02-01
2205,ASTURIAS,9.59,1.45,5.69,5.62,13.57,2022,febrero,2022-febrero,2022-02-01
2206,AVILA,8.62,0.22,6.79,2.16,15.05,2022,febrero,2022-febrero,2022-02-01
2207,BADAJOZ,11.33,0.14,7.32,4.49,18.18,2022,febrero,2022-febrero,2022-02-01
2208,BARCELONA,11.38,0.09,6.04,6.65,16.11,2022,febrero,2022-febrero,2022-02-01
2209,BIZKAIA,10.15,1.44,4.19,5.42,14.89,2022,febrero,2022-febrero,2022-02-01
2210,BURGOS,5.58,0.16,5.07,-1.56,12.71,2022,febrero,2022-febrero,2022-02-01
2211,CACERES,10.97,0.19,7.71,4.75,17.19,2022,febrero,2022-febrero,2022-02-01
2212,CADIZ,13.89,0.23,7.33,9.2,18.58,2022,febrero,2022-febrero,2022-02-01
2213,CANTABRIA,9.12,1.12,5.4,4.4,13.85,2022,febrero,2022-febrero,2022-02-01
2214,CASTELLON,8.76,0.29,7.28,3.66,13.85,2022,febrero,2022-febrero,2022-02-01
2215,CIUDAD REAL,9.49,0.34,7.2,2.17,16.82,2022,febrero,2022-febrero,2022-02-01
2216,CORDOBA,11.87,0.44,8.31,5.53,18.22,2022,febrero,2022-febrero,2022-02-01
2217,CUENCA,8.36,0.26,6.5,0.73,15.99,2022,febrero,2022-febrero,2022-02-01
2218,GIPUZKOA,9.69,1.95,4.38,5.24,14.15,2022,febrero,2022-febrero,2022-02-01
2219,GIRONA,7.55,0.34,6.48,0.7,14.4,2022,febrero,2022-febrero,2022-02-01
2220,GRANADA,10.78,0.47,6.85,2.72,18.84,2022,febrero,2022-febrero,2022-02-01
2221,GUADALAJARA,6.46,0.18,6.96,-2.01,14.93,2022,febrero,2022-febrero,2022-02-01
2222,HUELVA,13.84,0.19,8.25,8.15,19.52,2022,febrero,2022-febrero,2022-02-01
2223,HUESCA,7.7,0.73,6.36,1.32,14.08,2022,febrero,2022-febrero,2022-02-01
2224,ILLES BALEARS,11.28,0.13,7.32,6.25,16.31,2022,febrero,2022-febrero,2022-02-01
2225,JAEN,11.66,0.36,6.98,5.38,17.95,2022,febrero,2022-febrero,2022-02-01
2226,LA RIOJA,8.44,0.06,6.74,1.87,15.0,2022,febrero,2022-febrero,2022-02-01
2227,LAS PALMAS,19.76,0.35,7.38,16.41,23.1,2022,febrero,2022-febrero,2022-02-01
2228,LEON,5.84,0.27,6.73,-0.7,12.39,2022,febrero,2022-febrero,2022-02-01
2229,LLEIDA,7.44,0.49,7.67,0.16,14.73,2022,febrero,2022-febrero,2022-02-01
2230,LUGO,7.91,0.96,5.08,1.55,14.25,2022,febrero,2022-febrero,2022-02-01
2231,MADRID,8.15,0.4,7.05,1.97,14.33,2022,febrero,2022-febrero,2022-02-01
2232,MALAGA,14.38,0.17,5.64,10.02,18.74,2022,febrero,2022-febrero,2022-02-01
2233,MURCIA,12.49,0.09,7.06,6.35,18.64,2022,febrero,2022-febrero,2022-02-01
2234,NAVARRA,8.14,0.54,5.96,2.09,14.19,2022,febrero,2022-febrero,2022-02-01
2235,OURENSE,8.12,0.57,5.12,1.0,15.23,2022,febrero,2022-febrero,2022-02-01
2236,PALENCIA,5.78,0.29,6.51,-1.47,13.03,2022,febrero,2022-febrero,2022-02-01
2237,PONTEVEDRA,11.22,1.59,5.68,6.47,15.98,2022,febrero,2022-febrero,2022-02-01
2238,SALAMANCA,6.79,0.12,6.63,-0.13,13.71,2022,febrero,2022-febrero,2022-02-01
2239,SEGOVIA,5.74,0.4,5.59,1.1,10.37,2022,febrero,2022-febrero,2022-02-01
2240,SEVILLA,12.9,0.21,7.95,5.72,20.09,2022,febrero,2022-febrero,2022-02-01
2241,SORIA,6.46,0.24,7.03,-0.81,13.74,2022,febrero,2022-febrero,2022-02-01
2242,STA. CRUZ DE TENERIFE,17.43,1.32,7.12,14.14,20.73,2022,febrero,2022-febrero,2022-02-01
2243,TARRAGONA,12.25,0.01,6.91,6.21,18.27,2022,febrero,2022-febrero,2022-02-01
2244,TERUEL,8.05,0.06,7.14,0.84,15.25,2022,febrero,2022-febrero,2022-02-01
2245,TOLEDO,9.38,0.28,7.25,2.08,16.69,2022,febrero,2022-febrero,2022-02-01
2246,VALENCIA,12.33,0.29,7.07,6.42,18.23,2022,febrero,2022-febrero,2022-02-01
2247,VALLADOLID,6.51,0.1,6.66,-0.38,13.41,2022,febrero,2022-febrero,2022-02-01
2248,ZAMORA,6.67,0.14,6.58,-0.79,14.12,2022,febrero,2022-febrero,2022-02-01
2249,ZARAGOZA,8.72,0.05,6.98,2.23,15.21,2022,febrero,2022-febrero,2022-02-01
2250,A CORUÑA,11.49,3.75,5.26,7.62,15.37,2022,marzo,2022-marzo,2022-03-01
2251,ALBACETE,9.29,2.7,2.98,5.73,12.84,2022,marzo,2022-marzo,2022-03-01
2252,ALICANTE,12.99,7.07,3.7,9.32,16.67,2022,marzo,2022-marzo,2022-03-01
2253,ALMERIA,14.21,2.83,4.93,10.38,18.03,2022,marzo,2022-marzo,2022-03-01
2254,ARABA/ALAVA,8.56,1.63,3.27,3.99,13.13,2022,marzo,2022-marzo,2022-03-01
2255,ASTURIAS,9.97,3.3,4.06,6.28,13.67,2022,marzo,2022-marzo,2022-03-01
2256,AVILA,8.61,4.78,3.47,4.94,12.3,2022,marzo,2022-marzo,2022-03-01
2257,BADAJOZ,12.21,2.77,4.73,7.5,16.92,2022,marzo,2022-marzo,2022-03-01
2258,BARCELONA,11.89,2.65,2.65,8.78,14.99,2022,marzo,2022-marzo,2022-03-01
2259,BIZKAIA,12.37,3.61,3.1,8.64,16.1,2022,marzo,2022-marzo,2022-03-01
2260,BURGOS,7.2,1.82,3.24,2.87,11.53,2022,marzo,2022-marzo,2022-03-01
2261,CACERES,11.67,3.23,4.33,7.52,15.83,2022,marzo,2022-marzo,2022-03-01
2262,CADIZ,13.53,6.84,5.25,10.01,17.04,2022,marzo,2022-marzo,2022-03-01
2263,CANTABRIA,11.16,3.47,4.39,7.35,14.95,2022,marzo,2022-marzo,2022-03-01
2264,CASTELLON,7.77,7.18,3.28,4.94,10.59,2022,marzo,2022-marzo,2022-03-01
2265,CIUDAD REAL,10.03,2.36,3.44,5.76,14.29,2022,marzo,2022-marzo,2022-03-01
2266,CORDOBA,11.67,3.31,5.86,7.16,16.18,2022,marzo,2022-marzo,2022-03-01
2267,CUENCA,8.54,2.34,2.88,4.46,12.61,2022,marzo,2022-marzo,2022-03-01
2268,GIPUZKOA,12.01,4.15,3.34,8.3,15.71,2022,marzo,2022-marzo,2022-03-01
2269,GIRONA,7.94,3.7,3.2,3.84,12.05,2022,marzo,2022-marzo,2022-03-01
2270,GRANADA,11.02,3.66,4.04,5.95,16.09,2022,marzo,2022-marzo,2022-03-01
2271,GUADALAJARA,7.24,2.65,2.92,2.67,11.83,2022,marzo,2022-marzo,2022-03-01
2272,HUELVA,13.58,4.44,6.35,9.29,17.88,2022,marzo,2022-marzo,2022-03-01
2273,HUESCA,7.82,1.91,3.38,3.33,12.29,2022,marzo,2022-marzo,2022-03-01
2274,ILLES BALEARS,12.38,2.48,3.07,9.27,15.49,2022,marzo,2022-marzo,2022-03-01
2275,JAEN,11.47,3.1,3.83,7.43,15.52,2022,marzo,2022-marzo,2022-03-01
2276,LA RIOJA,9.67,1.46,2.96,5.74,13.59,2022,marzo,2022-marzo,2022-03-01
2277,LAS PALMAS,18.6,0.34,8.25,15.42,21.77,2022,marzo,2022-marzo,2022-03-01
2278,LEON,6.48,2.61,3.83,2.18,10.79,2022,marzo,2022-marzo,2022-03-01
2279,LLEIDA,8.68,1.83,4.03,3.43,13.93,2022,marzo,2022-marzo,2022-03-01
2280,LUGO,8.96,2.98,4.51,3.05,14.86,2022,marzo,2022-marzo,2022-03-01
2281,MADRID,8.24,4.52,2.74,4.57,11.91,2022,marzo,2022-marzo,2022-03-01
2282,MALAGA,14.36,6.89,4.28,10.72,18.01,2022,marzo,2022-marzo,2022-03-01
2283,MURCIA,13.25,5.98,3.19,9.61,16.86,2022,marzo,2022-marzo,2022-03-01
2284,NAVARRA,9.9,2.39,3.1,5.49,14.3,2022,marzo,2022-marzo,2022-03-01
2285,OURENSE,9.37,2.61,3.58,3.8,14.92,2022,marzo,2022-marzo,2022-03-01
2286,PALENCIA,6.78,2.85,3.4,2.05,11.51,2022,marzo,2022-marzo,2022-03-01
2287,PONTEVEDRA,12.0,3.48,4.81,7.58,16.43,2022,marzo,2022-marzo,2022-03-01
2288,SALAMANCA,7.26,2.06,3.71,2.75,11.77,2022,marzo,2022-marzo,2022-03-01
2289,SEGOVIA,4.68,6.6,2.6,1.68,7.66,2022,marzo,2022-marzo,2022-03-01
2290,SEVILLA,13.06,4.12,4.43,8.16,17.95,2022,marzo,2022-marzo,2022-03-01
2291,SORIA,6.18,3.08,2.75,2.29,10.08,2022,marzo,2022-marzo,2022-03-01
2292,STA. CRUZ DE TENERIFE,16.78,1.04,7.62,13.56,19.99,2022,marzo,2022-marzo,2022-03-01
2293,TARRAGONA,12.32,2.76,3.02,8.47,16.19,2022,marzo,2022-marzo,2022-03-01
2294,TERUEL,8.82,1.73,2.73,4.76,12.88,2022,marzo,2022-marzo,2022-03-01
2295,TOLEDO,10.1,3.09,3.61,5.92,14.27,2022,marzo,2022-marzo,2022-03-01
2296,VALENCIA,12.32,6.82,2.98,9.0,15.63,2022,marzo,2022-marzo,2022-03-01
2297,VALLADOLID,8.1,1.91,3.51,3.48,12.74,2022,marzo,2022-marzo,2022-03-01
2298,ZAMORA,8.4,1.66,3.64,3.73,13.07,2022,marzo,2022-marzo,2022-03-01
2299,ZARAGOZA,9.52,1.6,3.16,5.46,13.59,2022,marzo,2022-marzo,2022-03-01
2300,A CORUÑA,12.19,2.3,6.86,8.3,16.06,2022,abril,2022-abril,2022-04-01
2301,ALBACETE,10.93,3.81,6.92,5.48,16.37,2022,abril,2022-abril,2022-04-01
2302,ALICANTE,14.87,2.71,7.89,9.79,19.95,2022,abril,2022-abril,2022-04-01
2303,ALMERIA,15.37,1.73,8.21,10.88,19.85,2022,abril,2022-abril,2022-04-01
2304,ARABA/ALAVA,9.6,2.71,5.84,3.84,15.37,2022,abril,2022-abril,2022-04-01
2305,ASTURIAS,10.64,3.42,6.33,6.69,14.57,2022,abril,2022-abril,2022-04-01
2306,AVILA,9.12,2.04,7.73,3.65,14.72,2022,abril,2022-abril,2022-04-01
2307,BADAJOZ,13.96,1.61,8.27,7.62,20.31,2022,abril,2022-abril,2022-04-01
2308,BARCELONA,14.3,1.17,7.42,9.64,18.95,2022,abril,2022-abril,2022-04-01
