Totales_Territoriales,Comunidades_Ciudades_Autonomas,Provincia,Viajeros_Pernoctaciones,Residencia,Periodo,Total,ID_pernoctaciones,Población,Latitud,Longitud,ID_latitud_longitud
Total Nacional,Extremadura,Badajoz,Pernoctaciones,Extranjero,2014-07-01 00:00:00,13402,17111,150376,38.87874339,-6.97099704,5
Total Nacional,Extremadura,Badajoz,Pernoctaciones,Extranjero,2014-06-01 00:00:00,12177,17112,150376,38.87874339,-6.97099704,5
Total Nacional,Extremadura,Badajoz,Pernoctaciones,Extranjero,2014-05-01 00:00:00,13725,17113,150376,38.87874339,-6.97099704,5
Total Nacional,Extremadura,Badajoz,Pernoctaciones,Extranjero,2014-04-01 00:00:00,15582,17114,150376,38.87874339,-6.97099704,5
Total Nacional,Extremadura,Badajoz,Pernoctaciones,Extranjero,2014-03-01 00:00:00,10582,17115,150376,38.87874339,-6.97099704,5
Total Nacional,Extremadura,Badajoz,Pernoctaciones,Extranjero,2014-02-01 00:00:00,7293,17116,150376,38.87874339,-6.97099704,5
Total Nacional,Extremadura,Badajoz,Pernoctaciones,Extranjero,2014-01-01 00:00:00,6252,17117,150376,38.87874339,-6.97099704,5
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2023-09-01 00:00:00,120525,1026,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2023-08-01 00:00:00,136417,1027,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2023-07-01 00:00:00,112430,1028,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2023-06-01 00:00:00,104608,1029,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2023-05-01 00:00:00,119281,1030,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2023-04-01 00:00:00,142898,1031,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2023-03-01 00:00:00,104000,1032,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2023-02-01 00:00:00,72012,1033,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2023-01-01 00:00:00,61498,1034,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2023-09-01 00:00:00,104134,1035,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2023-08-01 00:00:00,118766,1036,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2023-07-01 00:00:00,96377,1037,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2023-06-01 00:00:00,91276,1038,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2023-05-01 00:00:00,95546,1039,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2023-04-01 00:00:00,121703,1040,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2023-03-01 00:00:00,92322,1041,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2023-02-01 00:00:00,63266,1042,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2023-01-01 00:00:00,53901,1043,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2023-09-01 00:00:00,16391,1044,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2023-08-01 00:00:00,17650,1045,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2023-07-01 00:00:00,16053,1046,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2023-06-01 00:00:00,13332,1047,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2023-05-01 00:00:00,23735,1048,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2023-04-01 00:00:00,21195,1049,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2023-03-01 00:00:00,11679,1050,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2023-02-01 00:00:00,8746,1051,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2023-01-01 00:00:00,7597,1052,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2022-12-01 00:00:00,72576,2718,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2022-11-01 00:00:00,92246,2719,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2022-10-01 00:00:00,122991,2720,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2022-09-01 00:00:00,117135,2721,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2022-08-01 00:00:00,130285,2722,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2022-07-01 00:00:00,106657,2723,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2022-06-01 00:00:00,101722,2724,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2022-05-01 00:00:00,113939,2725,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2022-04-01 00:00:00,130580,2726,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2022-03-01 00:00:00,87546,2727,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2022-02-01 00:00:00,72793,2728,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2022-01-01 00:00:00,52341,2729,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2022-12-01 00:00:00,65561,2730,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2022-11-01 00:00:00,82406,2731,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2022-10-01 00:00:00,106711,2732,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2022-09-01 00:00:00,99751,2733,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2022-08-01 00:00:00,114347,2734,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2022-07-01 00:00:00,92212,2735,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2022-06-01 00:00:00,87545,2736,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2022-05-01 00:00:00,93042,2737,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2022-04-01 00:00:00,111644,2738,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2022-03-01 00:00:00,78796,2739,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2022-02-01 00:00:00,65796,2740,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2022-01-01 00:00:00,46624,2741,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2022-12-01 00:00:00,7014,2742,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2022-11-01 00:00:00,9839,2743,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2022-10-01 00:00:00,16281,2744,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2022-09-01 00:00:00,17384,2745,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2022-08-01 00:00:00,15938,2746,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2022-07-01 00:00:00,14445,2747,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2022-06-01 00:00:00,14178,2748,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2022-05-01 00:00:00,20897,2749,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2022-04-01 00:00:00,18936,2750,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2022-03-01 00:00:00,8751,2751,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2022-02-01 00:00:00,6996,2752,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2022-01-01 00:00:00,5717,2753,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2021-12-01 00:00:00,74839,4518,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2021-11-01 00:00:00,83817,4519,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2021-10-01 00:00:00,119245,4520,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2021-09-01 00:00:00,107628,4521,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2021-08-01 00:00:00,133416,4522,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2021-07-01 00:00:00,93691,4523,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2021-06-01 00:00:00,74235,4524,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2021-05-01 00:00:00,51768,4525,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2021-04-01 00:00:00,30446,4526,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2021-03-01 00:00:00,40723,4527,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2021-02-01 00:00:00,17938,4528,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2021-01-01 00:00:00,12945,4529,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2021-12-01 00:00:00,68566,4530,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2021-11-01 00:00:00,72708,4531,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2021-10-01 00:00:00,104597,4532,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2021-09-01 00:00:00,96390,4533,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2021-08-01 00:00:00,123736,4534,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2021-07-01 00:00:00,86869,4535,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2021-06-01 00:00:00,69352,4536,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2021-05-01 00:00:00,48867,4537,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2021-04-01 00:00:00,28455,4538,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2021-03-01 00:00:00,39442,4539,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2021-02-01 00:00:00,16731,4540,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2021-01-01 00:00:00,12044,4541,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2021-12-01 00:00:00,6273,4542,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2021-11-01 00:00:00,11108,4543,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2021-10-01 00:00:00,14648,4544,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2021-09-01 00:00:00,11238,4545,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2021-08-01 00:00:00,9679,4546,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2021-07-01 00:00:00,6823,4547,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2021-06-01 00:00:00,4883,4548,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2021-05-01 00:00:00,2901,4549,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2021-04-01 00:00:00,1990,4550,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2021-03-01 00:00:00,1281,4551,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2021-02-01 00:00:00,1206,4552,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2021-01-01 00:00:00,901,4553,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2020-12-01 00:00:00,26975,6318,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2020-11-01 00:00:00,30076,6319,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2020-10-01 00:00:00,47065,6320,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2020-09-01 00:00:00,58893,6321,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2020-08-01 00:00:00,93569,6322,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2020-07-01 00:00:00,61779,6323,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2020-06-01 00:00:00,16246,6324,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2020-05-01 00:00:00,6501,6325,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2020-04-01 00:00:00,0,6326,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2020-03-01 00:00:00,32912,6327,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2020-02-01 00:00:00,77635,6328,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2020-01-01 00:00:00,63059,6329,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2020-12-01 00:00:00,25312,6330,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2020-11-01 00:00:00,27552,6331,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2020-10-01 00:00:00,42587,6332,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2020-09-01 00:00:00,55170,6333,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2020-08-01 00:00:00,87400,6334,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2020-07-01 00:00:00,57131,6335,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2020-06-01 00:00:00,15120,6336,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2020-05-01 00:00:00,5360,6337,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2020-04-01 00:00:00,0,6338,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2020-03-01 00:00:00,29798,6339,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2020-02-01 00:00:00,70349,6340,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2020-01-01 00:00:00,53709,6341,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2020-12-01 00:00:00,1663,6342,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2020-11-01 00:00:00,2524,6343,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2020-10-01 00:00:00,4478,6344,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2020-09-01 00:00:00,3723,6345,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2020-08-01 00:00:00,6169,6346,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2020-07-01 00:00:00,4648,6347,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2020-06-01 00:00:00,1126,6348,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2020-05-01 00:00:00,1142,6349,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2020-04-01 00:00:00,0,6350,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2020-03-01 00:00:00,3113,6351,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2020-02-01 00:00:00,7286,6352,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2020-01-01 00:00:00,9350,6353,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2019-12-01 00:00:00,74215,8118,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2019-11-01 00:00:00,89615,8119,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2019-10-01 00:00:00,116313,8120,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2019-09-01 00:00:00,116580,8121,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2019-08-01 00:00:00,141277,8122,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2019-07-01 00:00:00,109737,8123,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2019-06-01 00:00:00,110515,8124,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2019-05-01 00:00:00,119479,8125,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2019-04-01 00:00:00,131712,8126,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2019-03-01 00:00:00,105945,8127,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2019-02-01 00:00:00,63634,8128,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2019-01-01 00:00:00,58648,8129,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2019-12-01 00:00:00,65791,8130,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2019-11-01 00:00:00,78543,8131,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2019-10-01 00:00:00,97241,8132,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2019-09-01 00:00:00,96333,8133,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2019-08-01 00:00:00,122420,8134,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2019-07-01 00:00:00,94207,8135,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2019-06-01 00:00:00,94233,8136,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2019-05-01 00:00:00,94895,8137,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2019-04-01 00:00:00,109279,8138,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2019-03-01 00:00:00,91826,8139,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2019-02-01 00:00:00,56410,8140,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2019-01-01 00:00:00,51164,8141,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2019-12-01 00:00:00,8424,8142,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2019-11-01 00:00:00,11073,8143,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2019-10-01 00:00:00,19071,8144,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2019-09-01 00:00:00,20247,8145,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2019-08-01 00:00:00,18857,8146,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2019-07-01 00:00:00,15530,8147,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2019-06-01 00:00:00,16282,8148,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2019-05-01 00:00:00,24583,8149,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2019-04-01 00:00:00,22433,8150,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2019-03-01 00:00:00,14119,8151,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2019-02-01 00:00:00,7224,8152,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2019-01-01 00:00:00,7484,8153,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2018-12-01 00:00:00,74595,9918,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2018-11-01 00:00:00,96029,9919,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2018-10-01 00:00:00,121802,9920,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2018-09-01 00:00:00,113151,9921,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2018-08-01 00:00:00,144034,9922,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2018-07-01 00:00:00,107861,9923,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2018-06-01 00:00:00,105765,9924,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2018-05-01 00:00:00,119055,9925,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2018-04-01 00:00:00,127777,9926,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2018-03-01 00:00:00,100975,9927,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2018-02-01 00:00:00,69969,9928,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,General,2018-01-01 00:00:00,56710,9929,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2018-12-01 00:00:00,64975,9930,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2018-11-01 00:00:00,85028,9931,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2018-10-01 00:00:00,104801,9932,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2018-09-01 00:00:00,94017,9933,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2018-08-01 00:00:00,124208,9934,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2018-07-01 00:00:00,90749,9935,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2018-06-01 00:00:00,88278,9936,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2018-05-01 00:00:00,98442,9937,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2018-04-01 00:00:00,109629,9938,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2018-03-01 00:00:00,89044,9939,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2018-02-01 00:00:00,62415,9940,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Espana,2018-01-01 00:00:00,49681,9941,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2018-12-01 00:00:00,9619,9942,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Pernoctaciones,Extranjero,2018-11-01 00:00:00,11001,9943,94179,39.47316762,-6.37121092,9
