Totales_Territoriales,Comunidades_Ciudades_Autonomas,Provincia,Viajeros_Pernoctaciones,Residencia,Periodo,Total,ID_pernoctaciones,Población,Latitud,Longitud,ID_latitud_longitud
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Espana,2023-07-01 00:00:00,61466,686,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Espana,2023-06-01 00:00:00,66243,687,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Espana,2023-05-01 00:00:00,62636,688,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Espana,2023-04-01 00:00:00,66595,689,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Espana,2023-03-01 00:00:00,48907,690,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Espana,2023-02-01 00:00:00,35094,691,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Espana,2023-01-01 00:00:00,31565,692,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Extranjero,2023-09-01 00:00:00,7041,693,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Extranjero,2023-08-01 00:00:00,7428,694,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Extranjero,2023-07-01 00:00:00,8030,695,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Extranjero,2023-06-01 00:00:00,7990,696,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Extranjero,2023-05-01 00:00:00,7088,697,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Extranjero,2023-04-01 00:00:00,7532,698,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Extranjero,2023-03-01 00:00:00,6834,699,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Extranjero,2023-02-01 00:00:00,7436,700,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Extranjero,2023-01-01 00:00:00,6152,701,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,General,2022-12-01 00:00:00,45210,2250,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,General,2022-11-01 00:00:00,64702,2251,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,General,2022-10-01 00:00:00,74386,2252,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,General,2022-09-01 00:00:00,79275,2253,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,General,2022-08-01 00:00:00,80929,2254,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,General,2022-07-01 00:00:00,64619,2255,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,General,2022-06-01 00:00:00,66638,2256,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,General,2022-05-01 00:00:00,68868,2257,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,General,2022-04-01 00:00:00,66913,2258,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,General,2022-03-01 00:00:00,48870,2259,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,General,2022-02-01 00:00:00,40389,2260,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,General,2022-01-01 00:00:00,28263,2261,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Espana,2022-12-01 00:00:00,38813,2262,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Espana,2022-11-01 00:00:00,52608,2263,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Espana,2022-10-01 00:00:00,66819,2264,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Espana,2022-09-01 00:00:00,70643,2265,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Espana,2022-08-01 00:00:00,73671,2266,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Espana,2022-07-01 00:00:00,56655,2267,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Espana,2022-06-01 00:00:00,60120,2268,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Espana,2022-05-01 00:00:00,61782,2269,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Espana,2022-04-01 00:00:00,60866,2270,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Espana,2022-03-01 00:00:00,43453,2271,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Espana,2022-02-01 00:00:00,32498,2272,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Espana,2022-01-01 00:00:00,25284,2273,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Extranjero,2022-12-01 00:00:00,6397,2274,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Extranjero,2022-11-01 00:00:00,12094,2275,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Extranjero,2022-10-01 00:00:00,7566,2276,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Extranjero,2022-09-01 00:00:00,8632,2277,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Extranjero,2022-08-01 00:00:00,7257,2278,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Extranjero,2022-07-01 00:00:00,7964,2279,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Extranjero,2022-06-01 00:00:00,6518,2280,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Extranjero,2022-05-01 00:00:00,7086,2281,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Extranjero,2022-04-01 00:00:00,6047,2282,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Extranjero,2022-03-01 00:00:00,5416,2283,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Extranjero,2022-02-01 00:00:00,7891,2284,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Extranjero,2022-01-01 00:00:00,2980,2285,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,General,2021-12-01 00:00:00,40707,4050,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,General,2021-11-01 00:00:00,48469,4051,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,General,2021-10-01 00:00:00,64793,4052,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,General,2021-09-01 00:00:00,59546,4053,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,General,2021-08-01 00:00:00,66449,4054,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,General,2021-07-01 00:00:00,55372,4055,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,General,2021-06-01 00:00:00,43471,4056,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,General,2021-05-01 00:00:00,35419,4057,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,General,2021-04-01 00:00:00,26626,4058,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,General,2021-03-01 00:00:00,27814,4059,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,General,2021-02-01 00:00:00,16586,4060,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,General,2021-01-01 00:00:00,14121,4061,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Espana,2021-12-01 00:00:00,36111,4062,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Espana,2021-11-01 00:00:00,41283,4063,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Espana,2021-10-01 00:00:00,59756,4064,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Espana,2021-09-01 00:00:00,52795,4065,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Espana,2021-08-01 00:00:00,62099,4066,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Espana,2021-07-01 00:00:00,51409,4067,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Espana,2021-06-01 00:00:00,39474,4068,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Espana,2021-05-01 00:00:00,32052,4069,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Espana,2021-04-01 00:00:00,24893,4070,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Espana,2021-03-01 00:00:00,25794,4071,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Espana,2021-02-01 00:00:00,14880,4072,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Espana,2021-01-01 00:00:00,12966,4073,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Extranjero,2021-12-01 00:00:00,4596,4074,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Extranjero,2021-11-01 00:00:00,7186,4075,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Extranjero,2021-10-01 00:00:00,5037,4076,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Extranjero,2021-09-01 00:00:00,6751,4077,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Extranjero,2021-08-01 00:00:00,4351,4078,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Extranjero,2021-07-01 00:00:00,3963,4079,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Extranjero,2021-06-01 00:00:00,3996,4080,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Extranjero,2021-05-01 00:00:00,3367,4081,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Extranjero,2021-04-01 00:00:00,1733,4082,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Extranjero,2021-03-01 00:00:00,2020,4083,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Extranjero,2021-02-01 00:00:00,1706,4084,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Extranjero,2021-01-01 00:00:00,1154,4085,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,General,2020-12-01 00:00:00,19348,5850,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,General,2020-11-01 00:00:00,20568,5851,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,General,2020-10-01 00:00:00,34341,5852,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,General,2020-09-01 00:00:00,34102,5853,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,General,2020-08-01 00:00:00,44259,5854,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,General,2020-07-01 00:00:00,37345,5855,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,General,2020-06-01 00:00:00,16535,5856,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,General,2020-05-01 00:00:00,3311,5857,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,General,2020-04-01 00:00:00,0,5858,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,General,2020-03-01 00:00:00,22861,5859,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,General,2020-02-01 00:00:00,46839,5860,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,General,2020-01-01 00:00:00,31609,5861,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Espana,2020-12-01 00:00:00,17776,5862,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Espana,2020-11-01 00:00:00,18836,5863,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Espana,2020-10-01 00:00:00,30520,5864,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Espana,2020-09-01 00:00:00,31114,5865,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Espana,2020-08-01 00:00:00,41770,5866,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Espana,2020-07-01 00:00:00,33280,5867,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Espana,2020-06-01 00:00:00,14316,5868,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Espana,2020-05-01 00:00:00,1936,5869,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Espana,2020-04-01 00:00:00,0,5870,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Espana,2020-03-01 00:00:00,20060,5871,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Espana,2020-02-01 00:00:00,40063,5872,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Espana,2020-01-01 00:00:00,27027,5873,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Extranjero,2020-12-01 00:00:00,1572,5874,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Extranjero,2020-11-01 00:00:00,1732,5875,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Extranjero,2020-10-01 00:00:00,3821,5876,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Extranjero,2020-09-01 00:00:00,2987,5877,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Extranjero,2020-08-01 00:00:00,2489,5878,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Extranjero,2020-07-01 00:00:00,4065,5879,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Extranjero,2020-06-01 00:00:00,2219,5880,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Extranjero,2020-05-01 00:00:00,1375,5881,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Extranjero,2020-04-01 00:00:00,0,5882,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Extranjero,2020-03-01 00:00:00,2801,5883,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Extranjero,2020-02-01 00:00:00,6776,5884,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Extranjero,2020-01-01 00:00:00,4582,5885,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,General,2019-12-01 00:00:00,44467,7650,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,General,2019-11-01 00:00:00,65231,7651,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,General,2019-10-01 00:00:00,77878,7652,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,General,2019-09-01 00:00:00,75674,7653,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,General,2019-08-01 00:00:00,80719,7654,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,General,2019-07-01 00:00:00,67999,7655,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,General,2019-06-01 00:00:00,66918,7656,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,General,2019-05-01 00:00:00,70405,7657,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,General,2019-04-01 00:00:00,70933,7658,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,General,2019-03-01 00:00:00,52567,7659,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,General,2019-02-01 00:00:00,42608,7660,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,General,2019-01-01 00:00:00,29899,7661,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Espana,2019-12-01 00:00:00,39361,7662,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Espana,2019-11-01 00:00:00,58627,7663,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Espana,2019-10-01 00:00:00,70309,7664,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Espana,2019-09-01 00:00:00,69709,7665,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Espana,2019-08-01 00:00:00,74836,7666,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Espana,2019-07-01 00:00:00,61289,7667,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Espana,2019-06-01 00:00:00,60869,7668,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Espana,2019-05-01 00:00:00,64229,7669,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Espana,2019-04-01 00:00:00,65563,7670,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Espana,2019-03-01 00:00:00,47206,7671,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Espana,2019-02-01 00:00:00,34947,7672,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Espana,2019-01-01 00:00:00,25173,7673,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Extranjero,2019-12-01 00:00:00,5107,7674,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Extranjero,2019-11-01 00:00:00,6605,7675,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Extranjero,2019-10-01 00:00:00,7568,7676,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Extranjero,2019-09-01 00:00:00,5965,7677,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Extranjero,2019-08-01 00:00:00,5883,7678,170475,38.99588053,-1.85574745,1
Total Nacional,Castilla la mancha,Albacete,Pernoctaciones,Extranjero,2019-07-01 00:00:00,6711,7679,170475,38.99588053,-1.85574745,1
