Totales_Territoriales,Comunidades_Ciudades_Autonomas,Provincia,Viajeros_Pernoctaciones,Residencia,Periodo,Total,ID_viajeros,Población,Latitud,Longitud,ID_latitud_longitud
Total Nacional,Extremadura,Caceres,Viajero,General,2019-09-01 00:00:00,62866,8121,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,General,2019-08-01 00:00:00,85560,8122,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,General,2019-07-01 00:00:00,68051,8123,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,General,2019-06-01 00:00:00,63890,8124,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,General,2019-05-01 00:00:00,65961,8125,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,General,2019-04-01 00:00:00,73732,8126,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,General,2019-03-01 00:00:00,59950,8127,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,General,2019-02-01 00:00:00,38367,8128,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,General,2019-01-01 00:00:00,34460,8129,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Espana,2019-12-01 00:00:00,36684,8130,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Espana,2019-11-01 00:00:00,42398,8131,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Espana,2019-10-01 00:00:00,50764,8132,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Espana,2019-09-01 00:00:00,50071,8133,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Espana,2019-08-01 00:00:00,72306,8134,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Espana,2019-07-01 00:00:00,56937,8135,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Espana,2019-06-01 00:00:00,53306,8136,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Espana,2019-05-01 00:00:00,51187,8137,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Espana,2019-04-01 00:00:00,61087,8138,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Espana,2019-03-01 00:00:00,50888,8139,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Espana,2019-02-01 00:00:00,33569,8140,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Espana,2019-01-01 00:00:00,29458,8141,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2019-12-01 00:00:00,5281,8142,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2019-11-01 00:00:00,7466,8143,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2019-10-01 00:00:00,11605,8144,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2019-09-01 00:00:00,12795,8145,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2019-08-01 00:00:00,13255,8146,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2019-07-01 00:00:00,11114,8147,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2019-06-01 00:00:00,10583,8148,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2019-05-01 00:00:00,14774,8149,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2019-04-01 00:00:00,12644,8150,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2019-03-01 00:00:00,9063,8151,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2019-02-01 00:00:00,4798,8152,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2019-01-01 00:00:00,5002,8153,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,General,2018-12-01 00:00:00,44301,9918,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,General,2018-11-01 00:00:00,51416,9919,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,General,2018-10-01 00:00:00,64801,9920,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,General,2018-09-01 00:00:00,64186,9921,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,General,2018-08-01 00:00:00,85850,9922,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,General,2018-07-01 00:00:00,66561,9923,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,General,2018-06-01 00:00:00,60567,9924,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,General,2018-05-01 00:00:00,65007,9925,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,General,2018-04-01 00:00:00,67523,9926,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,General,2018-03-01 00:00:00,55358,9927,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,General,2018-02-01 00:00:00,40839,9928,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,General,2018-01-01 00:00:00,32822,9929,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Espana,2018-12-01 00:00:00,38071,9930,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Espana,2018-11-01 00:00:00,44633,9931,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Espana,2018-10-01 00:00:00,53937,9932,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Espana,2018-09-01 00:00:00,51732,9933,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Espana,2018-08-01 00:00:00,72455,9934,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Espana,2018-07-01 00:00:00,56657,9935,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Espana,2018-06-01 00:00:00,50299,9936,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Espana,2018-05-01 00:00:00,51262,9937,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Espana,2018-04-01 00:00:00,56492,9938,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Espana,2018-03-01 00:00:00,48621,9939,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Espana,2018-02-01 00:00:00,36049,9940,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Espana,2018-01-01 00:00:00,28320,9941,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2018-12-01 00:00:00,6230,9942,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2018-11-01 00:00:00,6783,9943,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2018-10-01 00:00:00,10864,9944,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2018-09-01 00:00:00,12454,9945,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2018-08-01 00:00:00,13395,9946,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2018-07-01 00:00:00,9904,9947,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2018-06-01 00:00:00,10268,9948,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2018-05-01 00:00:00,13745,9949,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2018-04-01 00:00:00,11031,9950,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2018-03-01 00:00:00,6737,9951,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2018-02-01 00:00:00,4790,9952,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2018-01-01 00:00:00,4502,9953,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,General,2017-12-01 00:00:00,43246,11718,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,General,2017-11-01 00:00:00,46428,11719,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,General,2017-10-01 00:00:00,68055,11720,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,General,2017-09-01 00:00:00,67365,11721,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,General,2017-08-01 00:00:00,83277,11722,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,General,2017-07-01 00:00:00,65286,11723,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,General,2017-06-01 00:00:00,55243,11724,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,General,2017-05-01 00:00:00,58685,11725,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,General,2017-04-01 00:00:00,77307,11726,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,General,2017-03-01 00:00:00,52249,11727,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,General,2017-02-01 00:00:00,38816,11728,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,General,2017-01-01 00:00:00,30983,11729,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Espana,2017-12-01 00:00:00,38599,11730,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Espana,2017-11-01 00:00:00,40563,11731,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Espana,2017-10-01 00:00:00,57664,11732,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Espana,2017-09-01 00:00:00,56306,11733,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Espana,2017-08-01 00:00:00,71425,11734,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Espana,2017-07-01 00:00:00,56116,11735,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Espana,2017-06-01 00:00:00,45862,11736,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Espana,2017-05-01 00:00:00,46366,11737,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Espana,2017-04-01 00:00:00,66471,11738,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Espana,2017-03-01 00:00:00,45143,11739,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Espana,2017-02-01 00:00:00,34254,11740,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Espana,2017-01-01 00:00:00,26613,11741,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2017-12-01 00:00:00,4647,11742,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2017-11-01 00:00:00,5865,11743,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2017-10-01 00:00:00,10391,11744,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2017-09-01 00:00:00,11059,11745,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2017-08-01 00:00:00,11852,11746,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2017-07-01 00:00:00,9170,11747,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2017-06-01 00:00:00,9382,11748,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2017-05-01 00:00:00,12318,11749,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2017-04-01 00:00:00,10836,11750,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2017-03-01 00:00:00,7107,11751,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2017-02-01 00:00:00,4561,11752,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2017-01-01 00:00:00,4369,11753,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,General,2016-12-01 00:00:00,40890,13518,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,General,2016-11-01 00:00:00,43258,13519,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,General,2016-10-01 00:00:00,62438,13520,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,General,2016-09-01 00:00:00,61859,13521,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,General,2016-08-01 00:00:00,82996,13522,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,General,2016-07-01 00:00:00,69098,13523,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,General,2016-06-01 00:00:00,58284,13524,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,General,2016-05-01 00:00:00,63824,13525,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,General,2016-04-01 00:00:00,60494,13526,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,General,2016-03-01 00:00:00,60639,13527,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,General,2016-02-01 00:00:00,41684,13528,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,General,2016-01-01 00:00:00,32377,13529,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Espana,2016-12-01 00:00:00,36534,13530,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Espana,2016-11-01 00:00:00,37554,13531,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Espana,2016-10-01 00:00:00,53138,13532,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Espana,2016-09-01 00:00:00,51165,13533,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Espana,2016-08-01 00:00:00,71631,13534,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Espana,2016-07-01 00:00:00,58882,13535,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Espana,2016-06-01 00:00:00,49920,13536,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Espana,2016-05-01 00:00:00,51900,13537,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Espana,2016-04-01 00:00:00,51128,13538,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Espana,2016-03-01 00:00:00,54411,13539,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Espana,2016-02-01 00:00:00,37113,13540,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Espana,2016-01-01 00:00:00,28271,13541,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2016-12-01 00:00:00,4356,13542,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2016-11-01 00:00:00,5704,13543,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2016-10-01 00:00:00,9300,13544,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2016-09-01 00:00:00,10694,13545,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2016-08-01 00:00:00,11365,13546,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2016-07-01 00:00:00,10216,13547,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2016-06-01 00:00:00,8364,13548,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2016-05-01 00:00:00,11924,13549,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2016-04-01 00:00:00,9367,13550,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2016-03-01 00:00:00,6227,13551,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2016-02-01 00:00:00,4571,13552,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2016-01-01 00:00:00,4106,13553,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,General,2015-12-01 00:00:00,43971,15318,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,General,2015-11-01 00:00:00,42939,15319,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,General,2015-10-01 00:00:00,63974,15320,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,General,2015-09-01 00:00:00,59255,15321,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,General,2015-08-01 00:00:00,79124,15322,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,General,2015-07-01 00:00:00,61313,15323,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,General,2015-06-01 00:00:00,54410,15324,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,General,2015-05-01 00:00:00,60846,15325,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,General,2015-04-01 00:00:00,67576,15326,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,General,2015-03-01 00:00:00,50769,15327,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,General,2015-02-01 00:00:00,37021,15328,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,General,2015-01-01 00:00:00,25854,15329,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Espana,2015-12-01 00:00:00,39749,15330,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Espana,2015-11-01 00:00:00,38490,15331,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Espana,2015-10-01 00:00:00,53989,15332,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Espana,2015-09-01 00:00:00,49040,15333,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Espana,2015-08-01 00:00:00,68493,15334,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Espana,2015-07-01 00:00:00,53517,15335,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Espana,2015-06-01 00:00:00,46361,15336,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Espana,2015-05-01 00:00:00,48133,15337,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Espana,2015-04-01 00:00:00,56828,15338,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Espana,2015-03-01 00:00:00,45417,15339,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Espana,2015-02-01 00:00:00,32152,15340,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Espana,2015-01-01 00:00:00,22542,15341,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2015-12-01 00:00:00,4223,15342,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2015-11-01 00:00:00,4449,15343,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2015-10-01 00:00:00,9986,15344,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2015-09-01 00:00:00,10216,15345,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2015-08-01 00:00:00,10631,15346,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2015-07-01 00:00:00,7796,15347,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2015-06-01 00:00:00,8049,15348,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2015-05-01 00:00:00,12713,15349,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2015-04-01 00:00:00,10748,15350,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2015-03-01 00:00:00,5352,15351,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2015-02-01 00:00:00,4869,15352,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2015-01-01 00:00:00,3312,15353,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,General,2014-12-01 00:00:00,36762,17118,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,General,2014-11-01 00:00:00,40466,17119,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,General,2014-10-01 00:00:00,53580,17120,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,General,2014-09-01 00:00:00,53129,17121,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,General,2014-08-01 00:00:00,73157,17122,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,General,2014-07-01 00:00:00,49510,17123,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,General,2014-06-01 00:00:00,47938,17124,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,General,2014-05-01 00:00:00,58312,17125,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,General,2014-04-01 00:00:00,64629,17126,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,General,2014-03-01 00:00:00,41624,17127,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,General,2014-02-01 00:00:00,33737,17128,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,General,2014-01-01 00:00:00,26567,17129,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Espana,2014-12-01 00:00:00,33441,17130,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Espana,2014-11-01 00:00:00,36754,17131,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Espana,2014-10-01 00:00:00,45293,17132,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Espana,2014-09-01 00:00:00,44575,17133,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Espana,2014-08-01 00:00:00,63357,17134,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Espana,2014-07-01 00:00:00,42191,17135,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Espana,2014-06-01 00:00:00,41076,17136,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Espana,2014-05-01 00:00:00,47099,17137,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Espana,2014-04-01 00:00:00,55247,17138,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Espana,2014-03-01 00:00:00,37191,17139,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Espana,2014-02-01 00:00:00,29959,17140,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Espana,2014-01-01 00:00:00,23380,17141,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2014-12-01 00:00:00,3322,17142,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2014-11-01 00:00:00,3712,17143,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2014-10-01 00:00:00,8287,17144,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2014-09-01 00:00:00,8553,17145,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2014-08-01 00:00:00,9800,17146,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2014-07-01 00:00:00,7319,17147,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2014-06-01 00:00:00,6861,17148,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2014-05-01 00:00:00,11213,17149,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2014-04-01 00:00:00,9382,17150,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2014-03-01 00:00:00,4433,17151,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2014-02-01 00:00:00,3778,17152,94179,39.47316762,-6.37121092,9
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2014-01-01 00:00:00,3188,17153,94179,39.47316762,-6.37121092,9
Total Nacional,Galicia,A coruna,Viajero,General,2023-09-01 00:00:00,274807,1053,246047,43.37012643,-8.39114853,0
Total Nacional,Galicia,A coruna,Viajero,General,2023-08-01 00:00:00,308365,1054,246047,43.37012643,-8.39114853,0
Total Nacional,Galicia,A coruna,Viajero,General,2023-07-01 00:00:00,262814,1055,246047,43.37012643,-8.39114853,0
Total Nacional,Galicia,A coruna,Viajero,General,2023-06-01 00:00:00,239511,1056,246047,43.37012643,-8.39114853,0
