Totales_Territoriales,Comunidades_Ciudades_Autonomas,Provincia,Viajeros_Pernoctaciones,Residencia,Periodo,Total
Total Nacional,Castilla la mancha,Guadalajara,Viajero,Extranjero,2016-02-01,1726
Total Nacional,Castilla la mancha,Guadalajara,Viajero,Extranjero,2016-01-01,1008
Total Nacional,Castilla la mancha,Toledo,Viajero,General,2016-12-01,59375
Total Nacional,Castilla la mancha,Toledo,Viajero,General,2016-11-01,61314
Total Nacional,Castilla la mancha,Toledo,Viajero,General,2016-10-01,80279
Total Nacional,Castilla la mancha,Toledo,Viajero,General,2016-09-01,76089
Total Nacional,Castilla la mancha,Toledo,Viajero,General,2016-08-01,79789
Total Nacional,Castilla la mancha,Toledo,Viajero,General,2016-07-01,67289
Total Nacional,Castilla la mancha,Toledo,Viajero,General,2016-06-01,70376
Total Nacional,Castilla la mancha,Toledo,Viajero,General,2016-05-01,73459
Total Nacional,Castilla la mancha,Toledo,Viajero,General,2016-04-01,66199
Total Nacional,Castilla la mancha,Toledo,Viajero,General,2016-03-01,65294
Total Nacional,Castilla la mancha,Toledo,Viajero,General,2016-02-01,54154
Total Nacional,Castilla la mancha,Toledo,Viajero,General,2016-01-01,49732
Total Nacional,Castilla la mancha,Toledo,Viajero,Espana,2016-12-01,47659
Total Nacional,Castilla la mancha,Toledo,Viajero,Espana,2016-11-01,46085
Total Nacional,Castilla la mancha,Toledo,Viajero,Espana,2016-10-01,57685
Total Nacional,Castilla la mancha,Toledo,Viajero,Espana,2016-09-01,51692
Total Nacional,Castilla la mancha,Toledo,Viajero,Espana,2016-08-01,56937
Total Nacional,Castilla la mancha,Toledo,Viajero,Espana,2016-07-01,46434
Total Nacional,Castilla la mancha,Toledo,Viajero,Espana,2016-06-01,48652
Total Nacional,Castilla la mancha,Toledo,Viajero,Espana,2016-05-01,45214
Total Nacional,Castilla la mancha,Toledo,Viajero,Espana,2016-04-01,45559
Total Nacional,Castilla la mancha,Toledo,Viajero,Espana,2016-03-01,51459
Total Nacional,Castilla la mancha,Toledo,Viajero,Espana,2016-02-01,43292
Total Nacional,Castilla la mancha,Toledo,Viajero,Espana,2016-01-01,39902
Total Nacional,Castilla la mancha,Toledo,Viajero,Extranjero,2016-12-01,11716
Total Nacional,Castilla la mancha,Toledo,Viajero,Extranjero,2016-11-01,15229
Total Nacional,Castilla la mancha,Toledo,Viajero,Extranjero,2016-10-01,22594
Total Nacional,Castilla la mancha,Toledo,Viajero,Extranjero,2016-09-01,24397
Total Nacional,Castilla la mancha,Toledo,Viajero,Extranjero,2016-08-01,22852
Total Nacional,Castilla la mancha,Toledo,Viajero,Extranjero,2016-07-01,20855
Total Nacional,Castilla la mancha,Toledo,Viajero,Extranjero,2016-06-01,21724
Total Nacional,Castilla la mancha,Toledo,Viajero,Extranjero,2016-05-01,28245
Total Nacional,Castilla la mancha,Toledo,Viajero,Extranjero,2016-04-01,20640
Total Nacional,Castilla la mancha,Toledo,Viajero,Extranjero,2016-03-01,13835
Total Nacional,Castilla la mancha,Toledo,Viajero,Extranjero,2016-02-01,10862
Total Nacional,Castilla la mancha,Toledo,Viajero,Extranjero,2016-01-01,9831
Total Nacional,Cataluna,Barcelona,Viajero,General,2016-12-01,722456
Total Nacional,Cataluna,Barcelona,Viajero,General,2016-11-01,783446
Total Nacional,Cataluna,Barcelona,Viajero,General,2016-10-01,1096200
Total Nacional,Cataluna,Barcelona,Viajero,General,2016-09-01,1126955
Total Nacional,Cataluna,Barcelona,Viajero,General,2016-08-01,1228791
Total Nacional,Cataluna,Barcelona,Viajero,General,2016-07-01,1287518
Total Nacional,Cataluna,Barcelona,Viajero,General,2016-06-01,1148328
Total Nacional,Cataluna,Barcelona,Viajero,General,2016-05-01,1140065
Total Nacional,Cataluna,Barcelona,Viajero,General,2016-04-01,978140
Total Nacional,Cataluna,Barcelona,Viajero,General,2016-03-01,871676
Total Nacional,Cataluna,Barcelona,Viajero,General,2016-02-01,712090
Total Nacional,Cataluna,Barcelona,Viajero,General,2016-01-01,613743
Total Nacional,Cataluna,Barcelona,Viajero,Espana,2016-12-01,250223
Total Nacional,Cataluna,Barcelona,Viajero,Espana,2016-11-01,257688
Total Nacional,Cataluna,Barcelona,Viajero,Espana,2016-10-01,303925
Total Nacional,Cataluna,Barcelona,Viajero,Espana,2016-09-01,290878
Total Nacional,Cataluna,Barcelona,Viajero,Espana,2016-08-01,280296
Total Nacional,Cataluna,Barcelona,Viajero,Espana,2016-07-01,336941
Total Nacional,Cataluna,Barcelona,Viajero,Espana,2016-06-01,305344
Total Nacional,Cataluna,Barcelona,Viajero,Espana,2016-05-01,323510
Total Nacional,Cataluna,Barcelona,Viajero,Espana,2016-04-01,292223
Total Nacional,Cataluna,Barcelona,Viajero,Espana,2016-03-01,289100
Total Nacional,Cataluna,Barcelona,Viajero,Espana,2016-02-01,238784
Total Nacional,Cataluna,Barcelona,Viajero,Espana,2016-01-01,218697
Total Nacional,Cataluna,Barcelona,Viajero,Extranjero,2016-12-01,472234
Total Nacional,Cataluna,Barcelona,Viajero,Extranjero,2016-11-01,525758
Total Nacional,Cataluna,Barcelona,Viajero,Extranjero,2016-10-01,792274
Total Nacional,Cataluna,Barcelona,Viajero,Extranjero,2016-09-01,836077
Total Nacional,Cataluna,Barcelona,Viajero,Extranjero,2016-08-01,948495
Total Nacional,Cataluna,Barcelona,Viajero,Extranjero,2016-07-01,950577
Total Nacional,Cataluna,Barcelona,Viajero,Extranjero,2016-06-01,842984
Total Nacional,Cataluna,Barcelona,Viajero,Extranjero,2016-05-01,816556
Total Nacional,Cataluna,Barcelona,Viajero,Extranjero,2016-04-01,685918
Total Nacional,Cataluna,Barcelona,Viajero,Extranjero,2016-03-01,582577
Total Nacional,Cataluna,Barcelona,Viajero,Extranjero,2016-02-01,473306
Total Nacional,Cataluna,Barcelona,Viajero,Extranjero,2016-01-01,395046
Total Nacional,Cataluna,Girona,Viajero,General,2016-12-01,133035
Total Nacional,Cataluna,Girona,Viajero,General,2016-11-01,125016
Total Nacional,Cataluna,Girona,Viajero,General,2016-10-01,333418
Total Nacional,Cataluna,Girona,Viajero,General,2016-09-01,432921
Total Nacional,Cataluna,Girona,Viajero,General,2016-08-01,596055
Total Nacional,Cataluna,Girona,Viajero,General,2016-07-01,554710
Total Nacional,Cataluna,Girona,Viajero,General,2016-06-01,440019
Total Nacional,Cataluna,Girona,Viajero,General,2016-05-01,380309
Total Nacional,Cataluna,Girona,Viajero,General,2016-04-01,257795
Total Nacional,Cataluna,Girona,Viajero,General,2016-03-01,241854
Total Nacional,Cataluna,Girona,Viajero,General,2016-02-01,137271
Total Nacional,Cataluna,Girona,Viajero,General,2016-01-01,104020
Total Nacional,Cataluna,Girona,Viajero,Espana,2016-12-01,92520
Total Nacional,Cataluna,Girona,Viajero,Espana,2016-11-01,72149
Total Nacional,Cataluna,Girona,Viajero,Espana,2016-10-01,131689
Total Nacional,Cataluna,Girona,Viajero,Espana,2016-09-01,172323
Total Nacional,Cataluna,Girona,Viajero,Espana,2016-08-01,260857
Total Nacional,Cataluna,Girona,Viajero,Espana,2016-07-01,221283
Total Nacional,Cataluna,Girona,Viajero,Espana,2016-06-01,194308
Total Nacional,Cataluna,Girona,Viajero,Espana,2016-05-01,149224
Total Nacional,Cataluna,Girona,Viajero,Espana,2016-04-01,100157
Total Nacional,Cataluna,Girona,Viajero,Espana,2016-03-01,160381
Total Nacional,Cataluna,Girona,Viajero,Espana,2016-02-01,96509
Total Nacional,Cataluna,Girona,Viajero,Espana,2016-01-01,69545
Total Nacional,Cataluna,Girona,Viajero,Extranjero,2016-12-01,40514
Total Nacional,Cataluna,Girona,Viajero,Extranjero,2016-11-01,52867
Total Nacional,Cataluna,Girona,Viajero,Extranjero,2016-10-01,201729
Total Nacional,Cataluna,Girona,Viajero,Extranjero,2016-09-01,260598
Total Nacional,Cataluna,Girona,Viajero,Extranjero,2016-08-01,335198
Total Nacional,Cataluna,Girona,Viajero,Extranjero,2016-07-01,333427
Total Nacional,Cataluna,Girona,Viajero,Extranjero,2016-06-01,245711
Total Nacional,Cataluna,Girona,Viajero,Extranjero,2016-05-01,231085
Total Nacional,Cataluna,Girona,Viajero,Extranjero,2016-04-01,157638
Total Nacional,Cataluna,Girona,Viajero,Extranjero,2016-03-01,81473
Total Nacional,Cataluna,Girona,Viajero,Extranjero,2016-02-01,40762
Total Nacional,Cataluna,Girona,Viajero,Extranjero,2016-01-01,34474
Total Nacional,Cataluna,Lleida,Viajero,General,2016-12-01,59590
Total Nacional,Cataluna,Lleida,Viajero,General,2016-11-01,34541
Total Nacional,Cataluna,Lleida,Viajero,General,2016-10-01,61064
Total Nacional,Cataluna,Lleida,Viajero,General,2016-09-01,65866
Total Nacional,Cataluna,Lleida,Viajero,General,2016-08-01,109473
Total Nacional,Cataluna,Lleida,Viajero,General,2016-07-01,90095
Total Nacional,Cataluna,Lleida,Viajero,General,2016-06-01,62812
Total Nacional,Cataluna,Lleida,Viajero,General,2016-05-01,48719
Total Nacional,Cataluna,Lleida,Viajero,General,2016-04-01,37371
Total Nacional,Cataluna,Lleida,Viajero,General,2016-03-01,87956
Total Nacional,Cataluna,Lleida,Viajero,General,2016-02-01,75703
Total Nacional,Cataluna,Lleida,Viajero,General,2016-01-01,63453
Total Nacional,Cataluna,Lleida,Viajero,Espana,2016-12-01,52985
Total Nacional,Cataluna,Lleida,Viajero,Espana,2016-11-01,30475
Total Nacional,Cataluna,Lleida,Viajero,Espana,2016-10-01,51495
Total Nacional,Cataluna,Lleida,Viajero,Espana,2016-09-01,52599
Total Nacional,Cataluna,Lleida,Viajero,Espana,2016-08-01,94626
Total Nacional,Cataluna,Lleida,Viajero,Espana,2016-07-01,72911
Total Nacional,Cataluna,Lleida,Viajero,Espana,2016-06-01,49325
Total Nacional,Cataluna,Lleida,Viajero,Espana,2016-05-01,39638
Total Nacional,Cataluna,Lleida,Viajero,Espana,2016-04-01,30915
Total Nacional,Cataluna,Lleida,Viajero,Espana,2016-03-01,72507
Total Nacional,Cataluna,Lleida,Viajero,Espana,2016-02-01,60489
Total Nacional,Cataluna,Lleida,Viajero,Espana,2016-01-01,52315
Total Nacional,Cataluna,Lleida,Viajero,Extranjero,2016-12-01,6605
Total Nacional,Cataluna,Lleida,Viajero,Extranjero,2016-11-01,4065
Total Nacional,Cataluna,Lleida,Viajero,Extranjero,2016-10-01,9569
Total Nacional,Cataluna,Lleida,Viajero,Extranjero,2016-09-01,13266
Total Nacional,Cataluna,Lleida,Viajero,Extranjero,2016-08-01,14847
Total Nacional,Cataluna,Lleida,Viajero,Extranjero,2016-07-01,17184
Total Nacional,Cataluna,Lleida,Viajero,Extranjero,2016-06-01,13487
Total Nacional,Cataluna,Lleida,Viajero,Extranjero,2016-05-01,9081
Total Nacional,Cataluna,Lleida,Viajero,Extranjero,2016-04-01,6456
Total Nacional,Cataluna,Lleida,Viajero,Extranjero,2016-03-01,15449
Total Nacional,Cataluna,Lleida,Viajero,Extranjero,2016-02-01,15214
Total Nacional,Cataluna,Lleida,Viajero,Extranjero,2016-01-01,11138
Total Nacional,Cataluna,Tarragona,Viajero,General,2016-12-01,96292
Total Nacional,Cataluna,Tarragona,Viajero,General,2016-11-01,70462
Total Nacional,Cataluna,Tarragona,Viajero,General,2016-10-01,240316
Total Nacional,Cataluna,Tarragona,Viajero,General,2016-09-01,342335
Total Nacional,Cataluna,Tarragona,Viajero,General,2016-08-01,504541
Total Nacional,Cataluna,Tarragona,Viajero,General,2016-07-01,470671
Total Nacional,Cataluna,Tarragona,Viajero,General,2016-06-01,379065
Total Nacional,Cataluna,Tarragona,Viajero,General,2016-05-01,300023
Total Nacional,Cataluna,Tarragona,Viajero,General,2016-04-01,209654
Total Nacional,Cataluna,Tarragona,Viajero,General,2016-03-01,129013
Total Nacional,Cataluna,Tarragona,Viajero,General,2016-02-01,61196
Total Nacional,Cataluna,Tarragona,Viajero,General,2016-01-01,48336
Total Nacional,Cataluna,Tarragona,Viajero,Espana,2016-12-01,80361
Total Nacional,Cataluna,Tarragona,Viajero,Espana,2016-11-01,52817
Total Nacional,Cataluna,Tarragona,Viajero,Espana,2016-10-01,141034
Total Nacional,Cataluna,Tarragona,Viajero,Espana,2016-09-01,182837
Total Nacional,Cataluna,Tarragona,Viajero,Espana,2016-08-01,274651
Total Nacional,Cataluna,Tarragona,Viajero,Espana,2016-07-01,243506
Total Nacional,Cataluna,Tarragona,Viajero,Espana,2016-06-01,230129
Total Nacional,Cataluna,Tarragona,Viajero,Espana,2016-05-01,156528
Total Nacional,Cataluna,Tarragona,Viajero,Espana,2016-04-01,119492
Total Nacional,Cataluna,Tarragona,Viajero,Espana,2016-03-01,102797
Total Nacional,Cataluna,Tarragona,Viajero,Espana,2016-02-01,47370
Total Nacional,Cataluna,Tarragona,Viajero,Espana,2016-01-01,38809
Total Nacional,Cataluna,Tarragona,Viajero,Extranjero,2016-12-01,15930
Total Nacional,Cataluna,Tarragona,Viajero,Extranjero,2016-11-01,17645
Total Nacional,Cataluna,Tarragona,Viajero,Extranjero,2016-10-01,99282
Total Nacional,Cataluna,Tarragona,Viajero,Extranjero,2016-09-01,159498
Total Nacional,Cataluna,Tarragona,Viajero,Extranjero,2016-08-01,229889
Total Nacional,Cataluna,Tarragona,Viajero,Extranjero,2016-07-01,227165
Total Nacional,Cataluna,Tarragona,Viajero,Extranjero,2016-06-01,148936
Total Nacional,Cataluna,Tarragona,Viajero,Extranjero,2016-05-01,143495
Total Nacional,Cataluna,Tarragona,Viajero,Extranjero,2016-04-01,90162
Total Nacional,Cataluna,Tarragona,Viajero,Extranjero,2016-03-01,26217
Total Nacional,Cataluna,Tarragona,Viajero,Extranjero,2016-02-01,13825
Total Nacional,Cataluna,Tarragona,Viajero,Extranjero,2016-01-01,9526
Total Nacional,Comunidad valencia,Alicante,Viajero,General,2016-12-01,227022
Total Nacional,Comunidad valencia,Alicante,Viajero,General,2016-11-01,269142
Total Nacional,Comunidad valencia,Alicante,Viajero,General,2016-10-01,351420
Total Nacional,Comunidad valencia,Alicante,Viajero,General,2016-09-01,397620
Total Nacional,Comunidad valencia,Alicante,Viajero,General,2016-08-01,492354
Total Nacional,Comunidad valencia,Alicante,Viajero,General,2016-07-01,483767
Total Nacional,Comunidad valencia,Alicante,Viajero,General,2016-06-01,386376
Total Nacional,Comunidad valencia,Alicante,Viajero,General,2016-05-01,358123
Total Nacional,Comunidad valencia,Alicante,Viajero,General,2016-04-01,337864
Total Nacional,Comunidad valencia,Alicante,Viajero,General,2016-03-01,323546
Total Nacional,Comunidad valencia,Alicante,Viajero,General,2016-02-01,237851
Total Nacional,Comunidad valencia,Alicante,Viajero,General,2016-01-01,200053
Total Nacional,Comunidad valencia,Alicante,Viajero,Espana,2016-12-01,140739
Total Nacional,Comunidad valencia,Alicante,Viajero,Espana,2016-11-01,148602
Total Nacional,Comunidad valencia,Alicante,Viajero,Espana,2016-10-01,174592
Total Nacional,Comunidad valencia,Alicante,Viajero,Espana,2016-09-01,202439
Total Nacional,Comunidad valencia,Alicante,Viajero,Espana,2016-08-01,306419
Total Nacional,Comunidad valencia,Alicante,Viajero,Espana,2016-07-01,291050
Total Nacional,Comunidad valencia,Alicante,Viajero,Espana,2016-06-01,214035
Total Nacional,Comunidad valencia,Alicante,Viajero,Espana,2016-05-01,176676
Total Nacional,Comunidad valencia,Alicante,Viajero,Espana,2016-04-01,175049
Total Nacional,Comunidad valencia,Alicante,Viajero,Espana,2016-03-01,199972
Total Nacional,Comunidad valencia,Alicante,Viajero,Espana,2016-02-01,151977
Total Nacional,Comunidad valencia,Alicante,Viajero,Espana,2016-01-01,122211
Total Nacional,Comunidad valencia,Alicante,Viajero,Extranjero,2016-12-01,86283
Total Nacional,Comunidad valencia,Alicante,Viajero,Extranjero,2016-11-01,120540
Total Nacional,Comunidad valencia,Alicante,Viajero,Extranjero,2016-10-01,176827
Total Nacional,Comunidad valencia,Alicante,Viajero,Extranjero,2016-09-01,195181
Total Nacional,Comunidad valencia,Alicante,Viajero,Extranjero,2016-08-01,185935
Total Nacional,Comunidad valencia,Alicante,Viajero,Extranjero,2016-07-01,192717
Total Nacional,Comunidad valencia,Alicante,Viajero,Extranjero,2016-06-01,172341
Total Nacional,Comunidad valencia,Alicante,Viajero,Extranjero,2016-05-01,181447
Total Nacional,Comunidad valencia,Alicante,Viajero,Extranjero,2016-04-01,162815
Total Nacional,Comunidad valencia,Alicante,Viajero,Extranjero,2016-03-01,123574
Total Nacional,Comunidad valencia,Alicante,Viajero,Extranjero,2016-02-01,85874
Total Nacional,Comunidad valencia,Alicante,Viajero,Extranjero,2016-01-01,77843
Total Nacional,Comunidad valencia,Castellon,Viajero,General,2016-12-01,45494
Total Nacional,Comunidad valencia,Castellon,Viajero,General,2016-11-01,48318
Total Nacional,Comunidad valencia,Castellon,Viajero,General,2016-10-01,94833
Total Nacional,Comunidad valencia,Castellon,Viajero,General,2016-09-01,139527
Total Nacional,Comunidad valencia,Castellon,Viajero,General,2016-08-01,177382
Total Nacional,Comunidad valencia,Castellon,Viajero,General,2016-07-01,168818
Total Nacional,Comunidad valencia,Castellon,Viajero,General,2016-06-01,130151
Total Nacional,Comunidad valencia,Castellon,Viajero,General,2016-05-01,102129
Total Nacional,Comunidad valencia,Castellon,Viajero,General,2016-04-01,88540
Total Nacional,Comunidad valencia,Castellon,Viajero,General,2016-03-01,97052
Total Nacional,Comunidad valencia,Castellon,Viajero,General,2016-02-01,55975
Total Nacional,Comunidad valencia,Castellon,Viajero,General,2016-01-01,39210
Total Nacional,Comunidad valencia,Castellon,Viajero,Espana,2016-12-01,37513
Total Nacional,Comunidad valencia,Castellon,Viajero,Espana,2016-11-01,40446
Total Nacional,Comunidad valencia,Castellon,Viajero,Espana,2016-10-01,77640
Total Nacional,Comunidad valencia,Castellon,Viajero,Espana,2016-09-01,116278
Total Nacional,Comunidad valencia,Castellon,Viajero,Espana,2016-08-01,155925
Total Nacional,Comunidad valencia,Castellon,Viajero,Espana,2016-07-01,144079
Total Nacional,Comunidad valencia,Castellon,Viajero,Espana,2016-06-01,114333
Total Nacional,Comunidad valencia,Castellon,Viajero,Espana,2016-05-01,86115
Total Nacional,Comunidad valencia,Castellon,Viajero,Espana,2016-04-01,71320
Total Nacional,Comunidad valencia,Castellon,Viajero,Espana,2016-03-01,81601
Total Nacional,Comunidad valencia,Castellon,Viajero,Espana,2016-02-01,46951
Total Nacional,Comunidad valencia,Castellon,Viajero,Espana,2016-01-01,34016
Total Nacional,Comunidad valencia,Castellon,Viajero,Extranjero,2016-12-01,7981
Total Nacional,Comunidad valencia,Castellon,Viajero,Extranjero,2016-11-01,7872
Total Nacional,Comunidad valencia,Castellon,Viajero,Extranjero,2016-10-01,17192
Total Nacional,Comunidad valencia,Castellon,Viajero,Extranjero,2016-09-01,23249
Total Nacional,Comunidad valencia,Castellon,Viajero,Extranjero,2016-08-01,21457
Total Nacional,Comunidad valencia,Castellon,Viajero,Extranjero,2016-07-01,24740
Total Nacional,Comunidad valencia,Castellon,Viajero,Extranjero,2016-06-01,15818
Total Nacional,Comunidad valencia,Castellon,Viajero,Extranjero,2016-05-01,16014
Total Nacional,Comunidad valencia,Castellon,Viajero,Extranjero,2016-04-01,17220
Total Nacional,Comunidad valencia,Castellon,Viajero,Extranjero,2016-03-01,15451
Total Nacional,Comunidad valencia,Castellon,Viajero,Extranjero,2016-02-01,9024
Total Nacional,Comunidad valencia,Castellon,Viajero,Extranjero,2016-01-01,5195
Total Nacional,Comunidad valencia,Valencia,Viajero,General,2016-12-01,178641
Total Nacional,Comunidad valencia,Valencia,Viajero,General,2016-11-01,220993
Total Nacional,Comunidad valencia,Valencia,Viajero,General,2016-10-01,272134
Total Nacional,Comunidad valencia,Valencia,Viajero,General,2016-09-01,295539
Total Nacional,Comunidad valencia,Valencia,Viajero,General,2016-08-01,326557
Total Nacional,Comunidad valencia,Valencia,Viajero,General,2016-07-01,324513
Total Nacional,Comunidad valencia,Valencia,Viajero,General,2016-06-01,279889
Total Nacional,Comunidad valencia,Valencia,Viajero,General,2016-05-01,270847
Total Nacional,Comunidad valencia,Valencia,Viajero,General,2016-04-01,244933
Total Nacional,Comunidad valencia,Valencia,Viajero,General,2016-03-01,251121
Total Nacional,Comunidad valencia,Valencia,Viajero,General,2016-02-01,198672
Total Nacional,Comunidad valencia,Valencia,Viajero,General,2016-01-01,158615
Total Nacional,Comunidad valencia,Valencia,Viajero,Espana,2016-12-01,106461
Total Nacional,Comunidad valencia,Valencia,Viajero,Espana,2016-11-01,128838
Total Nacional,Comunidad valencia,Valencia,Viajero,Espana,2016-10-01,147516
Total Nacional,Comunidad valencia,Valencia,Viajero,Espana,2016-09-01,162219
Total Nacional,Comunidad valencia,Valencia,Viajero,Espana,2016-08-01,185785
Total Nacional,Comunidad valencia,Valencia,Viajero,Espana,2016-07-01,194643
Total Nacional,Comunidad valencia,Valencia,Viajero,Espana,2016-06-01,169354
Total Nacional,Comunidad valencia,Valencia,Viajero,Espana,2016-05-01,151554
Total Nacional,Comunidad valencia,Valencia,Viajero,Espana,2016-04-01,136788
Total Nacional,Comunidad valencia,Valencia,Viajero,Espana,2016-03-01,162411
Total Nacional,Comunidad valencia,Valencia,Viajero,Espana,2016-02-01,118830
Total Nacional,Comunidad valencia,Valencia,Viajero,Espana,2016-01-01,92201
Total Nacional,Comunidad valencia,Valencia,Viajero,Extranjero,2016-12-01,72181
Total Nacional,Comunidad valencia,Valencia,Viajero,Extranjero,2016-11-01,92155
Total Nacional,Comunidad valencia,Valencia,Viajero,Extranjero,2016-10-01,124618
Total Nacional,Comunidad valencia,Valencia,Viajero,Extranjero,2016-09-01,133320
Total Nacional,Comunidad valencia,Valencia,Viajero,Extranjero,2016-08-01,140772
Total Nacional,Comunidad valencia,Valencia,Viajero,Extranjero,2016-07-01,129869
Total Nacional,Comunidad valencia,Valencia,Viajero,Extranjero,2016-06-01,110535
Total Nacional,Comunidad valencia,Valencia,Viajero,Extranjero,2016-05-01,119292
Total Nacional,Comunidad valencia,Valencia,Viajero,Extranjero,2016-04-01,108145
Total Nacional,Comunidad valencia,Valencia,Viajero,Extranjero,2016-03-01,88710
Total Nacional,Comunidad valencia,Valencia,Viajero,Extranjero,2016-02-01,79843
Total Nacional,Comunidad valencia,Valencia,Viajero,Extranjero,2016-01-01,66413
Total Nacional,Extremadura,Badajoz,Viajero,General,2016-12-01,39697
Total Nacional,Extremadura,Badajoz,Viajero,General,2016-11-01,44509
Total Nacional,Extremadura,Badajoz,Viajero,General,2016-10-01,64193
Total Nacional,Extremadura,Badajoz,Viajero,General,2016-09-01,63612
Total Nacional,Extremadura,Badajoz,Viajero,General,2016-08-01,71385
Total Nacional,Extremadura,Badajoz,Viajero,General,2016-07-01,68578
Total Nacional,Extremadura,Badajoz,Viajero,General,2016-06-01,55414
Total Nacional,Extremadura,Badajoz,Viajero,General,2016-05-01,54660
Total Nacional,Extremadura,Badajoz,Viajero,General,2016-04-01,55039
Total Nacional,Extremadura,Badajoz,Viajero,General,2016-03-01,55367
Total Nacional,Extremadura,Badajoz,Viajero,General,2016-02-01,39530
Total Nacional,Extremadura,Badajoz,Viajero,General,2016-01-01,32072
Total Nacional,Extremadura,Badajoz,Viajero,Espana,2016-12-01,33787
Total Nacional,Extremadura,Badajoz,Viajero,Espana,2016-11-01,37615
Total Nacional,Extremadura,Badajoz,Viajero,Espana,2016-10-01,51933
Total Nacional,Extremadura,Badajoz,Viajero,Espana,2016-09-01,53166
Total Nacional,Extremadura,Badajoz,Viajero,Espana,2016-08-01,56820
Total Nacional,Extremadura,Badajoz,Viajero,Espana,2016-07-01,57732
Total Nacional,Extremadura,Badajoz,Viajero,Espana,2016-06-01,46463
Total Nacional,Extremadura,Badajoz,Viajero,Espana,2016-05-01,44676
Total Nacional,Extremadura,Badajoz,Viajero,Espana,2016-04-01,44288
Total Nacional,Extremadura,Badajoz,Viajero,Espana,2016-03-01,48716
Total Nacional,Extremadura,Badajoz,Viajero,Espana,2016-02-01,34034
Total Nacional,Extremadura,Badajoz,Viajero,Espana,2016-01-01,27432
Total Nacional,Extremadura,Badajoz,Viajero,Extranjero,2016-12-01,5910
Total Nacional,Extremadura,Badajoz,Viajero,Extranjero,2016-11-01,6894
Total Nacional,Extremadura,Badajoz,Viajero,Extranjero,2016-10-01,12260
Total Nacional,Extremadura,Badajoz,Viajero,Extranjero,2016-09-01,10447
Total Nacional,Extremadura,Badajoz,Viajero,Extranjero,2016-08-01,14565
Total Nacional,Extremadura,Badajoz,Viajero,Extranjero,2016-07-01,10847
Total Nacional,Extremadura,Badajoz,Viajero,Extranjero,2016-06-01,8951
Total Nacional,Extremadura,Badajoz,Viajero,Extranjero,2016-05-01,9984
Total Nacional,Extremadura,Badajoz,Viajero,Extranjero,2016-04-01,10751
Total Nacional,Extremadura,Badajoz,Viajero,Extranjero,2016-03-01,6650
Total Nacional,Extremadura,Badajoz,Viajero,Extranjero,2016-02-01,5496
Total Nacional,Extremadura,Badajoz,Viajero,Extranjero,2016-01-01,4641
Total Nacional,Extremadura,Caceres,Viajero,General,2016-12-01,40890
Total Nacional,Extremadura,Caceres,Viajero,General,2016-11-01,43258
Total Nacional,Extremadura,Caceres,Viajero,General,2016-10-01,62438
Total Nacional,Extremadura,Caceres,Viajero,General,2016-09-01,61859
Total Nacional,Extremadura,Caceres,Viajero,General,2016-08-01,82996
Total Nacional,Extremadura,Caceres,Viajero,General,2016-07-01,69098
Total Nacional,Extremadura,Caceres,Viajero,General,2016-06-01,58284
Total Nacional,Extremadura,Caceres,Viajero,General,2016-05-01,63824
Total Nacional,Extremadura,Caceres,Viajero,General,2016-04-01,60494
Total Nacional,Extremadura,Caceres,Viajero,General,2016-03-01,60639
Total Nacional,Extremadura,Caceres,Viajero,General,2016-02-01,41684
Total Nacional,Extremadura,Caceres,Viajero,General,2016-01-01,32377
Total Nacional,Extremadura,Caceres,Viajero,Espana,2016-12-01,36534
Total Nacional,Extremadura,Caceres,Viajero,Espana,2016-11-01,37554
Total Nacional,Extremadura,Caceres,Viajero,Espana,2016-10-01,53138
Total Nacional,Extremadura,Caceres,Viajero,Espana,2016-09-01,51165
Total Nacional,Extremadura,Caceres,Viajero,Espana,2016-08-01,71631
Total Nacional,Extremadura,Caceres,Viajero,Espana,2016-07-01,58882
Total Nacional,Extremadura,Caceres,Viajero,Espana,2016-06-01,49920
Total Nacional,Extremadura,Caceres,Viajero,Espana,2016-05-01,51900
Total Nacional,Extremadura,Caceres,Viajero,Espana,2016-04-01,51128
Total Nacional,Extremadura,Caceres,Viajero,Espana,2016-03-01,54411
Total Nacional,Extremadura,Caceres,Viajero,Espana,2016-02-01,37113
Total Nacional,Extremadura,Caceres,Viajero,Espana,2016-01-01,28271
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2016-12-01,4356
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2016-11-01,5704
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2016-10-01,9300
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2016-09-01,10694
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2016-08-01,11365
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2016-07-01,10216
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2016-06-01,8364
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2016-05-01,11924
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2016-04-01,9367
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2016-03-01,6227
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2016-02-01,4571
Total Nacional,Extremadura,Caceres,Viajero,Extranjero,2016-01-01,4106
