Totales_Territoriales,Comunidades_Ciudades_Autonomas,Viajeros_Pernoctaciones,Residencia,Periodo,Total,ID_viajeros,ID_pernoctaciones,ID_total
Total Nacional,Cataluna,Pernoctaciones,Espana,2015-02-01,743839,11866,11866,11866
Total Nacional,Cataluna,Pernoctaciones,Espana,2015-01-01,691027,11867,11867,11867
Total Nacional,Cataluna,Pernoctaciones,Extranjero,2015-12-01,1225972,11868,11868,11868
Total Nacional,Cataluna,Pernoctaciones,Extranjero,2015-11-01,1530426,11869,11869,11869
Total Nacional,Cataluna,Pernoctaciones,Extranjero,2015-10-01,3284527,11870,11870,11870
Total Nacional,Cataluna,Pernoctaciones,Extranjero,2015-09-01,4510228,11871,11871,11871
Total Nacional,Cataluna,Pernoctaciones,Extranjero,2015-08-01,6009390,11872,11872,11872
Total Nacional,Cataluna,Pernoctaciones,Extranjero,2015-07-01,5530987,11873,11873,11873
Total Nacional,Cataluna,Pernoctaciones,Extranjero,2015-06-01,3994676,11874,11874,11874
Total Nacional,Cataluna,Pernoctaciones,Extranjero,2015-05-01,3575327,11875,11875,11875
Total Nacional,Cataluna,Pernoctaciones,Extranjero,2015-04-01,2655638,11876,11876,11876
Total Nacional,Cataluna,Pernoctaciones,Extranjero,2015-03-01,1682134,11877,11877,11877
Total Nacional,Cataluna,Pernoctaciones,Extranjero,2015-02-01,1234150,11878,11878,11878
Total Nacional,Cataluna,Pernoctaciones,Extranjero,2015-01-01,1046054,11879,11879,11879
Total Nacional,Comunidad valencia,Viajero,General,2015-12-01,455359,11880,11880,11880
Total Nacional,Comunidad valencia,Viajero,General,2015-11-01,471632,11881,11881,11881
Total Nacional,Comunidad valencia,Viajero,General,2015-10-01,655434,11882,11882,11882
Total Nacional,Comunidad valencia,Viajero,General,2015-09-01,743811,11883,11883,11883
Total Nacional,Comunidad valencia,Viajero,General,2015-08-01,994467,11884,11884,11884
Total Nacional,Comunidad valencia,Viajero,General,2015-07-01,884809,11885,11885,11885
Total Nacional,Comunidad valencia,Viajero,General,2015-06-01,776316,11886,11886,11886
Total Nacional,Comunidad valencia,Viajero,General,2015-05-01,715153,11887,11887,11887
Total Nacional,Comunidad valencia,Viajero,General,2015-04-01,685330,11888,11888,11888
Total Nacional,Comunidad valencia,Viajero,General,2015-03-01,573800,11889,11889,11889
Total Nacional,Comunidad valencia,Viajero,General,2015-02-01,448668,11890,11890,11890
Total Nacional,Comunidad valencia,Viajero,General,2015-01-01,352607,11891,11891,11891
Total Nacional,Comunidad valencia,Viajero,Espana,2015-12-01,303775,11892,11892,11892
Total Nacional,Comunidad valencia,Viajero,Espana,2015-11-01,281600,11893,11893,11893
Total Nacional,Comunidad valencia,Viajero,Espana,2015-10-01,374877,11894,11894,11894
Total Nacional,Comunidad valencia,Viajero,Espana,2015-09-01,437450,11895,11895,11895
Total Nacional,Comunidad valencia,Viajero,Espana,2015-08-01,664041,11896,11896,11896
Total Nacional,Comunidad valencia,Viajero,Espana,2015-07-01,581642,11897,11897,11897
Total Nacional,Comunidad valencia,Viajero,Espana,2015-06-01,497150,11898,11898,11898
Total Nacional,Comunidad valencia,Viajero,Espana,2015-05-01,414423,11899,11899,11899
Total Nacional,Comunidad valencia,Viajero,Espana,2015-04-01,441015,11900,11900,11900
Total Nacional,Comunidad valencia,Viajero,Espana,2015-03-01,373328,11901,11901,11901
Total Nacional,Comunidad valencia,Viajero,Espana,2015-02-01,304513,11902,11902,11902
Total Nacional,Comunidad valencia,Viajero,Espana,2015-01-01,226483,11903,11903,11903
Total Nacional,Comunidad valencia,Viajero,Extranjero,2015-12-01,151584,11904,11904,11904
Total Nacional,Comunidad valencia,Viajero,Extranjero,2015-11-01,190032,11905,11905,11905
Total Nacional,Comunidad valencia,Viajero,Extranjero,2015-10-01,280557,11906,11906,11906
Total Nacional,Comunidad valencia,Viajero,Extranjero,2015-09-01,306361,11907,11907,11907
Total Nacional,Comunidad valencia,Viajero,Extranjero,2015-08-01,330426,11908,11908,11908
Total Nacional,Comunidad valencia,Viajero,Extranjero,2015-07-01,303167,11909,11909,11909
Total Nacional,Comunidad valencia,Viajero,Extranjero,2015-06-01,279166,11910,11910,11910
Total Nacional,Comunidad valencia,Viajero,Extranjero,2015-05-01,300730,11911,11911,11911
Total Nacional,Comunidad valencia,Viajero,Extranjero,2015-04-01,244314,11912,11912,11912
Total Nacional,Comunidad valencia,Viajero,Extranjero,2015-03-01,200472,11913,11913,11913
Total Nacional,Comunidad valencia,Viajero,Extranjero,2015-02-01,144155,11914,11914,11914
Total Nacional,Comunidad valencia,Viajero,Extranjero,2015-01-01,126123,11915,11915,11915
Total Nacional,Comunidad valencia,Pernoctaciones,General,2015-12-01,1318178,11916,11916,11916
Total Nacional,Comunidad valencia,Pernoctaciones,General,2015-11-01,1400478,11917,11917,11917
Total Nacional,Comunidad valencia,Pernoctaciones,General,2015-10-01,2254576,11918,11918,11918
Total Nacional,Comunidad valencia,Pernoctaciones,General,2015-09-01,2819698,11919,11919,11919
Total Nacional,Comunidad valencia,Pernoctaciones,General,2015-08-01,3827430,11920,11920,11920
Total Nacional,Comunidad valencia,Pernoctaciones,General,2015-07-01,3328894,11921,11921,11921
Total Nacional,Comunidad valencia,Pernoctaciones,General,2015-06-01,2670079,11922,11922,11922
Total Nacional,Comunidad valencia,Pernoctaciones,General,2015-05-01,2312522,11923,11923,11923
Total Nacional,Comunidad valencia,Pernoctaciones,General,2015-04-01,2266795,11924,11924,11924
Total Nacional,Comunidad valencia,Pernoctaciones,General,2015-03-01,1845551,11925,11925,11925
Total Nacional,Comunidad valencia,Pernoctaciones,General,2015-02-01,1288367,11926,11926,11926
Total Nacional,Comunidad valencia,Pernoctaciones,General,2015-01-01,1143579,11927,11927,11927
Total Nacional,Comunidad valencia,Pernoctaciones,Espana,2015-12-01,755410,11928,11928,11928
Total Nacional,Comunidad valencia,Pernoctaciones,Espana,2015-11-01,666312,11929,11929,11929
Total Nacional,Comunidad valencia,Pernoctaciones,Espana,2015-10-01,1086302,11930,11930,11930
Total Nacional,Comunidad valencia,Pernoctaciones,Espana,2015-09-01,1525030,11931,11931,11931
Total Nacional,Comunidad valencia,Pernoctaciones,Espana,2015-08-01,2495580,11932,11932,11932
Total Nacional,Comunidad valencia,Pernoctaciones,Espana,2015-07-01,2094053,11933,11933,11933
Total Nacional,Comunidad valencia,Pernoctaciones,Espana,2015-06-01,1527955,11934,11934,11934
Total Nacional,Comunidad valencia,Pernoctaciones,Espana,2015-05-01,1191631,11935,11935,11935
Total Nacional,Comunidad valencia,Pernoctaciones,Espana,2015-04-01,1387211,11936,11936,11936
Total Nacional,Comunidad valencia,Pernoctaciones,Espana,2015-03-01,1046876,11937,11937,11937
Total Nacional,Comunidad valencia,Pernoctaciones,Espana,2015-02-01,752814,11938,11938,11938
Total Nacional,Comunidad valencia,Pernoctaciones,Espana,2015-01-01,660831,11939,11939,11939
Total Nacional,Comunidad valencia,Pernoctaciones,Extranjero,2015-12-01,562768,11940,11940,11940
Total Nacional,Comunidad valencia,Pernoctaciones,Extranjero,2015-11-01,734165,11941,11941,11941
Total Nacional,Comunidad valencia,Pernoctaciones,Extranjero,2015-10-01,1168273,11942,11942,11942
Total Nacional,Comunidad valencia,Pernoctaciones,Extranjero,2015-09-01,1294668,11943,11943,11943
Total Nacional,Comunidad valencia,Pernoctaciones,Extranjero,2015-08-01,1331850,11944,11944,11944
Total Nacional,Comunidad valencia,Pernoctaciones,Extranjero,2015-07-01,1234842,11945,11945,11945
Total Nacional,Comunidad valencia,Pernoctaciones,Extranjero,2015-06-01,1142124,11946,11946,11946
Total Nacional,Comunidad valencia,Pernoctaciones,Extranjero,2015-05-01,1120891,11947,11947,11947
Total Nacional,Comunidad valencia,Pernoctaciones,Extranjero,2015-04-01,879585,11948,11948,11948
Total Nacional,Comunidad valencia,Pernoctaciones,Extranjero,2015-03-01,798675,11949,11949,11949
Total Nacional,Comunidad valencia,Pernoctaciones,Extranjero,2015-02-01,535553,11950,11950,11950
Total Nacional,Comunidad valencia,Pernoctaciones,Extranjero,2015-01-01,482748,11951,11951,11951
Total Nacional,Extremadura,Viajero,General,2015-12-01,85260,11952,11952,11952
Total Nacional,Extremadura,Viajero,General,2015-11-01,82187,11953,11953,11953
Total Nacional,Extremadura,Viajero,General,2015-10-01,128879,11954,11954,11954
Total Nacional,Extremadura,Viajero,General,2015-09-01,120620,11955,11955,11955
Total Nacional,Extremadura,Viajero,General,2015-08-01,159497,11956,11956,11956
Total Nacional,Extremadura,Viajero,General,2015-07-01,123201,11957,11957,11957
Total Nacional,Extremadura,Viajero,General,2015-06-01,108428,11958,11958,11958
Total Nacional,Extremadura,Viajero,General,2015-05-01,118077,11959,11959,11959
Total Nacional,Extremadura,Viajero,General,2015-04-01,124230,11960,11960,11960
Total Nacional,Extremadura,Viajero,General,2015-03-01,99758,11961,11961,11961
Total Nacional,Extremadura,Viajero,General,2015-02-01,74403,11962,11962,11962
Total Nacional,Extremadura,Viajero,General,2015-01-01,53401,11963,11963,11963
Total Nacional,Extremadura,Viajero,Espana,2015-12-01,76102,11964,11964,11964
Total Nacional,Extremadura,Viajero,Espana,2015-11-01,72077,11965,11965,11965
Total Nacional,Extremadura,Viajero,Espana,2015-10-01,105738,11966,11966,11966
Total Nacional,Extremadura,Viajero,Espana,2015-09-01,98381,11967,11967,11967
Total Nacional,Extremadura,Viajero,Espana,2015-08-01,126546,11968,11968,11968
Total Nacional,Extremadura,Viajero,Espana,2015-07-01,105313,11969,11969,11969
Total Nacional,Extremadura,Viajero,Espana,2015-06-01,89549,11970,11970,11970
Total Nacional,Extremadura,Viajero,Espana,2015-05-01,93326,11971,11971,11971
Total Nacional,Extremadura,Viajero,Espana,2015-04-01,104508,11972,11972,11972
Total Nacional,Extremadura,Viajero,Espana,2015-03-01,86363,11973,11973,11973
Total Nacional,Extremadura,Viajero,Espana,2015-02-01,64094,11974,11974,11974
Total Nacional,Extremadura,Viajero,Espana,2015-01-01,46484,11975,11975,11975
Total Nacional,Extremadura,Viajero,Extranjero,2015-12-01,9158,11976,11976,11976
Total Nacional,Extremadura,Viajero,Extranjero,2015-11-01,10110,11977,11977,11977
Total Nacional,Extremadura,Viajero,Extranjero,2015-10-01,23142,11978,11978,11978
Total Nacional,Extremadura,Viajero,Extranjero,2015-09-01,22239,11979,11979,11979
Total Nacional,Extremadura,Viajero,Extranjero,2015-08-01,32951,11980,11980,11980
Total Nacional,Extremadura,Viajero,Extranjero,2015-07-01,17888,11981,11981,11981
Total Nacional,Extremadura,Viajero,Extranjero,2015-06-01,18879,11982,11982,11982
Total Nacional,Extremadura,Viajero,Extranjero,2015-05-01,24751,11983,11983,11983
Total Nacional,Extremadura,Viajero,Extranjero,2015-04-01,19722,11984,11984,11984
Total Nacional,Extremadura,Viajero,Extranjero,2015-03-01,13394,11985,11985,11985
Total Nacional,Extremadura,Viajero,Extranjero,2015-02-01,10310,11986,11986,11986
Total Nacional,Extremadura,Viajero,Extranjero,2015-01-01,6916,11987,11987,11987
Total Nacional,Extremadura,Pernoctaciones,General,2015-12-01,135670,11988,11988,11988
Total Nacional,Extremadura,Pernoctaciones,General,2015-11-01,145613,11989,11989,11989
Total Nacional,Extremadura,Pernoctaciones,General,2015-10-01,229059,11990,11990,11990
Total Nacional,Extremadura,Pernoctaciones,General,2015-09-01,213174,11991,11991,11991
Total Nacional,Extremadura,Pernoctaciones,General,2015-08-01,249589,11992,11992,11992
Total Nacional,Extremadura,Pernoctaciones,General,2015-07-01,192066,11993,11993,11993
Total Nacional,Extremadura,Pernoctaciones,General,2015-06-01,191126,11994,11994,11994
Total Nacional,Extremadura,Pernoctaciones,General,2015-05-01,208615,11995,11995,11995
Total Nacional,Extremadura,Pernoctaciones,General,2015-04-01,225528,11996,11996,11996
Total Nacional,Extremadura,Pernoctaciones,General,2015-03-01,164957,11997,11997,11997
Total Nacional,Extremadura,Pernoctaciones,General,2015-02-01,115471,11998,11998,11998
Total Nacional,Extremadura,Pernoctaciones,General,2015-01-01,87429,11999,11999,11999
Total Nacional,Extremadura,Pernoctaciones,Espana,2015-12-01,123333,12000,12000,12000
Total Nacional,Extremadura,Pernoctaciones,Espana,2015-11-01,130065,12001,12001,12001
Total Nacional,Extremadura,Pernoctaciones,Espana,2015-10-01,195545,12002,12002,12002
Total Nacional,Extremadura,Pernoctaciones,Espana,2015-09-01,179971,12003,12003,12003
Total Nacional,Extremadura,Pernoctaciones,Espana,2015-08-01,204751,12004,12004,12004
Total Nacional,Extremadura,Pernoctaciones,Espana,2015-07-01,168138,12005,12005,12005
Total Nacional,Extremadura,Pernoctaciones,Espana,2015-06-01,164157,12006,12006,12006
Total Nacional,Extremadura,Pernoctaciones,Espana,2015-05-01,173926,12007,12007,12007
Total Nacional,Extremadura,Pernoctaciones,Espana,2015-04-01,194801,12008,12008,12008
Total Nacional,Extremadura,Pernoctaciones,Espana,2015-03-01,146847,12009,12009,12009
Total Nacional,Extremadura,Pernoctaciones,Espana,2015-02-01,102024,12010,12010,12010
Total Nacional,Extremadura,Pernoctaciones,Espana,2015-01-01,75625,12011,12011,12011
Total Nacional,Extremadura,Pernoctaciones,Extranjero,2015-12-01,12338,12012,12012,12012
Total Nacional,Extremadura,Pernoctaciones,Extranjero,2015-11-01,15548,12013,12013,12013
Total Nacional,Extremadura,Pernoctaciones,Extranjero,2015-10-01,33514,12014,12014,12014
Total Nacional,Extremadura,Pernoctaciones,Extranjero,2015-09-01,33202,12015,12015,12015
Total Nacional,Extremadura,Pernoctaciones,Extranjero,2015-08-01,44838,12016,12016,12016
Total Nacional,Extremadura,Pernoctaciones,Extranjero,2015-07-01,23928,12017,12017,12017
Total Nacional,Extremadura,Pernoctaciones,Extranjero,2015-06-01,26969,12018,12018,12018
Total Nacional,Extremadura,Pernoctaciones,Extranjero,2015-05-01,34689,12019,12019,12019
Total Nacional,Extremadura,Pernoctaciones,Extranjero,2015-04-01,30727,12020,12020,12020
Total Nacional,Extremadura,Pernoctaciones,Extranjero,2015-03-01,18111,12021,12021,12021
Total Nacional,Extremadura,Pernoctaciones,Extranjero,2015-02-01,13447,12022,12022,12022
Total Nacional,Extremadura,Pernoctaciones,Extranjero,2015-01-01,11804,12023,12023,12023
Total Nacional,Galicia,Viajero,General,2015-12-01,182698,12024,12024,12024
Total Nacional,Galicia,Viajero,General,2015-11-01,198161,12025,12025,12025
Total Nacional,Galicia,Viajero,General,2015-10-01,374290,12026,12026,12026
Total Nacional,Galicia,Viajero,General,2015-09-01,485775,12027,12027,12027
Total Nacional,Galicia,Viajero,General,2015-08-01,675925,12028,12028,12028
Total Nacional,Galicia,Viajero,General,2015-07-01,561337,12029,12029,12029
Total Nacional,Galicia,Viajero,General,2015-06-01,435025,12030,12030,12030
Total Nacional,Galicia,Viajero,General,2015-05-01,373093,12031,12031,12031
Total Nacional,Galicia,Viajero,General,2015-04-01,296831,12032,12032,12032
Total Nacional,Galicia,Viajero,General,2015-03-01,214636,12033,12033,12033
Total Nacional,Galicia,Viajero,General,2015-02-01,154119,12034,12034,12034
Total Nacional,Galicia,Viajero,General,2015-01-01,134299,12035,12035,12035
Total Nacional,Galicia,Viajero,Espana,2015-12-01,155244,12036,12036,12036
Total Nacional,Galicia,Viajero,Espana,2015-11-01,161194,12037,12037,12037
Total Nacional,Galicia,Viajero,Espana,2015-10-01,252380,12038,12038,12038
Total Nacional,Galicia,Viajero,Espana,2015-09-01,312121,12039,12039,12039
Total Nacional,Galicia,Viajero,Espana,2015-08-01,504571,12040,12040,12040
Total Nacional,Galicia,Viajero,Espana,2015-07-01,408165,12041,12041,12041
Total Nacional,Galicia,Viajero,Espana,2015-06-01,273485,12042,12042,12042
Total Nacional,Galicia,Viajero,Espana,2015-05-01,221350,12043,12043,12043
Total Nacional,Galicia,Viajero,Espana,2015-04-01,214954,12044,12044,12044
Total Nacional,Galicia,Viajero,Espana,2015-03-01,177739,12045,12045,12045
Total Nacional,Galicia,Viajero,Espana,2015-02-01,132654,12046,12046,12046
Total Nacional,Galicia,Viajero,Espana,2015-01-01,114604,12047,12047,12047
Total Nacional,Galicia,Viajero,Extranjero,2015-12-01,27454,12048,12048,12048
Total Nacional,Galicia,Viajero,Extranjero,2015-11-01,36967,12049,12049,12049
Total Nacional,Galicia,Viajero,Extranjero,2015-10-01,121910,12050,12050,12050
Total Nacional,Galicia,Viajero,Extranjero,2015-09-01,173654,12051,12051,12051
Total Nacional,Galicia,Viajero,Extranjero,2015-08-01,171355,12052,12052,12052
Total Nacional,Galicia,Viajero,Extranjero,2015-07-01,153172,12053,12053,12053
Total Nacional,Galicia,Viajero,Extranjero,2015-06-01,161539,12054,12054,12054
Total Nacional,Galicia,Viajero,Extranjero,2015-05-01,151743,12055,12055,12055
Total Nacional,Galicia,Viajero,Extranjero,2015-04-01,81877,12056,12056,12056
Total Nacional,Galicia,Viajero,Extranjero,2015-03-01,36897,12057,12057,12057
Total Nacional,Galicia,Viajero,Extranjero,2015-02-01,21465,12058,12058,12058
Total Nacional,Galicia,Viajero,Extranjero,2015-01-01,19695,12059,12059,12059
Total Nacional,Galicia,Pernoctaciones,General,2015-12-01,329282,12060,12060,12060
Total Nacional,Galicia,Pernoctaciones,General,2015-11-01,371364,12061,12061,12061
Total Nacional,Galicia,Pernoctaciones,General,2015-10-01,692765,12062,12062,12062
Total Nacional,Galicia,Pernoctaciones,General,2015-09-01,897307,12063,12063,12063
Total Nacional,Galicia,Pernoctaciones,General,2015-08-01,1456226,12064,12064,12064
Total Nacional,Galicia,Pernoctaciones,General,2015-07-01,1089423,12065,12065,12065
Total Nacional,Galicia,Pernoctaciones,General,2015-06-01,758369,12066,12066,12066
Total Nacional,Galicia,Pernoctaciones,General,2015-05-01,629586,12067,12067,12067
Total Nacional,Galicia,Pernoctaciones,General,2015-04-01,535116,12068,12068,12068
Total Nacional,Galicia,Pernoctaciones,General,2015-03-01,402529,12069,12069,12069
Total Nacional,Galicia,Pernoctaciones,General,2015-02-01,277693,12070,12070,12070
Total Nacional,Galicia,Pernoctaciones,General,2015-01-01,245042,12071,12071,12071
Total Nacional,Galicia,Pernoctaciones,Espana,2015-12-01,279375,12072,12072,12072
Total Nacional,Galicia,Pernoctaciones,Espana,2015-11-01,307200,12073,12073,12073
Total Nacional,Galicia,Pernoctaciones,Espana,2015-10-01,509317,12074,12074,12074
Total Nacional,Galicia,Pernoctaciones,Espana,2015-09-01,628930,12075,12075,12075
Total Nacional,Galicia,Pernoctaciones,Espana,2015-08-01,1169976,12076,12076,12076
Total Nacional,Galicia,Pernoctaciones,Espana,2015-07-01,849171,12077,12077,12077
Total Nacional,Galicia,Pernoctaciones,Espana,2015-06-01,520565,12078,12078,12078
Total Nacional,Galicia,Pernoctaciones,Espana,2015-05-01,419383,12079,12079,12079
Total Nacional,Galicia,Pernoctaciones,Espana,2015-04-01,410119,12080,12080,12080
Total Nacional,Galicia,Pernoctaciones,Espana,2015-03-01,334757,12081,12081,12081
Total Nacional,Galicia,Pernoctaciones,Espana,2015-02-01,234776,12082,12082,12082
Total Nacional,Galicia,Pernoctaciones,Espana,2015-01-01,204728,12083,12083,12083
Total Nacional,Galicia,Pernoctaciones,Extranjero,2015-12-01,49907,12084,12084,12084
Total Nacional,Galicia,Pernoctaciones,Extranjero,2015-11-01,64164,12085,12085,12085
Total Nacional,Galicia,Pernoctaciones,Extranjero,2015-10-01,183448,12086,12086,12086
Total Nacional,Galicia,Pernoctaciones,Extranjero,2015-09-01,268376,12087,12087,12087
Total Nacional,Galicia,Pernoctaciones,Extranjero,2015-08-01,286250,12088,12088,12088
Total Nacional,Galicia,Pernoctaciones,Extranjero,2015-07-01,240253,12089,12089,12089
Total Nacional,Galicia,Pernoctaciones,Extranjero,2015-06-01,237804,12090,12090,12090
Total Nacional,Galicia,Pernoctaciones,Extranjero,2015-05-01,210203,12091,12091,12091
Total Nacional,Galicia,Pernoctaciones,Extranjero,2015-04-01,124997,12092,12092,12092
Total Nacional,Galicia,Pernoctaciones,Extranjero,2015-03-01,67772,12093,12093,12093
Total Nacional,Galicia,Pernoctaciones,Extranjero,2015-02-01,42917,12094,12094,12094
Total Nacional,Galicia,Pernoctaciones,Extranjero,2015-01-01,40314,12095,12095,12095
Total Nacional,Comunidad de madrid,Viajero,General,2015-12-01,869568,12096,12096,12096
Total Nacional,Comunidad de madrid,Viajero,General,2015-11-01,906746,12097,12097,12097
Total Nacional,Comunidad de madrid,Viajero,General,2015-10-01,1100652,12098,12098,12098
Total Nacional,Comunidad de madrid,Viajero,General,2015-09-01,1038449,12099,12099,12099
Total Nacional,Comunidad de madrid,Viajero,General,2015-08-01,874779,12100,12100,12100
Total Nacional,Comunidad de madrid,Viajero,General,2015-07-01,952664,12101,12101,12101
Total Nacional,Comunidad de madrid,Viajero,General,2015-06-01,986829,12102,12102,12102
Total Nacional,Comunidad de madrid,Viajero,General,2015-05-01,1058447,12103,12103,12103
Total Nacional,Comunidad de madrid,Viajero,General,2015-04-01,969578,12104,12104,12104
Total Nacional,Comunidad de madrid,Viajero,General,2015-03-01,893732,12105,12105,12105
Total Nacional,Comunidad de madrid,Viajero,General,2015-02-01,768277,12106,12106,12106
Total Nacional,Comunidad de madrid,Viajero,General,2015-01-01,742665,12107,12107,12107
Total Nacional,Comunidad de madrid,Viajero,Espana,2015-12-01,555675,12108,12108,12108
Total Nacional,Comunidad de madrid,Viajero,Espana,2015-11-01,520701,12109,12109,12109
Total Nacional,Comunidad de madrid,Viajero,Espana,2015-10-01,554028,12110,12110,12110
Total Nacional,Comunidad de madrid,Viajero,Espana,2015-09-01,558525,12111,12111,12111
Total Nacional,Comunidad de madrid,Viajero,Espana,2015-08-01,475035,12112,12112,12112
Total Nacional,Comunidad de madrid,Viajero,Espana,2015-07-01,496077,12113,12113,12113
Total Nacional,Comunidad de madrid,Viajero,Espana,2015-06-01,545435,12114,12114,12114
Total Nacional,Comunidad de madrid,Viajero,Espana,2015-05-01,542958,12115,12115,12115
Total Nacional,Comunidad de madrid,Viajero,Espana,2015-04-01,539993,12116,12116,12116
Total Nacional,Comunidad de madrid,Viajero,Espana,2015-03-01,498019,12117,12117,12117
Total Nacional,Comunidad de madrid,Viajero,Espana,2015-02-01,467203,12118,12118,12118
Total Nacional,Comunidad de madrid,Viajero,Espana,2015-01-01,462514,12119,12119,12119
Total Nacional,Comunidad de madrid,Viajero,Extranjero,2015-12-01,313894,12120,12120,12120
Total Nacional,Comunidad de madrid,Viajero,Extranjero,2015-11-01,386045,12121,12121,12121
Total Nacional,Comunidad de madrid,Viajero,Extranjero,2015-10-01,546624,12122,12122,12122
Total Nacional,Comunidad de madrid,Viajero,Extranjero,2015-09-01,479925,12123,12123,12123
Total Nacional,Comunidad de madrid,Viajero,Extranjero,2015-08-01,399744,12124,12124,12124
Total Nacional,Comunidad de madrid,Viajero,Extranjero,2015-07-01,456587,12125,12125,12125
Total Nacional,Comunidad de madrid,Viajero,Extranjero,2015-06-01,441394,12126,12126,12126
Total Nacional,Comunidad de madrid,Viajero,Extranjero,2015-05-01,515489,12127,12127,12127
Total Nacional,Comunidad de madrid,Viajero,Extranjero,2015-04-01,429585,12128,12128,12128
Total Nacional,Comunidad de madrid,Viajero,Extranjero,2015-03-01,395713,12129,12129,12129
Total Nacional,Comunidad de madrid,Viajero,Extranjero,2015-02-01,301074,12130,12130,12130
Total Nacional,Comunidad de madrid,Viajero,Extranjero,2015-01-01,280151,12131,12131,12131
Total Nacional,Comunidad de madrid,Pernoctaciones,General,2015-12-01,1694690,12132,12132,12132
Total Nacional,Comunidad de madrid,Pernoctaciones,General,2015-11-01,1740505,12133,12133,12133
Total Nacional,Comunidad de madrid,Pernoctaciones,General,2015-10-01,2175149,12134,12134,12134
Total Nacional,Comunidad de madrid,Pernoctaciones,General,2015-09-01,2021363,12135,12135,12135
Total Nacional,Comunidad de madrid,Pernoctaciones,General,2015-08-01,1724555,12136,12136,12136
Total Nacional,Comunidad de madrid,Pernoctaciones,General,2015-07-01,1820737,12137,12137,12137
Total Nacional,Comunidad de madrid,Pernoctaciones,General,2015-06-01,1889881,12138,12138,12138
Total Nacional,Comunidad de madrid,Pernoctaciones,General,2015-05-01,2105146,12139,12139,12139
Total Nacional,Comunidad de madrid,Pernoctaciones,General,2015-04-01,1923818,12140,12140,12140
Total Nacional,Comunidad de madrid,Pernoctaciones,General,2015-03-01,1731790,12141,12141,12141
Total Nacional,Comunidad de madrid,Pernoctaciones,General,2015-02-01,1417854,12142,12142,12142
Total Nacional,Comunidad de madrid,Pernoctaciones,General,2015-01-01,1449639,12143,12143,12143
Total Nacional,Comunidad de madrid,Pernoctaciones,Espana,2015-12-01,981202,12144,12144,12144
Total Nacional,Comunidad de madrid,Pernoctaciones,Espana,2015-11-01,881684,12145,12145,12145
Total Nacional,Comunidad de madrid,Pernoctaciones,Espana,2015-10-01,956161,12146,12146,12146
Total Nacional,Comunidad de madrid,Pernoctaciones,Espana,2015-09-01,950012,12147,12147,12147
Total Nacional,Comunidad de madrid,Pernoctaciones,Espana,2015-08-01,845434,12148,12148,12148
Total Nacional,Comunidad de madrid,Pernoctaciones,Espana,2015-07-01,817246,12149,12149,12149
Total Nacional,Comunidad de madrid,Pernoctaciones,Espana,2015-06-01,905375,12150,12150,12150
Total Nacional,Comunidad de madrid,Pernoctaciones,Espana,2015-05-01,943807,12151,12151,12151
Total Nacional,Comunidad de madrid,Pernoctaciones,Espana,2015-04-01,947981,12152,12152,12152
Total Nacional,Comunidad de madrid,Pernoctaciones,Espana,2015-03-01,839693,12153,12153,12153
Total Nacional,Comunidad de madrid,Pernoctaciones,Espana,2015-02-01,771331,12154,12154,12154
Total Nacional,Comunidad de madrid,Pernoctaciones,Espana,2015-01-01,811339,12155,12155,12155
Total Nacional,Comunidad de madrid,Pernoctaciones,Extranjero,2015-12-01,713488,12156,12156,12156
Total Nacional,Comunidad de madrid,Pernoctaciones,Extranjero,2015-11-01,858821,12157,12157,12157
Total Nacional,Comunidad de madrid,Pernoctaciones,Extranjero,2015-10-01,1218988,12158,12158,12158
Total Nacional,Comunidad de madrid,Pernoctaciones,Extranjero,2015-09-01,1071351,12159,12159,12159
Total Nacional,Comunidad de madrid,Pernoctaciones,Extranjero,2015-08-01,879121,12160,12160,12160
Total Nacional,Comunidad de madrid,Pernoctaciones,Extranjero,2015-07-01,1003491,12161,12161,12161
Total Nacional,Comunidad de madrid,Pernoctaciones,Extranjero,2015-06-01,984506,12162,12162,12162
Total Nacional,Comunidad de madrid,Pernoctaciones,Extranjero,2015-05-01,1161340,12163,12163,12163
Total Nacional,Comunidad de madrid,Pernoctaciones,Extranjero,2015-04-01,975838,12164,12164,12164
Total Nacional,Comunidad de madrid,Pernoctaciones,Extranjero,2015-03-01,892097,12165,12165,12165
Total Nacional,Comunidad de madrid,Pernoctaciones,Extranjero,2015-02-01,646523,12166,12166,12166
Total Nacional,Comunidad de madrid,Pernoctaciones,Extranjero,2015-01-01,638299,12167,12167,12167
Total Nacional,Region de murcia,Viajero,General,2015-12-01,67950,12168,12168,12168
Total Nacional,Region de murcia,Viajero,General,2015-11-01,70326,12169,12169,12169
Total Nacional,Region de murcia,Viajero,General,2015-10-01,98095,12170,12170,12170
Total Nacional,Region de murcia,Viajero,General,2015-09-01,106122,12171,12171,12171
Total Nacional,Region de murcia,Viajero,General,2015-08-01,122486,12172,12172,12172
Total Nacional,Region de murcia,Viajero,General,2015-07-01,113624,12173,12173,12173
Total Nacional,Region de murcia,Viajero,General,2015-06-01,101634,12174,12174,12174
Total Nacional,Region de murcia,Viajero,General,2015-05-01,98644,12175,12175,12175
Total Nacional,Region de murcia,Viajero,General,2015-04-01,101231,12176,12176,12176
